Date,GABRIEL
2017-01-02,110.2
2017-01-03,109.3
2017-01-04,109.5
2017-01-05,108.8
2017-01-06,107.8
2017-01-09,109.5
2017-01-10,111.9
2017-01-11,110.8
2017-01-12,111.3
2017-01-13,111.6
2017-01-16,111.8
2017-01-17,110.95
2017-01-18,109.25
2017-01-19,109.3
2017-01-20,108.95
2017-01-23,108.7
2017-01-24,109.45
2017-01-25,110.9
2017-01-27,111.5
2017-01-30,110.8
2017-01-31,109.2
2017-02-01,111.05
2017-02-02,112.3
2017-02-03,112.1
2017-02-06,112.95
2017-02-07,115.15
2017-02-08,115.45
2017-02-09,116.8
2017-02-10,117.6
2017-02-13,114.75
2017-02-14,113.25
2017-02-15,113.65
2017-02-16,115.15
2017-02-17,114.0
2017-02-20,114.7
2017-02-21,116.15
2017-02-22,114.4
2017-02-23,114.2
2017-02-27,112.15
2017-02-28,114.65
2017-03-01,115.7
2017-03-02,114.5
2017-03-03,111.75
2017-03-06,113.75
2017-03-07,112.7
2017-03-08,113.6
2017-03-09,114.55
2017-03-10,115.25
2017-03-14,114.6
2017-03-15,114.0
2017-03-16,116.0
2017-03-17,116.4
2017-03-20,118.3
2017-03-21,122.85
2017-03-22,122.0
2017-03-23,122.0
2017-03-24,124.05
2017-03-27,125.45
2017-03-28,124.15
2017-03-29,123.65
2017-03-30,125.65
2017-03-31,121.6
2017-04-03,125.2
2017-04-05,125.3
2017-04-06,125.7
2017-04-07,123.95
2017-04-10,124.95
2017-04-11,124.95
2017-04-12,124.5
2017-04-13,124.7
2017-04-17,124.9
2017-04-18,123.45
2017-04-19,121.55
2017-04-20,124.4
2017-04-21,125.1
2017-04-24,126.05
2017-04-25,126.15
2017-04-26,125.75
2017-04-27,125.9
2017-04-28,124.15
2017-05-02,124.45
2017-05-03,123.9
2017-05-04,123.85
2017-05-05,124.5
2017-05-08,124.35
2017-05-09,127.05
2017-05-10,130.55
2017-05-11,129.35
2017-05-12,129.5
2017-05-15,127.75
2017-05-16,129.7
2017-05-17,131.6
2017-05-18,130.95
2017-05-19,130.1
2017-05-22,129.45
2017-05-23,125.85
2017-05-24,124.15
2017-05-25,129.35
2017-05-26,128.95
2017-05-29,128.2
2017-05-30,128.65
2017-05-31,130.65
2017-06-01,130.2
2017-06-02,133.15
2017-06-05,137.8
2017-06-06,139.4
2017-06-07,139.5
2017-06-08,140.6
2017-06-09,143.35
2017-06-12,144.4
2017-06-13,143.75
2017-06-14,148.7
2017-06-15,150.9
2017-06-16,152.15
2017-06-19,151.1
2017-06-20,156.0
2017-06-21,160.6
2017-06-22,159.05
2017-06-23,153.25
2017-06-27,149.9
2017-06-28,146.65
2017-06-29,150.35
2017-06-30,150.8
2017-07-03,151.0
2017-07-04,150.6
2017-07-05,149.85
2017-07-06,148.1
2017-07-07,149.95
2017-07-10,149.85
2017-07-11,149.95
2017-07-12,149.25
2017-07-13,149.1
2017-07-14,150.75
2017-07-17,149.25
2017-07-18,148.05
2017-07-19,147.5
2017-07-20,150.05
2017-07-21,149.65
2017-07-24,148.3
2017-07-25,148.25
2017-07-26,148.95
2017-07-27,152.6
2017-07-28,152.5
2017-07-31,159.7
2017-08-01,166.65
2017-08-02,166.95
2017-08-03,164.05
2017-08-04,168.15
2017-08-07,171.15
2017-08-08,164.45
2017-08-09,163.0
2017-08-10,162.5
2017-08-11,166.65
2017-08-14,174.75
2017-08-16,178.5
2017-08-17,177.95
2017-08-18,174.95
2017-08-21,174.65
2017-08-22,167.8
2017-08-23,174.05
2017-08-24,177.2
2017-08-28,180.8
2017-08-29,170.6
2017-08-30,169.7
2017-08-31,170.5
2017-09-01,175.3
2017-09-04,174.85
2017-09-05,181.2
2017-09-06,197.4
2017-09-07,198.25
2017-09-08,206.0
2017-09-11,209.05
2017-09-12,210.65
2017-09-13,208.75
2017-09-14,214.35
2017-09-15,212.2
2017-09-18,212.0
2017-09-19,212.1
2017-09-20,214.1
2017-09-21,212.45
2017-09-22,188.1
2017-09-25,194.75
2017-09-26,202.55
2017-09-27,200.55
2017-09-28,194.8
2017-09-29,197.15
2017-10-03,193.8
2017-10-04,195.9
2017-10-05,196.7
2017-10-06,198.4
2017-10-09,198.85
2017-10-10,198.6
2017-10-11,197.85
2017-10-12,199.25
2017-10-13,201.7
2017-10-16,200.95
2017-10-17,201.45
2017-10-18,199.0
2017-10-19,198.7
2017-10-23,203.4
2017-10-24,201.2
2017-10-25,197.15
2017-10-26,194.5
2017-10-27,197.45
2017-10-30,198.75
2017-10-31,197.6
2017-11-01,197.35
2017-11-02,199.2
2017-11-03,199.55
2017-11-06,199.25
2017-11-07,197.5
2017-11-08,193.85
2017-11-09,194.8
2017-11-10,195.6
2017-11-13,194.85
2017-11-14,196.6
2017-11-15,194.05
2017-11-16,194.0
2017-11-17,194.4
2017-11-20,192.95
2017-11-21,190.7
2017-11-22,191.65
2017-11-23,190.05
2017-11-24,187.55
2017-11-27,187.65
2017-11-28,187.6
2017-11-29,186.0
2017-11-30,185.55
2017-12-01,186.05
2017-12-04,187.65
2017-12-05,188.95
2017-12-06,187.6
2017-12-07,186.5
2017-12-08,188.6
2017-12-11,187.15
2017-12-12,188.9
2017-12-13,191.05
2017-12-14,187.5
2017-12-15,191.0
2017-12-18,192.9
2017-12-19,193.5
2017-12-20,195.7
2017-12-21,195.4
2017-12-22,193.25
2017-12-26,191.6
2017-12-27,195.25
2017-12-28,196.15
2017-12-29,199.2
