Date,TWL
2017-01-02,125.15
2017-01-03,130.8
2017-01-04,128.45
2017-01-05,126.9
2017-01-06,127.4
2017-01-09,128.65
2017-01-10,127.85
2017-01-11,127.45
2017-01-12,129.05
2017-01-13,127.9
2017-01-16,127.95
2017-01-17,127.1
2017-01-18,126.1
2017-01-19,122.2
2017-01-20,122.15
2017-01-23,125.1
2017-01-24,124.0
2017-01-25,124.8
2017-01-27,122.45
2017-01-30,120.85
2017-01-31,116.15
2017-02-01,111.95
2017-02-02,109.0
2017-02-03,109.1
2017-02-06,110.25
2017-02-07,112.5
2017-02-08,110.15
2017-02-09,107.25
2017-02-10,107.25
2017-02-13,105.05
2017-02-14,102.5
2017-02-15,99.45
2017-02-16,101.3
2017-02-17,104.35
2017-02-20,105.5
2017-02-21,105.95
2017-02-22,103.6
2017-02-23,103.15
2017-02-27,102.05
2017-02-28,102.0
2017-03-01,102.85
2017-03-02,105.25
2017-03-03,103.5
2017-03-06,102.45
2017-03-07,102.1
2017-03-08,101.9
2017-03-09,101.4
2017-03-10,101.35
2017-03-14,103.2
2017-03-15,108.8
2017-03-16,111.7
2017-03-17,110.2
2017-03-20,113.1
2017-03-21,112.15
2017-03-22,111.5
2017-03-23,111.9
2017-03-24,111.3
2017-03-27,113.3
2017-03-28,116.2
2017-03-29,113.5
2017-03-30,116.4
2017-03-31,116.25
2017-04-03,115.3
2017-04-05,121.55
2017-04-06,120.7
2017-04-07,118.6
2017-04-10,121.8
2017-04-11,122.65
2017-04-12,119.7
2017-04-13,119.55
2017-04-17,118.05
2017-04-18,116.0
2017-04-19,115.45
2017-04-20,117.55
2017-04-21,115.95
2017-04-24,117.3
2017-04-25,124.8
2017-04-26,128.0
2017-04-27,126.3
2017-04-28,127.65
2017-05-02,124.1
2017-05-03,124.85
2017-05-04,123.0
2017-05-05,120.45
2017-05-08,122.0
2017-05-09,123.8
2017-05-10,129.25
2017-05-11,131.5
2017-05-12,128.6
2017-05-15,128.75
2017-05-16,129.65
2017-05-17,127.3
2017-05-18,124.9
2017-05-19,122.8
2017-05-22,122.5
2017-05-23,117.2
2017-05-24,112.05
2017-05-25,113.55
2017-05-26,114.8
2017-05-29,112.05
2017-05-30,109.85
2017-05-31,110.7
2017-06-01,113.7
2017-06-02,114.0
2017-06-05,114.05
2017-06-06,113.1
2017-06-07,113.3
2017-06-08,113.3
2017-06-09,113.55
2017-06-12,114.7
2017-06-13,114.55
2017-06-14,114.2
2017-06-15,114.6
2017-06-16,119.3
2017-06-19,121.35
2017-06-20,117.95
2017-06-21,119.0
2017-06-22,115.15
2017-06-23,112.95
2017-06-27,115.0
2017-06-28,115.4
2017-06-29,116.25
2017-06-30,116.7
2017-07-03,118.65
2017-07-04,118.0
2017-07-05,119.6
2017-07-06,118.2
2017-07-07,117.2
2017-07-10,117.25
2017-07-11,116.85
2017-07-12,116.85
2017-07-13,116.9
2017-07-14,115.95
2017-07-17,116.65
2017-07-18,115.65
2017-07-19,117.75
2017-07-20,121.75
2017-07-21,120.0
2017-07-24,124.75
2017-07-25,122.75
2017-07-26,120.75
2017-07-27,119.9
2017-07-28,120.95
2017-07-31,122.15
2017-08-01,120.15
2017-08-02,118.65
2017-08-03,118.1
2017-08-04,116.3
2017-08-07,117.85
2017-08-08,115.8
2017-08-09,114.65
2017-08-10,111.8
2017-08-11,107.55
2017-08-14,108.7
2017-08-16,109.8
2017-08-17,109.65
2017-08-18,109.35
2017-08-21,108.1
2017-08-22,107.4
2017-08-23,108.0
2017-08-24,109.5
2017-08-28,109.95
2017-08-29,108.2
2017-08-30,109.8
2017-08-31,110.8
2017-09-01,114.35
2017-09-04,115.35
2017-09-05,119.5
2017-09-06,118.15
2017-09-07,115.6
2017-09-08,115.85
2017-09-11,115.5
2017-09-12,117.0
2017-09-13,115.55
2017-09-14,115.65
2017-09-15,115.35
2017-09-18,117.05
2017-09-19,117.75
2017-09-20,126.3
2017-09-21,124.8
2017-09-22,118.25
2017-09-25,117.8
2017-09-26,123.9
2017-09-27,119.45
2017-09-28,120.45
2017-09-29,120.5
2017-10-03,119.3
2017-10-04,122.9
2017-10-05,124.5
2017-10-06,123.3
2017-10-09,123.2
2017-10-10,124.05
2017-10-11,124.75
2017-10-12,126.55
2017-10-13,126.0
2017-10-16,126.65
2017-10-17,126.35
2017-10-18,125.1
2017-10-19,125.6
2017-10-23,125.15
2017-10-24,125.5
2017-10-25,124.7
2017-10-26,133.65
2017-10-27,137.15
2017-10-30,139.85
2017-10-31,143.6
2017-11-01,141.65
2017-11-02,139.0
2017-11-03,138.85
2017-11-06,147.55
2017-11-07,142.15
2017-11-08,147.5
2017-11-09,146.75
2017-11-10,140.45
2017-11-13,135.95
2017-11-14,146.55
2017-11-15,140.65
2017-11-16,151.2
2017-11-17,154.65
2017-11-20,157.6
2017-11-21,166.35
2017-11-22,163.9
2017-11-23,161.85
2017-11-24,165.75
2017-11-27,177.35
2017-11-28,184.65
2017-11-29,181.25
2017-11-30,183.5
2017-12-01,180.3
2017-12-04,171.85
2017-12-05,168.85
2017-12-06,170.55
2017-12-07,178.05
2017-12-08,176.9
2017-12-11,173.3
2017-12-12,168.75
2017-12-13,165.9
2017-12-14,164.15
2017-12-15,167.75
2017-12-18,170.5
2017-12-19,169.3
2017-12-20,168.1
2017-12-21,170.1
2017-12-22,170.4
2017-12-26,170.25
2017-12-27,168.05
2017-12-28,165.6
2017-12-29,166.5
