Date,SUPPETRO
2017-01-02,199.35
2017-01-03,203.45
2017-01-04,215.15
2017-01-05,225.05
2017-01-06,222.0
2017-01-09,222.45
2017-01-10,223.7
2017-01-11,223.1
2017-01-12,222.2
2017-01-13,226.15
2017-01-16,223.4
2017-01-17,222.5
2017-01-18,222.5
2017-01-19,221.55
2017-01-20,217.55
2017-01-23,219.85
2017-01-24,220.55
2017-01-25,238.9
2017-01-27,245.65
2017-01-30,247.15
2017-01-31,269.3
2017-02-01,271.1
2017-02-02,278.2
2017-02-03,291.45
2017-02-06,295.7
2017-02-07,288.05
2017-02-08,286.85
2017-02-09,279.4
2017-02-10,283.15
2017-02-13,281.7
2017-02-14,280.7
2017-02-15,277.3
2017-02-16,276.4
2017-02-17,274.6
2017-02-20,277.5
2017-02-21,274.3
2017-02-22,273.45
2017-02-23,273.05
2017-02-27,282.05
2017-02-28,279.55
2017-03-01,277.4
2017-03-02,268.25
2017-03-03,267.7
2017-03-06,269.0
2017-03-07,273.4
2017-03-08,272.3
2017-03-09,272.55
2017-03-10,275.7
2017-03-14,278.95
2017-03-15,277.75
2017-03-16,277.9
2017-03-17,283.65
2017-03-20,299.15
2017-03-21,307.3
2017-03-22,298.5
2017-03-23,308.6
2017-03-24,301.65
2017-03-27,296.45
2017-03-28,304.9
2017-03-29,302.7
2017-03-30,304.1
2017-03-31,302.95
2017-04-03,313.8
2017-04-05,310.9
2017-04-06,322.35
2017-04-07,340.1
2017-04-10,361.8
2017-04-11,366.0
2017-04-12,356.45
2017-04-13,380.3
2017-04-17,373.1
2017-04-18,373.4
2017-04-19,381.15
2017-04-20,390.0
2017-04-21,391.95
2017-04-24,391.2
2017-04-25,384.9
2017-04-26,398.7
2017-04-27,428.85
2017-04-28,391.85
2017-05-02,405.05
2017-05-03,401.45
2017-05-04,401.1
2017-05-05,404.4
2017-05-08,406.4
2017-05-09,413.6
2017-05-10,409.75
2017-05-11,403.25
2017-05-12,398.6
2017-05-15,400.0
2017-05-16,402.95
2017-05-17,395.3
2017-05-18,397.25
2017-05-19,385.9
2017-05-22,384.85
2017-05-23,383.85
2017-05-24,377.85
2017-05-25,380.75
2017-05-26,391.6
2017-05-29,385.05
2017-05-30,390.75
2017-05-31,396.05
2017-06-01,408.45
2017-06-02,405.65
2017-06-05,405.4
2017-06-06,400.15
2017-06-07,403.65
2017-06-08,404.35
2017-06-09,403.75
2017-06-12,409.45
2017-06-13,412.5
2017-06-14,408.15
2017-06-15,406.05
2017-06-16,411.45
2017-06-19,406.1
2017-06-20,388.5
2017-06-21,379.4
2017-06-22,385.35
2017-06-23,377.2
2017-06-27,374.6
2017-06-28,373.55
2017-06-29,382.85
2017-06-30,373.7
2017-07-03,372.55
2017-07-04,369.5
2017-07-05,371.75
2017-07-06,370.95
2017-07-07,368.35
2017-07-10,367.7
2017-07-11,382.1
2017-07-12,378.05
2017-07-13,369.55
2017-07-14,368.65
2017-07-17,364.25
2017-07-18,354.2
2017-07-19,353.9
2017-07-20,350.1
2017-07-21,355.05
2017-07-24,344.5
2017-07-25,342.95
2017-07-26,344.1
2017-07-27,357.5
2017-07-28,351.6
2017-07-31,350.2
2017-08-01,346.35
2017-08-02,343.05
2017-08-03,338.8
2017-08-04,333.85
2017-08-07,337.9
2017-08-08,333.15
2017-08-09,329.45
2017-08-10,322.2
2017-08-11,330.2
2017-08-14,325.15
2017-08-16,337.65
2017-08-17,326.2
2017-08-18,332.2
2017-08-21,324.45
2017-08-22,323.15
2017-08-23,326.75
2017-08-24,325.35
2017-08-28,326.4
2017-08-29,333.1
2017-08-30,350.8
2017-08-31,355.5
2017-09-01,350.0
2017-09-04,348.7
2017-09-05,356.8
2017-09-06,353.6
2017-09-07,374.05
2017-09-08,388.3
2017-09-11,386.25
2017-09-12,380.9
2017-09-13,383.3
2017-09-14,388.65
2017-09-15,398.4
2017-09-18,393.0
2017-09-19,383.4
2017-09-20,383.65
2017-09-21,382.3
2017-09-22,374.45
2017-09-25,364.85
2017-09-26,367.4
2017-09-27,362.35
2017-09-28,367.25
2017-09-29,378.1
2017-10-03,373.1
2017-10-04,378.9
2017-10-05,383.2
2017-10-06,378.8
2017-10-09,374.6
2017-10-10,374.9
2017-10-11,365.55
2017-10-12,361.55
2017-10-13,367.15
2017-10-16,362.3
2017-10-17,366.95
2017-10-18,370.25
2017-10-19,369.05
2017-10-23,376.8
2017-10-24,382.3
2017-10-25,376.1
2017-10-26,360.75
2017-10-27,361.5
2017-10-30,365.5
2017-10-31,366.6
2017-11-01,368.0
2017-11-02,371.5
2017-11-03,369.0
2017-11-06,368.45
2017-11-07,356.7
2017-11-08,359.9
2017-11-09,358.5
2017-11-10,355.25
2017-11-13,361.45
2017-11-14,360.0
2017-11-15,350.45
2017-11-16,358.05
2017-11-17,356.6
2017-11-20,365.15
2017-11-21,359.7
2017-11-22,363.85
2017-11-23,364.05
2017-11-24,365.15
2017-11-27,374.3
2017-11-28,365.45
2017-11-29,365.0
2017-11-30,372.35
2017-12-01,368.5
2017-12-04,365.1
2017-12-05,365.85
2017-12-06,360.45
2017-12-07,366.75
2017-12-08,365.3
2017-12-11,370.65
2017-12-12,372.35
2017-12-13,370.6
2017-12-14,373.4
2017-12-15,373.9
2017-12-18,382.7
2017-12-19,388.6
2017-12-20,379.6
2017-12-21,379.55
2017-12-22,382.35
2017-12-26,381.25
2017-12-27,381.2
2017-12-28,380.25
2017-12-29,382.1
