Date,SRHHYPOLTD
2017-01-02,130.5
2017-01-03,134.0
2017-01-04,132.45
2017-01-05,134.8
2017-01-06,132.8
2017-01-09,133.3
2017-01-10,134.6
2017-01-11,138.2
2017-01-12,138.7
2017-01-13,137.0
2017-01-16,135.85
2017-01-17,140.8
2017-01-18,142.8
2017-01-19,140.65
2017-01-20,140.15
2017-01-23,140.55
2017-01-24,141.2
2017-01-25,141.1
2017-01-27,139.15
2017-01-30,137.1
2017-01-31,132.4
2017-02-01,132.9
2017-02-02,134.0
2017-02-03,134.05
2017-02-06,136.6
2017-02-07,136.65
2017-02-08,135.1
2017-02-09,141.85
2017-02-10,140.0
2017-02-13,137.0
2017-02-14,122.4
2017-02-15,117.85
2017-02-16,122.75
2017-02-17,123.15
2017-02-20,124.25
2017-02-21,124.2
2017-02-22,123.3
2017-02-23,119.95
2017-02-27,120.05
2017-02-28,120.75
2017-03-01,120.95
2017-03-02,118.4
2017-03-03,117.6
2017-03-06,117.25
2017-03-07,113.45
2017-03-08,114.25
2017-03-09,114.0
2017-03-10,114.2
2017-03-14,112.65
2017-03-15,115.15
2017-03-16,116.15
2017-03-17,117.15
2017-03-20,118.25
2017-03-21,118.3
2017-03-22,118.8
2017-03-23,117.7
2017-03-24,120.0
2017-03-27,120.8
2017-03-28,119.15
2017-03-29,122.9
2017-03-30,124.85
2017-03-31,124.65
2017-04-03,124.5
2017-04-05,124.8
2017-04-06,125.9
2017-04-07,125.35
2017-04-10,126.1
2017-04-11,125.75
2017-04-12,124.75
2017-04-13,127.1
2017-04-17,125.95
2017-04-18,128.3
2017-04-19,134.5
2017-04-20,146.95
2017-04-21,147.0
2017-04-24,154.35
2017-04-25,150.95
2017-04-26,152.5
2017-04-27,154.0
2017-04-28,151.2
2017-05-02,150.2
2017-05-03,147.4
2017-05-04,144.6
2017-05-05,145.0
2017-05-08,141.55
2017-05-09,140.45
2017-05-10,139.05
2017-05-11,138.9
2017-05-12,136.55
2017-05-15,137.3
2017-05-16,140.1
2017-05-17,137.3
2017-05-18,137.45
2017-05-19,137.0
2017-05-22,132.15
2017-05-23,126.55
2017-05-24,123.3
2017-05-25,128.1
2017-05-26,127.6
2017-05-29,131.3
2017-05-30,127.55
2017-05-31,121.8
2017-06-01,122.15
2017-06-02,121.5
2017-06-05,123.8
2017-06-06,120.85
2017-06-07,125.2
2017-06-08,126.25
2017-06-09,127.85
2017-06-12,126.35
2017-06-13,122.05
2017-06-14,121.95
2017-06-15,125.65
2017-06-16,130.45
2017-06-19,128.05
2017-06-20,129.3
2017-06-21,128.65
2017-06-22,127.3
2017-06-23,123.45
2017-06-27,120.1
2017-06-28,120.1
2017-06-29,120.95
2017-06-30,121.1
2017-07-03,127.25
2017-07-04,124.5
2017-07-05,126.0
2017-07-06,127.05
2017-07-07,127.25
2017-07-10,127.6
2017-07-11,125.85
2017-07-12,126.55
2017-07-13,126.85
2017-07-14,140.3
2017-07-17,151.55
2017-07-18,143.9
2017-07-19,145.2
2017-07-20,142.4
2017-07-21,137.65
2017-07-24,139.75
2017-07-25,136.9
2017-07-26,141.25
2017-07-27,137.6
2017-07-28,137.85
2017-07-31,135.1
2017-08-01,132.9
2017-08-02,129.8
2017-08-03,127.75
2017-08-04,131.0
2017-08-07,132.75
2017-08-08,129.2
2017-08-09,125.7
2017-08-10,121.55
2017-08-11,121.15
2017-08-14,123.3
2017-08-16,126.0
2017-08-17,125.5
2017-08-18,125.45
2017-08-21,124.2
2017-08-22,125.1
2017-08-23,125.05
2017-08-24,125.15
2017-08-28,125.25
2017-08-29,122.9
2017-08-30,126.9
2017-08-31,132.05
2017-09-01,147.1
2017-09-04,140.55
2017-09-05,141.15
2017-09-06,143.3
2017-09-07,141.0
2017-09-08,141.75
2017-09-11,142.6
2017-09-12,143.7
2017-09-13,146.15
2017-09-14,144.25
2017-09-15,147.85
2017-09-18,150.0
2017-09-19,149.75
2017-09-20,147.0
2017-09-21,146.85
2017-09-22,148.25
2017-09-25,143.25
2017-09-26,145.65
2017-09-27,141.5
2017-09-28,144.85
2017-09-29,144.0
2017-10-03,147.45
2017-10-04,150.45
2017-10-05,166.65
2017-10-06,172.15
2017-10-09,206.55
2017-10-10,199.9
2017-10-11,200.2
2017-10-12,199.25
2017-10-13,199.3
2017-10-16,197.85
2017-10-17,213.7
2017-10-18,231.5
2017-10-19,240.45
2017-10-23,253.95
2017-10-24,247.1
2017-10-25,234.75
2017-10-26,237.5
2017-10-27,228.65
2017-10-30,225.05
2017-10-31,226.8
2017-11-01,226.2
2017-11-02,227.35
2017-11-03,225.5
2017-11-06,226.2
2017-11-07,230.65
2017-11-08,222.55
2017-11-09,220.65
2017-11-10,221.2
2017-11-13,216.95
2017-11-14,227.75
2017-11-15,220.1
2017-11-16,222.75
2017-11-17,220.55
2017-11-20,216.85
2017-11-21,215.2
2017-11-22,215.4
2017-11-23,211.6
2017-11-24,222.15
2017-11-27,233.25
2017-11-28,244.9
2017-11-29,242.95
2017-11-30,243.1
2017-12-01,235.8
2017-12-04,233.95
2017-12-05,227.7
2017-12-06,237.55
2017-12-07,241.25
2017-12-08,238.5
2017-12-11,240.0
2017-12-12,231.75
2017-12-13,233.8
2017-12-14,237.25
2017-12-15,235.7
2017-12-18,229.6
2017-12-19,235.0
2017-12-20,234.3
2017-12-21,229.15
2017-12-22,225.6
2017-12-26,223.5
2017-12-27,217.95
2017-12-28,215.6
2017-12-29,219.55
