Date,8KMILES
2017-01-02,674.2
2017-01-03,707.8
2017-01-04,709.4
2017-01-05,714.65
2017-01-06,710.25
2017-01-09,686.2
2017-01-10,681.85
2017-01-11,679.05
2017-01-12,673.75
2017-01-13,667.55
2017-01-16,648.8
2017-01-17,643.1
2017-01-18,648.75
2017-01-19,646.5
2017-01-20,636.5
2017-01-23,618.15
2017-01-24,612.15
2017-01-25,619.35
2017-01-27,618.55
2017-01-30,614.0
2017-01-31,610.0
2017-02-01,613.25
2017-02-02,628.45
2017-02-03,632.8
2017-02-06,630.7
2017-02-07,622.15
2017-02-08,622.0
2017-02-09,617.7
2017-02-10,616.05
2017-02-13,606.45
2017-02-14,601.45
2017-02-15,585.85
2017-02-16,593.05
2017-02-17,602.5
2017-02-20,592.75
2017-02-21,593.15
2017-02-22,588.75
2017-02-23,586.75
2017-02-27,578.9
2017-02-28,581.25
2017-03-01,581.9
2017-03-02,638.55
2017-03-03,620.9
2017-03-06,614.7
2017-03-07,630.45
2017-03-08,628.7
2017-03-09,632.9
2017-03-10,626.6
2017-03-14,624.85
2017-03-15,620.9
2017-03-16,624.1
2017-03-17,616.8
2017-03-20,612.95
2017-03-21,600.7
2017-03-22,591.85
2017-03-23,593.9
2017-03-24,608.3
2017-03-27,606.75
2017-03-28,605.6
2017-03-29,602.9
2017-03-30,602.0
2017-03-31,606.15
2017-04-03,611.85
2017-04-05,607.95
2017-04-06,605.25
2017-04-07,599.1
2017-04-10,600.6
2017-04-11,600.0
2017-04-12,591.45
2017-04-13,597.0
2017-04-17,595.55
2017-04-18,579.6
2017-04-19,569.5
2017-04-20,569.15
2017-04-21,573.3
2017-04-24,562.7
2017-04-25,555.5
2017-04-26,548.1
2017-04-27,518.85
2017-04-28,553.5
2017-05-02,545.45
2017-05-03,548.3
2017-05-04,579.7
2017-05-05,598.4
2017-05-08,604.2
2017-05-09,616.85
2017-05-10,623.9
2017-05-11,616.6
2017-05-12,593.1
2017-05-15,595.5
2017-05-16,595.25
2017-05-17,595.5
2017-05-18,598.65
2017-05-19,584.65
2017-05-22,573.65
2017-05-23,558.35
2017-05-24,559.7
2017-05-25,557.25
2017-05-26,561.7
2017-05-29,563.8
2017-05-30,564.15
2017-05-31,573.5
2017-06-01,591.65
2017-06-02,587.4
2017-06-05,578.85
2017-06-06,567.2
2017-06-07,561.25
2017-06-08,560.55
2017-06-09,552.5
2017-06-12,550.15
2017-06-13,544.35
2017-06-14,552.05
2017-06-15,574.7
2017-06-16,608.65
2017-06-19,600.65
2017-06-20,588.05
2017-06-21,581.5
2017-06-22,567.0
2017-06-23,557.75
2017-06-27,547.45
2017-06-28,537.45
2017-06-29,540.45
2017-06-30,542.65
2017-07-03,538.85
2017-07-04,555.65
2017-07-05,550.95
2017-07-06,551.35
2017-07-07,547.0
2017-07-10,548.5
2017-07-11,541.5
2017-07-12,542.65
2017-07-13,543.0
2017-07-14,540.45
2017-07-17,541.6
2017-07-18,536.0
2017-07-19,531.3
2017-07-20,517.2
2017-07-21,535.05
2017-07-24,523.55
2017-07-25,530.6
2017-07-26,538.7
2017-07-27,535.85
2017-07-28,539.1
2017-07-31,544.3
2017-08-01,542.7
2017-08-02,541.85
2017-08-03,532.85
2017-08-04,526.05
2017-08-07,529.9
2017-08-08,522.15
2017-08-09,514.15
2017-08-10,499.65
2017-08-11,491.5
2017-08-14,486.25
2017-08-16,498.5
2017-08-17,492.15
2017-08-18,489.45
2017-08-21,514.65
2017-08-22,494.35
2017-08-23,497.05
2017-08-24,509.1
2017-08-28,509.6
2017-08-29,496.85
2017-08-30,496.3
2017-08-31,494.7
2017-09-01,496.35
2017-09-04,495.3
2017-09-05,498.65
2017-09-06,494.75
2017-09-07,478.45
2017-09-08,447.3
2017-09-11,447.2
2017-09-12,445.15
2017-09-13,400.75
2017-09-14,408.65
2017-09-15,406.0
2017-09-18,401.15
2017-09-19,391.3
2017-09-20,388.95
2017-09-21,388.75
2017-09-22,381.05
2017-09-25,381.3
2017-09-26,370.65
2017-09-27,369.5
2017-09-28,377.05
2017-09-29,377.3
2017-10-03,376.2
2017-10-04,451.4
2017-10-05,481.9
2017-10-06,509.75
2017-10-09,506.35
2017-10-10,505.0
2017-10-11,480.4
2017-10-12,504.9
2017-10-13,491.6
2017-10-16,496.65
2017-10-17,498.6
2017-10-18,501.95
2017-10-19,499.45
2017-10-23,539.95
2017-10-24,564.25
2017-10-25,539.8
2017-10-26,568.0
2017-10-27,559.65
2017-10-30,572.45
2017-10-31,667.2
2017-11-01,722.7
2017-11-02,852.35
2017-11-03,839.05
2017-11-06,868.0
2017-11-07,835.8
2017-11-08,772.1
2017-11-09,777.6
2017-11-10,754.85
2017-11-13,830.3
2017-11-14,858.65
2017-11-15,822.6
2017-11-16,838.4
2017-11-17,842.7
2017-11-20,819.65
2017-11-21,820.8
2017-11-22,825.5
2017-11-23,866.8
2017-11-24,860.65
2017-11-27,946.7
2017-11-28,947.85
2017-11-29,987.9
2017-11-30,980.45
2017-12-01,936.4
2017-12-04,894.8
2017-12-05,918.35
2017-12-06,920.0
2017-12-07,942.05
2017-12-08,932.0
2017-12-11,920.95
2017-12-12,916.15
2017-12-13,914.6
2017-12-14,901.85
2017-12-15,912.4
2017-12-18,899.55
2017-12-19,911.1
2017-12-20,905.8
2017-12-21,905.7
2017-12-22,905.95
2017-12-26,899.3
2017-12-27,917.35
2017-12-28,912.9
2017-12-29,908.05
