Date,SANWARIA
2017-01-02,5.1
2017-01-03,5.45
2017-01-04,6.5
2017-01-05,7.1
2017-01-06,7.15
2017-01-09,7.85
2017-01-10,8.2
2017-01-11,7.9
2017-01-12,7.35
2017-01-13,7.1
2017-01-16,7.4
2017-01-17,7.35
2017-01-18,7.15
2017-01-19,7.1
2017-01-20,6.75
2017-01-23,6.95
2017-01-24,7.55
2017-01-25,7.3
2017-01-27,7.35
2017-01-30,7.1
2017-01-31,7.1
2017-02-01,7.1
2017-02-02,7.05
2017-02-03,7.1
2017-02-06,7.25
2017-02-07,8.0
2017-02-08,8.45
2017-02-09,8.8
2017-02-10,9.85
2017-02-13,9.4
2017-02-14,9.8
2017-02-15,9.1
2017-02-16,9.05
2017-02-17,8.7
2017-02-20,9.2
2017-02-21,9.15
2017-02-22,9.0
2017-02-23,8.8
2017-02-27,8.4
2017-02-28,8.25
2017-03-01,8.6
2017-03-02,8.35
2017-03-03,8.3
2017-03-06,8.65
2017-03-07,9.25
2017-03-08,9.25
2017-03-09,9.55
2017-03-10,9.05
2017-03-14,9.05
2017-03-15,8.9
2017-03-16,8.9
2017-03-17,8.7
2017-03-20,8.5
2017-03-21,8.6
2017-03-22,8.5
2017-03-23,8.45
2017-03-24,8.3
2017-03-27,8.2
2017-03-28,8.25
2017-03-29,7.95
2017-03-30,7.9
2017-03-31,8.0
2017-04-03,8.45
2017-04-05,9.1
2017-04-06,9.65
2017-04-07,10.9
2017-04-10,11.85
2017-04-11,12.95
2017-04-12,12.45
2017-04-13,12.15
2017-04-17,12.85
2017-04-18,14.1
2017-04-19,14.2
2017-04-20,15.6
2017-04-21,15.55
2017-04-24,15.8
2017-04-25,15.05
2017-04-26,14.3
2017-04-27,13.6
2017-04-28,12.95
2017-05-02,13.55
2017-05-03,13.95
2017-05-04,13.35
2017-05-05,14.0
2017-05-08,14.7
2017-05-09,15.1
2017-05-10,15.4
2017-05-11,15.1
2017-05-12,14.45
2017-05-15,13.8
2017-05-16,13.9
2017-05-17,14.4
2017-05-18,14.05
2017-05-19,14.0
2017-05-22,13.9
2017-05-23,13.25
2017-05-24,12.6
2017-05-25,12.6
2017-05-26,12.2
2017-05-29,12.2
2017-05-30,12.4
2017-05-31,12.85
2017-06-01,13.0
2017-06-02,13.05
2017-06-05,13.4
2017-06-06,13.8
2017-06-07,14.9
2017-06-08,15.8
2017-06-09,15.85
2017-06-12,15.25
2017-06-13,14.6
2017-06-14,14.9
2017-06-15,14.5
2017-06-16,14.5
2017-06-19,14.1
2017-06-20,14.1
2017-06-21,13.95
2017-06-22,15.3
2017-06-23,15.75
2017-06-27,15.3
2017-06-28,14.7
2017-06-29,14.65
2017-06-30,13.95
2017-07-03,7.0
2017-07-04,7.0
2017-07-05,7.0
2017-07-06,7.2
2017-07-07,7.9
2017-07-10,8.65
2017-07-11,9.5
2017-07-12,9.05
2017-07-13,8.65
2017-07-14,8.25
2017-07-17,8.45
2017-07-18,8.25
2017-07-19,8.65
2017-07-20,9.0
2017-07-21,8.55
2017-07-24,8.15
2017-07-25,7.75
2017-07-26,7.4
2017-07-27,7.75
2017-07-28,7.8
2017-07-31,7.85
2017-08-01,7.5
2017-08-02,7.35
2017-08-03,7.35
2017-08-04,7.35
2017-08-07,7.4
2017-08-08,7.05
2017-08-09,6.95
2017-08-10,6.8
2017-08-11,6.6
2017-08-14,6.9
2017-08-16,7.2
2017-08-17,7.55
2017-08-18,7.4
2017-08-21,7.25
2017-08-22,7.1
2017-08-23,7.0
2017-08-24,7.05
2017-08-28,7.15
2017-08-29,6.95
2017-08-30,6.95
2017-08-31,6.9
2017-09-01,6.85
2017-09-04,6.85
2017-09-05,6.9
2017-09-06,6.9
2017-09-07,7.0
2017-09-08,7.35
2017-09-11,7.7
2017-09-12,7.75
2017-09-13,7.4
2017-09-14,7.35
2017-09-15,7.25
2017-09-18,7.25
2017-09-19,7.3
2017-09-20,7.65
2017-09-21,7.65
2017-09-22,7.45
2017-09-25,7.1
2017-09-26,7.2
2017-09-27,7.05
2017-09-28,7.3
2017-09-29,7.35
2017-10-03,7.7
2017-10-04,8.05
2017-10-05,8.45
2017-10-06,8.85
2017-10-09,10.6
2017-10-10,12.7
2017-10-11,12.15
2017-10-12,11.0
2017-10-13,12.1
2017-10-16,13.3
2017-10-17,14.1
2017-10-18,15.5
2017-10-19,16.25
2017-10-23,17.05
2017-10-24,17.9
2017-10-25,18.75
2017-10-26,19.65
2017-10-27,20.6
2017-10-30,21.6
2017-10-31,22.65
2017-11-01,23.75
2017-11-02,24.9
2017-11-03,26.1
2017-11-06,27.4
2017-11-07,28.75
2017-11-08,29.1
2017-11-09,27.65
2017-11-10,26.3
2017-11-13,25.0
