Date,AMBIKCO
2017-01-02,1043.5
2017-01-03,1031.5
2017-01-04,1041.35
2017-01-05,1046.85
2017-01-06,1035.5
2017-01-09,1040.6
2017-01-10,1038.1
2017-01-11,1035.85
2017-01-12,1049.3
2017-01-13,1043.1
2017-01-16,1046.4
2017-01-17,1048.7
2017-01-18,1049.9
2017-01-19,1043.0
2017-01-20,1045.15
2017-01-23,1113.65
2017-01-24,1181.6
2017-01-25,1165.4
2017-01-27,1131.15
2017-01-30,1100.15
2017-01-31,1122.55
2017-02-01,1101.1
2017-02-02,1127.85
2017-02-03,1122.8
2017-02-06,1150.6
2017-02-07,1154.9
2017-02-08,1145.2
2017-02-09,1160.2
2017-02-10,1153.85
2017-02-13,1151.65
2017-02-14,1147.0
2017-02-15,1126.05
2017-02-16,1142.75
2017-02-17,1144.45
2017-02-20,1153.05
2017-02-21,1207.75
2017-02-22,1191.85
2017-02-23,1255.25
2017-02-27,1275.0
2017-02-28,1232.0
2017-03-01,1230.9
2017-03-02,1226.6
2017-03-03,1230.5
2017-03-06,1207.05
2017-03-07,1207.75
2017-03-08,1196.7
2017-03-09,1247.15
2017-03-10,1248.95
2017-03-14,1241.55
2017-03-15,1267.45
2017-03-16,1288.1
2017-03-17,1310.4
2017-03-20,1318.75
2017-03-21,1324.7
2017-03-22,1295.95
2017-03-23,1293.2
2017-03-24,1319.45
2017-03-27,1304.05
2017-03-28,1300.0
2017-03-29,1325.35
2017-03-30,1324.6
2017-03-31,1304.75
2017-04-03,1325.1
2017-04-05,1329.1
2017-04-06,1358.5
2017-04-07,1365.3
2017-04-10,1393.1
2017-04-11,1400.0
2017-04-12,1392.1
2017-04-13,1409.05
2017-04-17,1404.15
2017-04-18,1390.4
2017-04-19,1384.8
2017-04-20,1380.4
2017-04-21,1360.85
2017-04-24,1355.65
2017-04-25,1350.15
2017-04-26,1351.2
2017-04-27,1345.2
2017-04-28,1316.45
2017-05-02,1334.05
2017-05-03,1322.5
2017-05-04,1327.35
2017-05-05,1307.9
2017-05-08,1298.05
2017-05-09,1310.25
2017-05-10,1295.6
2017-05-11,1304.35
2017-05-12,1305.0
2017-05-15,1298.5
2017-05-16,1338.9
2017-05-17,1333.9
2017-05-18,1317.65
2017-05-19,1337.95
2017-05-22,1307.7
