Date,BALAMINES
2017-01-02,332.9
2017-01-03,341.95
2017-01-04,343.5
2017-01-05,340.55
2017-01-06,332.05
2017-01-09,327.75
2017-01-10,335.75
2017-01-11,344.9
2017-01-12,346.4
2017-01-13,343.65
2017-01-16,340.6
2017-01-17,342.0
2017-01-18,345.0
2017-01-19,343.75
2017-01-20,341.85
2017-01-23,349.9
2017-01-24,362.85
2017-01-25,363.2
2017-01-27,357.95
2017-01-30,343.05
2017-01-31,348.55
2017-02-01,345.35
2017-02-02,354.8
2017-02-03,352.25
2017-02-06,352.5
2017-02-07,357.65
2017-02-08,356.65
2017-02-09,350.7
2017-02-10,342.05
2017-02-13,339.25
2017-02-14,337.75
2017-02-15,331.6
2017-02-16,336.8
2017-02-17,334.15
2017-02-20,334.45
2017-02-21,338.05
2017-02-22,334.45
2017-02-23,336.45
2017-02-27,332.2
2017-02-28,331.2
2017-03-01,331.35
2017-03-02,335.1
2017-03-03,337.0
2017-03-06,333.95
2017-03-07,333.6
2017-03-08,334.05
2017-03-09,333.15
2017-03-10,334.7
2017-03-14,337.6
2017-03-15,335.45
2017-03-16,337.0
2017-03-17,345.0
2017-03-20,341.65
2017-03-21,353.8
2017-03-22,358.2
2017-03-23,354.2
2017-03-24,353.35
2017-03-27,365.65
2017-03-28,379.45
2017-03-29,385.9
2017-03-30,381.75
2017-03-31,378.95
2017-04-03,377.8
2017-04-05,392.4
2017-04-06,394.6
2017-04-07,384.15
2017-04-10,379.65
2017-04-11,377.6
2017-04-12,376.6
2017-04-13,373.0
2017-04-17,373.7
2017-04-18,375.95
2017-04-19,381.15
2017-04-20,382.45
2017-04-21,388.85
2017-04-24,395.2
2017-04-25,393.0
2017-04-26,385.55
2017-04-27,386.65
2017-04-28,387.35
2017-05-02,387.85
2017-05-03,389.5
2017-05-04,395.45
2017-05-05,394.8
2017-05-08,387.9
2017-05-09,390.7
2017-05-10,390.85
2017-05-11,387.65
2017-05-12,359.8
2017-05-15,365.7
2017-05-16,369.2
2017-05-17,376.05
2017-05-18,364.05
2017-05-19,376.25
2017-05-22,370.4
2017-05-23,369.15
2017-05-24,347.5
2017-05-25,363.25
2017-05-26,354.4
2017-05-29,359.9
2017-05-30,351.4
2017-05-31,355.5
2017-06-01,351.2
2017-06-02,351.25
2017-06-05,348.2
2017-06-06,361.6
2017-06-07,351.65
2017-06-08,353.7
2017-06-09,359.35
2017-06-12,358.5
2017-06-13,350.2
2017-06-14,349.3
2017-06-15,343.6
2017-06-16,343.4
2017-06-19,343.1
2017-06-20,341.05
2017-06-21,336.7
2017-06-22,335.2
2017-06-23,327.8
2017-06-27,332.5
2017-06-28,328.8
2017-06-29,337.6
2017-06-30,337.25
2017-07-03,335.5
2017-07-04,337.55
2017-07-05,337.4
2017-07-06,353.1
2017-07-07,358.15
2017-07-10,368.35
2017-07-11,361.45
2017-07-12,358.65
2017-07-13,363.85
2017-07-14,358.9
2017-07-17,362.85
2017-07-18,361.5
2017-07-19,355.9
2017-07-20,354.6
2017-07-21,351.65
2017-07-24,350.5
2017-07-25,348.4
2017-07-26,343.3
2017-07-27,333.3
2017-07-28,332.35
2017-07-31,330.8
2017-08-01,330.7
2017-08-02,322.95
2017-08-03,318.6
2017-08-04,320.75
2017-08-07,329.15
2017-08-08,329.25
2017-08-09,320.55
2017-08-10,302.85
2017-08-11,306.0
2017-08-14,312.85
2017-08-16,312.75
2017-08-17,312.1
2017-08-18,312.9
2017-08-21,313.0
2017-08-22,311.05
2017-08-23,310.5
2017-08-24,311.3
2017-08-28,311.65
2017-08-29,309.1
2017-08-30,309.1
2017-08-31,324.3
2017-09-01,339.4
2017-09-04,341.7
2017-09-05,338.15
2017-09-06,342.4
2017-09-07,340.95
2017-09-08,337.1
2017-09-11,338.15
2017-09-12,346.0
2017-09-13,339.3
2017-09-14,358.9
2017-09-15,383.3
2017-09-18,378.25
2017-09-19,371.7
2017-09-20,369.15
2017-09-21,372.0
2017-09-22,352.5
2017-09-25,340.1
2017-09-26,341.45
2017-09-27,334.55
2017-09-28,332.15
2017-09-29,339.25
2017-10-03,339.25
2017-10-04,351.85
2017-10-05,375.25
2017-10-06,376.65
2017-10-09,389.6
2017-10-10,387.35
2017-10-11,384.1
2017-10-12,401.3
2017-10-13,418.65
2017-10-16,413.4
2017-10-17,410.9
2017-10-18,412.3
2017-10-19,411.4
2017-10-23,417.25
2017-10-24,421.5
2017-10-25,420.6
2017-10-26,422.6
2017-10-27,413.4
2017-10-30,441.9
2017-10-31,518.85
2017-11-01,509.0
2017-11-02,508.8
2017-11-03,515.15
2017-11-06,568.55
2017-11-07,569.9
2017-11-08,555.2
2017-11-09,563.5
2017-11-10,571.75
2017-11-13,576.75
2017-11-14,570.6
2017-11-15,547.25
2017-11-16,539.7
2017-11-17,613.1
2017-11-20,607.6
2017-11-21,607.95
2017-11-22,601.3
2017-11-23,648.65
2017-11-24,638.2
2017-11-27,637.35
2017-11-28,632.1
2017-11-29,621.25
2017-11-30,617.15
2017-12-01,597.95
2017-12-04,630.2
2017-12-05,642.8
2017-12-06,616.1
2017-12-07,629.3
2017-12-08,639.0
2017-12-11,650.1
2017-12-12,655.45
2017-12-13,627.85
2017-12-14,627.9
2017-12-15,635.75
2017-12-18,640.05
2017-12-19,647.75
2017-12-20,648.0
2017-12-21,657.05
2017-12-22,663.8
2017-12-26,655.9
2017-12-27,641.55
2017-12-28,635.25
2017-12-29,637.35
