Date,BINDALAGRO
2017-01-02,25.6
2017-01-03,25.95
2017-01-04,27.3
2017-01-05,27.7
2017-01-06,27.35
2017-01-09,27.65
2017-01-10,27.4
2017-01-11,27.75
2017-01-12,27.4
2017-01-13,27.7
2017-01-16,28.65
2017-01-17,29.05
2017-01-18,28.5
2017-01-19,29.15
2017-01-20,28.1
2017-01-23,27.75
2017-01-24,27.8
2017-01-25,27.95
2017-01-27,27.65
2017-01-30,27.95
2017-01-31,27.0
2017-02-01,27.3
2017-02-02,26.8
2017-02-03,27.55
2017-02-06,27.85
2017-02-07,27.65
2017-02-08,27.55
2017-02-09,27.15
2017-02-10,27.2
2017-02-13,27.05
2017-02-14,26.75
2017-02-15,25.35
2017-02-16,25.85
2017-02-17,25.95
2017-02-20,26.3
2017-02-21,26.05
2017-02-22,26.35
2017-02-23,26.25
2017-02-27,25.85
2017-02-28,25.8
2017-03-01,25.95
2017-03-02,25.95
2017-03-03,25.75
2017-03-06,26.25
2017-03-07,25.6
2017-03-08,25.1
2017-03-09,25.1
2017-03-10,25.1
2017-03-14,25.6
2017-03-15,25.45
2017-03-16,26.7
2017-03-17,26.8
2017-03-20,26.45
2017-03-21,26.15
2017-03-22,25.65
2017-03-23,25.9
2017-03-24,25.7
2017-03-27,25.5
2017-03-28,25.7
2017-03-29,25.4
2017-03-30,25.95
2017-03-31,26.45
2017-04-03,27.35
2017-04-05,27.8
2017-04-06,27.2
2017-04-07,26.95
2017-04-10,27.1
2017-04-11,27.7
2017-04-12,27.25
2017-04-13,26.95
2017-04-17,27.65
2017-04-18,27.2
2017-04-19,27.25
2017-04-20,28.65
2017-04-21,30.2
2017-04-24,30.65
2017-04-25,29.55
2017-04-26,28.7
2017-04-27,28.35
2017-04-28,28.4
2017-05-02,29.45
2017-05-03,29.45
2017-05-04,30.4
2017-05-05,28.95
2017-05-08,29.3
2017-05-09,29.75
2017-05-10,30.45
2017-05-11,29.35
2017-05-12,28.9
2017-05-15,29.9
2017-05-16,29.6
2017-05-17,29.2
2017-05-18,28.4
2017-05-19,27.8
2017-05-22,27.55
2017-05-23,26.4
2017-05-24,25.75
2017-05-25,26.5
2017-05-26,26.8
2017-05-29,26.0
2017-05-30,25.95
2017-05-31,25.85
2017-06-01,25.85
2017-06-02,25.7
2017-06-05,25.55
2017-06-06,25.5
2017-06-07,25.6
2017-06-08,25.35
2017-06-09,25.2
2017-06-12,24.75
2017-06-13,24.8
2017-06-14,25.05
2017-06-15,25.1
2017-06-16,24.95
2017-06-19,24.85
2017-06-20,24.75
2017-06-21,24.8
2017-06-22,24.7
2017-06-23,24.1
2017-06-27,23.45
2017-06-28,23.55
2017-06-29,24.15
2017-06-30,23.8
2017-07-03,24.7
2017-07-04,24.85
2017-07-05,24.9
2017-07-06,24.8
2017-07-07,24.95
2017-07-10,24.85
2017-07-11,24.65
2017-07-12,24.95
2017-07-13,25.4
2017-07-14,27.05
2017-07-17,26.5
2017-07-18,25.55
2017-07-19,26.05
2017-07-20,25.8
2017-07-21,25.6
2017-07-24,25.45
2017-07-25,25.95
2017-07-26,25.9
2017-07-27,25.3
2017-07-28,25.1
2017-07-31,24.35
2017-08-01,24.3
2017-08-02,24.35
2017-08-03,24.1
2017-08-04,24.15
2017-08-07,24.4
2017-08-08,23.9
2017-08-09,24.35
2017-08-10,22.95
2017-08-11,22.3
2017-08-14,22.85
2017-08-16,23.25
2017-08-17,23.0
2017-08-18,22.75
2017-08-21,22.55
2017-08-22,22.35
2017-08-23,22.75
2017-08-24,23.25
2017-08-28,23.95
2017-08-29,23.65
2017-08-30,25.0
2017-08-31,25.85
2017-09-01,26.05
2017-09-04,25.95
2017-09-05,26.9
2017-09-06,26.85
2017-09-07,26.9
2017-09-08,26.45
2017-09-11,26.5
2017-09-12,26.1
2017-09-13,25.7
2017-09-14,26.05
2017-09-15,26.25
2017-09-18,25.9
2017-09-19,26.15
2017-09-20,26.4
2017-09-21,26.35
2017-09-22,25.35
2017-09-25,24.8
2017-09-26,24.85
2017-09-27,24.2
2017-09-28,24.35
2017-09-29,24.5
2017-10-03,24.05
2017-10-04,24.1
2017-10-05,24.15
2017-10-06,24.3
2017-10-09,24.25
2017-10-10,24.8
2017-10-11,25.2
2017-10-12,25.5
2017-10-13,25.25
2017-10-16,24.65
2017-10-17,24.25
2017-10-18,24.65
2017-10-19,24.45
2017-10-23,24.55
2017-10-24,25.8
2017-10-25,25.85
2017-10-26,25.6
2017-10-27,28.45
2017-10-30,32.9
2017-10-31,32.05
2017-11-01,31.0
2017-11-02,31.55
2017-11-03,31.4
2017-11-06,33.25
2017-11-07,31.15
2017-11-08,30.7
2017-11-09,31.1
2017-11-10,29.65
2017-11-13,28.65
2017-11-14,28.1
2017-11-15,27.35
2017-11-16,30.9
2017-11-17,30.45
2017-11-20,30.1
2017-11-21,31.0
2017-11-22,31.4
2017-11-23,32.0
2017-11-24,32.75
2017-11-27,39.0
2017-11-28,37.95
2017-11-29,38.55
2017-11-30,37.05
2017-12-01,38.7
2017-12-04,38.05
2017-12-05,36.1
2017-12-06,36.45
2017-12-07,36.25
2017-12-08,35.9
2017-12-11,36.9
2017-12-12,37.2
2017-12-13,35.9
2017-12-14,36.15
2017-12-15,36.05
2017-12-18,36.1
2017-12-19,38.1
2017-12-20,37.9
2017-12-21,39.7
2017-12-22,39.45
2017-12-26,38.3
2017-12-27,37.75
2017-12-28,38.3
2017-12-29,39.8
