Date,MOTILALOFS
2017-01-02,523.5
2017-01-03,518.8
2017-01-04,516.1
2017-01-05,516.6
2017-01-06,513.7
2017-01-09,516.4
2017-01-10,517.25
2017-01-11,530.7
2017-01-12,530.8
2017-01-13,525.9
2017-01-16,527.9
2017-01-17,530.05
2017-01-18,527.7
2017-01-19,532.75
2017-01-20,520.1
2017-01-23,524.0
2017-01-24,536.4
2017-01-25,565.8
2017-01-27,572.75
2017-01-30,574.75
2017-01-31,560.4
2017-02-01,572.5
2017-02-02,569.4
2017-02-03,586.35
2017-02-06,585.1
2017-02-07,588.4
2017-02-08,586.05
2017-02-09,593.1
2017-02-10,602.45
2017-02-13,612.8
2017-02-14,618.45
2017-02-15,619.2
2017-02-16,629.65
2017-02-17,643.05
2017-02-20,657.0
2017-02-21,655.3
2017-02-22,642.8
2017-02-23,650.95
2017-02-27,660.25
2017-02-28,660.6
2017-03-01,665.3
2017-03-02,658.7
2017-03-03,659.3
2017-03-06,700.8
2017-03-07,701.65
2017-03-08,690.95
2017-03-09,699.0
2017-03-10,705.3
2017-03-14,717.6
2017-03-15,722.15
2017-03-16,738.0
2017-03-17,717.9
2017-03-20,723.7
2017-03-21,708.9
2017-03-22,704.4
2017-03-23,714.7
2017-03-24,720.6
2017-03-27,717.45
2017-03-28,713.5
2017-03-29,715.65
2017-03-30,720.55
2017-03-31,726.4
2017-04-03,754.0
2017-04-05,768.9
2017-04-06,763.25
2017-04-07,767.1
2017-04-10,800.55
2017-04-11,800.9
2017-04-12,786.75
2017-04-13,783.5
2017-04-17,794.1
2017-04-18,776.45
2017-04-19,794.75
2017-04-20,795.3
2017-04-21,830.65
2017-04-24,857.55
2017-04-25,882.1
2017-04-26,866.85
2017-04-27,866.85
2017-04-28,843.95
2017-05-02,846.35
2017-05-03,874.75
2017-05-04,939.35
2017-05-05,953.7
2017-05-08,932.8
2017-05-09,966.3
2017-05-10,1020.0
2017-05-11,1067.7
2017-05-12,1023.5
2017-05-15,1062.65
2017-05-16,1080.2
2017-05-17,1097.7
2017-05-18,1084.1
2017-05-19,1060.85
2017-05-22,993.7
2017-05-23,965.7
2017-05-24,934.6
2017-05-25,996.3
2017-05-26,1007.75
2017-05-29,983.55
2017-05-30,989.1
2017-05-31,1031.3
2017-06-01,1070.5
2017-06-02,1114.7
2017-06-05,1128.4
2017-06-06,1100.55
2017-06-07,1131.5
2017-06-08,1134.85
2017-06-09,1126.1
2017-06-12,1147.7
2017-06-13,1198.15
2017-06-14,1229.5
2017-06-15,1279.45
2017-06-16,1246.8
2017-06-19,1193.1
2017-06-20,1225.75
2017-06-21,1259.9
2017-06-22,1205.7
2017-06-23,1175.4
2017-06-27,1109.5
2017-06-28,1155.15
2017-06-29,1179.1
2017-06-30,1146.4
2017-07-03,1124.8
2017-07-04,1118.7
2017-07-05,1118.15
2017-07-06,1122.9
2017-07-07,1094.4
2017-07-10,1103.3
2017-07-11,1115.45
2017-07-12,1106.5
2017-07-13,1106.85
2017-07-14,1101.0
2017-07-17,1105.95
2017-07-18,1075.75
2017-07-19,1078.0
2017-07-20,1067.25
2017-07-21,1036.3
2017-07-24,1107.0
2017-07-25,1115.9
2017-07-26,1111.3
