Date,ELAND
2017-01-02,22.4
2017-01-03,22.6
2017-01-04,22.75
2017-01-05,22.5
2017-01-06,21.75
2017-01-09,21.75
2017-01-10,21.6
2017-01-11,23.25
2017-01-12,23.55
2017-01-13,23.6
2017-01-16,24.15
2017-01-17,23.6
2017-01-18,23.5
2017-01-19,23.45
2017-01-20,22.8
2017-01-23,24.3
2017-01-24,27.4
2017-01-25,27.35
2017-01-27,26.25
2017-01-30,25.95
2017-01-31,25.55
2017-02-01,25.45
2017-02-02,26.25
2017-02-03,27.2
2017-02-06,26.3
2017-02-07,26.05
2017-02-08,26.45
2017-02-09,28.05
2017-02-10,28.3
2017-02-13,28.5
2017-02-14,27.95
2017-02-15,25.05
2017-02-16,25.25
2017-02-17,25.9
2017-02-20,25.6
2017-02-21,25.85
2017-02-22,25.35
2017-02-23,24.85
2017-02-27,24.65
2017-02-28,24.55
2017-03-01,23.4
2017-03-02,23.7
2017-03-03,23.45
2017-03-06,23.6
2017-03-07,23.4
2017-03-08,23.35
2017-03-09,22.6
2017-03-10,22.65
2017-03-14,22.9
2017-03-15,23.4
2017-03-16,23.45
2017-03-17,22.95
2017-03-20,22.75
2017-03-21,22.8
2017-03-22,22.7
2017-03-23,22.8
2017-03-24,22.6
2017-03-27,22.35
2017-03-28,22.25
2017-03-29,21.65
2017-03-30,22.2
2017-03-31,22.05
2017-04-03,26.45
2017-04-05,25.65
2017-04-06,25.25
2017-04-07,24.55
2017-04-10,25.3
2017-04-11,24.85
2017-04-12,23.95
2017-04-13,24.0
2017-04-17,24.2
2017-04-18,23.6
2017-04-19,23.65
2017-04-20,24.15
2017-04-21,24.65
2017-04-24,25.05
2017-04-25,24.7
2017-04-26,25.55
2017-04-27,25.4
2017-04-28,24.25
2017-05-02,24.05
2017-05-03,24.5
2017-05-04,24.2
2017-05-05,23.8
2017-05-08,23.7
2017-05-09,24.0
2017-05-10,24.35
2017-05-11,23.95
2017-05-12,23.75
2017-05-15,23.8
2017-05-16,24.65
2017-05-17,24.7
2017-05-18,24.55
2017-05-19,23.85
2017-05-22,23.35
2017-05-23,22.75
2017-05-24,22.0
2017-05-25,21.75
2017-05-26,22.65
2017-05-29,22.25
2017-05-30,21.95
2017-05-31,21.2
2017-06-01,23.0
2017-06-02,22.9
2017-06-05,23.05
2017-06-06,22.85
2017-06-07,22.7
2017-06-08,22.5
2017-06-09,22.15
2017-06-12,22.15
2017-06-13,22.95
2017-06-14,23.7
2017-06-15,22.9
2017-06-16,22.9
2017-06-19,22.55
2017-06-20,22.3
2017-06-21,22.4
2017-06-22,22.35
2017-06-23,21.85
2017-06-27,21.45
2017-06-28,22.0
2017-06-29,21.65
2017-06-30,21.4
2017-07-03,21.45
2017-07-04,21.45
2017-07-05,21.8
2017-07-06,22.45
2017-07-07,22.3
2017-07-10,23.0
2017-07-11,23.05
2017-07-12,24.45
2017-07-13,23.5
2017-07-14,22.8
2017-07-17,22.55
2017-07-18,22.35
2017-07-19,22.4
2017-07-20,22.2
2017-07-21,22.35
2017-07-24,22.3
2017-07-25,22.25
2017-07-26,22.7
2017-07-27,21.85
2017-07-28,21.85
2017-07-31,21.65
2017-08-01,21.4
2017-08-02,21.3
2017-08-03,21.35
2017-08-04,21.45
2017-08-07,21.8
2017-08-08,21.4
2017-08-09,20.9
2017-08-10,19.1
2017-08-11,18.65
2017-08-14,18.95
2017-08-16,18.05
2017-08-17,17.8
2017-08-18,17.85
2017-08-21,18.0
2017-08-22,17.55
2017-08-23,17.25
2017-08-24,17.05
2017-08-28,16.8
2017-08-29,16.0
2017-08-30,16.1
2017-08-31,16.05
2017-09-01,19.25
2017-09-04,17.45
2017-09-05,16.9
2017-09-06,18.45
2017-09-07,18.25
2017-09-08,17.75
2017-09-11,17.4
2017-09-12,17.65
2017-09-13,17.7
2017-09-14,17.2
2017-09-15,17.0
2017-09-18,17.2
2017-09-19,17.1
2017-09-20,17.25
2017-09-21,16.75
2017-09-22,16.45
2017-09-25,16.15
2017-09-26,16.25
2017-09-27,15.95
2017-09-28,16.0
2017-09-29,16.2
2017-10-03,15.85
2017-10-04,15.55
2017-10-05,15.6
2017-10-06,15.55
2017-10-09,15.2
2017-10-10,14.85
2017-10-11,14.3
2017-10-12,14.55
2017-10-13,14.15
2017-10-16,14.0
2017-10-17,15.15
2017-10-18,17.35
2017-10-19,17.8
2017-10-23,17.15
2017-10-24,17.5
2017-10-25,17.35
2017-10-26,17.0
2017-10-27,16.35
2017-10-30,16.5
2017-10-31,16.35
2017-11-01,16.55
2017-11-02,16.9
2017-11-03,16.95
2017-11-06,17.05
2017-11-07,17.45
2017-11-08,17.15
2017-11-09,17.05
2017-11-10,17.0
2017-11-13,16.55
2017-11-14,16.25
2017-11-15,16.0
2017-11-16,15.75
2017-11-17,16.15
2017-11-20,15.95
2017-11-21,16.2
2017-11-22,16.0
2017-11-23,16.0
2017-11-24,16.3
2017-11-27,16.35
2017-11-28,16.75
2017-11-29,17.7
2017-11-30,17.3
2017-12-01,18.7
2017-12-04,18.45
2017-12-05,17.35
2017-12-06,16.75
2017-12-07,17.25
2017-12-08,17.35
2017-12-11,18.35
2017-12-12,17.75
2017-12-13,17.2
2017-12-14,17.05
2017-12-15,17.3
2017-12-18,17.65
2017-12-19,18.2
2017-12-20,18.35
2017-12-21,18.2
2017-12-22,18.2
2017-12-26,20.15
2017-12-27,19.7
2017-12-28,20.75
2017-12-29,23.5
