Date,LAMBODHARA
2017-01-02,70.15
2017-01-03,77.15
2017-01-04,76.7
2017-01-05,76.5
2017-01-06,75.25
2017-01-09,76.4
2017-01-10,76.55
2017-01-11,76.1
2017-01-12,76.3
2017-01-13,77.15
2017-01-16,76.6
2017-01-17,76.85
2017-01-18,77.1
2017-01-19,77.6
2017-01-20,75.65
2017-01-23,75.55
2017-01-24,76.55
2017-01-25,76.15
2017-01-27,77.55
2017-01-30,77.35
2017-01-31,76.0
2017-02-01,76.25
2017-02-02,75.4
2017-02-03,78.55
2017-02-06,78.8
2017-02-07,81.8
2017-02-08,82.95
2017-02-09,83.5
2017-02-10,84.4
2017-02-13,84.25
2017-02-14,81.35
2017-02-15,78.75
2017-02-16,78.75
2017-02-17,77.15
2017-02-20,83.75
2017-02-21,81.9
2017-02-22,80.3
2017-02-23,80.15
2017-02-27,79.05
2017-02-28,79.35
2017-03-01,79.7
2017-03-02,79.3
2017-03-03,78.05
2017-03-06,78.2
2017-03-07,77.9
2017-03-08,76.55
2017-03-09,76.65
2017-03-10,76.6
2017-03-14,76.75
2017-03-15,76.6
2017-03-16,79.65
2017-03-17,78.9
2017-03-20,77.3
2017-03-21,76.2
2017-03-22,75.25
2017-03-23,75.8
2017-03-24,76.5
2017-03-27,75.65
2017-03-28,75.6
2017-03-29,75.1
2017-03-30,74.65
2017-03-31,74.45
2017-04-03,77.55
2017-04-05,77.85
2017-04-06,77.6
2017-04-07,78.1
2017-04-10,78.0
2017-04-11,78.3
2017-04-12,79.05
2017-04-13,78.65
2017-04-17,78.45
2017-04-18,79.55
2017-04-19,78.6
2017-04-20,79.9
2017-04-21,77.95
2017-04-24,79.45
2017-04-25,79.25
2017-04-26,79.75
2017-04-27,79.2
2017-04-28,78.5
2017-05-02,77.1
2017-05-03,78.3
2017-05-04,77.9
2017-05-05,77.45
2017-05-08,77.7
2017-05-09,77.25
2017-05-10,77.15
2017-05-11,77.65
2017-05-12,77.4
2017-05-15,80.6
2017-05-16,82.45
2017-05-17,80.25
2017-05-18,78.4
2017-05-19,77.8
2017-05-22,78.6
2017-05-23,76.05
2017-05-24,74.85
2017-05-25,74.35
2017-05-26,74.5
2017-05-29,75.1
2017-05-30,74.95
2017-05-31,75.05
2017-06-01,74.4
2017-06-02,74.65
2017-06-05,80.9
2017-06-06,76.65
2017-06-07,77.75
2017-06-08,77.5
2017-06-09,76.55
2017-06-12,76.05
2017-06-13,76.4
2017-06-14,76.65
2017-06-15,76.0
2017-06-16,75.55
2017-06-19,75.7
2017-06-20,75.15
2017-06-21,75.3
2017-06-22,75.1
2017-06-23,73.45
2017-06-27,72.05
2017-06-28,71.6
2017-06-29,71.6
2017-06-30,71.55
2017-07-03,71.5
2017-07-04,72.4
2017-07-05,72.45
2017-07-06,72.8
2017-07-07,72.75
2017-07-10,72.95
2017-07-11,73.3
2017-07-12,72.45
2017-07-13,72.75
2017-07-14,70.75
2017-07-17,71.7
2017-07-18,72.8
2017-07-19,71.9
2017-07-20,71.55
2017-07-21,70.7
2017-07-24,70.1
2017-07-25,70.0
2017-07-26,69.45
2017-07-27,69.05
2017-07-28,68.75
2017-07-31,67.0
2017-08-01,66.1
2017-08-02,65.4
2017-08-03,64.7
2017-08-04,63.65
2017-08-07,64.4
2017-08-08,63.15
2017-08-09,61.3
2017-08-10,58.75
2017-08-11,57.2
2017-08-14,60.45
2017-08-16,60.95
2017-08-17,61.7
2017-08-18,60.1
2017-08-21,56.65
2017-08-22,52.95
2017-08-23,54.95
2017-08-24,54.8
2017-08-28,55.8
2017-08-29,56.7
2017-08-30,57.85
2017-08-31,57.6
2017-09-01,60.85
2017-09-04,63.6
2017-09-05,76.3
2017-09-06,85.05
2017-09-07,77.75
2017-09-08,74.9
2017-09-11,68.6
2017-09-12,69.4
2017-09-13,68.4
2017-09-14,67.95
2017-09-15,66.25
2017-09-18,65.35
2017-09-19,68.6
2017-09-20,67.85
2017-09-21,66.55
2017-09-22,63.35
2017-09-25,61.4
2017-09-26,60.85
2017-09-27,59.8
2017-09-28,61.35
2017-09-29,60.6
2017-10-03,60.5
2017-10-04,60.95
2017-10-05,60.75
2017-10-06,66.8
2017-10-09,80.15
2017-10-10,72.9
2017-10-11,69.6
2017-10-12,69.25
2017-10-13,71.15
2017-10-16,71.35
2017-10-17,69.95
2017-10-18,70.0
2017-10-19,69.85
2017-10-23,67.6
2017-10-24,68.2
2017-10-25,66.85
2017-10-26,68.15
2017-10-27,73.45
2017-10-30,73.3
2017-10-31,75.1
2017-11-01,74.35
2017-11-02,76.3
2017-11-03,77.15
2017-11-06,74.65
2017-11-07,73.0
2017-11-08,71.1
2017-11-09,70.05
2017-11-10,70.15
2017-11-13,73.5
2017-11-14,74.45
2017-11-15,72.4
2017-11-16,71.45
2017-11-17,72.75
2017-11-20,72.65
2017-11-21,72.05
2017-11-22,72.1
2017-11-23,72.05
2017-11-24,72.7
2017-11-27,72.85
2017-11-28,72.15
2017-11-29,72.0
2017-11-30,71.35
2017-12-01,70.95
2017-12-04,69.05
2017-12-05,68.6
2017-12-06,68.6
2017-12-07,71.35
2017-12-08,71.3
2017-12-11,72.9
2017-12-12,71.6
2017-12-13,70.8
2017-12-14,69.5
2017-12-15,70.05
2017-12-18,72.2
2017-12-19,72.7
2017-12-20,73.5
2017-12-21,75.15
2017-12-22,73.25
2017-12-26,73.75
2017-12-27,73.0
2017-12-28,72.5
2017-12-29,73.25
