Date,ORBTEXP
2017-01-02,282.0
2017-01-03,292.8
2017-01-04,314.85
2017-01-05,317.95
2017-01-06,311.4
2017-01-09,320.05
2017-01-10,317.35
2017-01-11,317.9
2017-01-12,314.2
2017-01-13,326.75
2017-01-16,328.5
2017-01-17,315.8
2017-01-18,313.15
2017-01-19,311.2
2017-01-20,304.75
2017-01-23,305.85
2017-01-24,305.7
2017-01-25,304.45
2017-01-27,295.4
2017-01-30,291.15
2017-01-31,285.15
2017-02-01,300.05
2017-02-02,302.95
2017-02-03,327.4
2017-02-06,316.3
2017-02-07,313.85
2017-02-08,319.4
2017-02-09,318.35
2017-02-10,316.4
2017-02-13,323.15
2017-02-14,165.2
2017-02-15,162.1
2017-02-16,157.25
2017-02-17,159.45
2017-02-20,156.6
2017-02-21,158.25
2017-02-22,157.35
2017-02-23,149.15
2017-02-27,146.05
2017-02-28,144.4
2017-03-01,144.65
2017-03-02,135.95
2017-03-03,145.3
2017-03-06,145.3
2017-03-07,142.05
2017-03-08,140.5
2017-03-09,138.35
2017-03-10,137.7
2017-03-14,135.2
2017-03-15,137.25
2017-03-16,139.05
2017-03-17,140.35
2017-03-20,137.2
2017-03-21,135.3
2017-03-22,134.95
2017-03-23,134.05
2017-03-24,132.7
2017-03-27,131.15
2017-03-28,127.55
2017-03-29,128.6
2017-03-30,126.65
2017-03-31,125.3
2017-04-03,127.45
2017-04-05,128.75
2017-04-06,129.05
2017-04-07,128.85
2017-04-10,130.3
2017-04-11,131.0
2017-04-12,131.35
2017-04-13,130.35
2017-04-17,131.45
2017-04-18,130.7
2017-04-19,130.0
2017-04-20,129.65
2017-04-21,130.2
2017-04-24,130.4
2017-04-25,130.1
2017-04-26,130.65
2017-04-27,130.05
2017-04-28,130.25
2017-05-02,129.8
2017-05-03,130.3
2017-05-04,131.55
2017-05-05,127.75
2017-05-08,130.0
2017-05-09,130.05
2017-05-10,130.1
2017-05-11,130.0
2017-05-12,130.0
2017-05-15,130.35
2017-05-16,129.8
2017-05-17,130.05
2017-05-18,129.85
2017-05-19,129.3
2017-05-22,124.5
2017-05-23,129.65
2017-05-24,125.05
2017-05-25,129.15
2017-05-26,130.0
2017-05-29,130.0
2017-05-30,130.0
2017-05-31,130.1
2017-06-01,130.35
2017-06-02,131.0
2017-06-05,130.05
2017-06-06,130.1
2017-06-07,132.35
2017-06-08,158.25
2017-06-09,168.35
2017-06-12,165.05
2017-06-13,163.4
2017-06-14,157.05
2017-06-15,163.95
2017-06-16,164.5
2017-06-19,161.7
2017-06-20,164.6
2017-06-21,164.6
2017-06-22,162.15
2017-06-23,159.65
2017-06-27,157.55
2017-06-28,159.7
2017-06-29,161.2
2017-06-30,162.15
2017-07-03,159.3
2017-07-04,158.25
2017-07-05,159.5
2017-07-06,162.35
2017-07-07,160.35
2017-07-10,159.25
2017-07-11,155.3
2017-07-12,153.7
2017-07-13,154.6
2017-07-14,152.15
2017-07-17,150.1
2017-07-18,150.8
2017-07-19,150.2
2017-07-20,150.95
2017-07-21,151.35
2017-07-24,149.55
2017-07-25,146.35
2017-07-26,147.2
2017-07-27,146.8
2017-07-28,149.5
2017-07-31,146.9
2017-08-01,147.2
2017-08-02,145.75
2017-08-03,142.1
2017-08-04,147.05
2017-08-07,144.95
2017-08-08,142.15
2017-08-09,143.05
2017-08-10,141.75
2017-08-11,140.25
2017-08-14,140.55
2017-08-16,141.6
2017-08-17,147.45
2017-08-18,145.0
2017-08-21,144.25
2017-08-22,143.8
2017-08-23,145.05
2017-08-24,143.0
2017-08-28,148.65
2017-08-29,144.65
2017-08-30,143.95
2017-08-31,144.5
2017-09-01,144.45
2017-09-04,140.05
2017-09-05,139.85
2017-09-06,146.8
2017-09-07,146.1
2017-09-08,144.2
2017-09-11,143.7
2017-09-12,142.95
2017-09-13,144.0
2017-09-14,151.25
2017-09-15,147.3
2017-09-18,148.15
2017-09-19,144.5
2017-09-20,141.6
2017-09-21,141.55
2017-09-22,137.45
2017-09-25,137.95
2017-09-26,138.3
2017-09-27,137.25
2017-09-28,138.35
2017-09-29,137.8
2017-10-03,146.7
2017-10-04,140.4
2017-10-05,140.55
2017-10-06,161.45
2017-10-09,169.35
2017-10-10,168.3
2017-10-11,159.55
2017-10-12,160.65
2017-10-13,157.65
2017-10-16,162.95
2017-10-17,162.85
2017-10-18,159.4
2017-10-19,160.05
2017-10-23,155.6
2017-10-24,154.8
2017-10-25,160.9
2017-10-26,160.75
2017-10-27,160.0
2017-10-30,158.2
2017-10-31,155.4
2017-11-01,154.3
2017-11-02,149.1
2017-11-03,149.2
2017-11-06,148.45
2017-11-07,146.75
2017-11-08,148.0
2017-11-09,144.8
2017-11-10,143.95
2017-11-13,145.55
2017-11-14,145.45
2017-11-15,140.5
2017-11-16,138.4
2017-11-17,137.7
2017-11-20,135.6
2017-11-21,135.9
2017-11-22,141.75
2017-11-23,138.15
2017-11-24,144.5
2017-11-27,150.65
2017-11-28,145.6
2017-11-29,145.35
2017-11-30,143.05
2017-12-01,139.55
2017-12-04,141.45
2017-12-05,143.55
2017-12-06,142.2
2017-12-07,150.3
2017-12-08,153.3
2017-12-11,150.4
2017-12-12,142.2
2017-12-13,143.55
2017-12-14,145.75
2017-12-15,146.1
2017-12-18,149.05
2017-12-19,147.75
2017-12-20,146.6
2017-12-21,150.1
2017-12-22,154.95
2017-12-26,164.3
2017-12-27,158.65
2017-12-28,158.95
2017-12-29,158.0
