Date,PFIZER
2017-01-02,1828.2
2017-01-03,1818.05
2017-01-04,1807.45
2017-01-05,1794.3
2017-01-06,1807.65
2017-01-09,1795.35
2017-01-10,1796.55
2017-01-11,1798.6
2017-01-12,1791.05
2017-01-13,1790.8
2017-01-16,1798.8
2017-01-17,1799.75
2017-01-18,1805.35
2017-01-19,1796.6
2017-01-20,1792.5
2017-01-23,1799.5
2017-01-24,1790.35
2017-01-25,1787.15
2017-01-27,1799.25
2017-01-30,1798.05
2017-01-31,1780.1
2017-02-01,1797.55
2017-02-02,1790.35
2017-02-03,1779.5
2017-02-06,1777.3
2017-02-07,1769.15
2017-02-08,1760.7
2017-02-09,1764.4
2017-02-10,1737.55
2017-02-13,1738.4
2017-02-14,1741.15
2017-02-15,1716.05
2017-02-16,1729.65
2017-02-17,1736.95
2017-02-20,1742.9
2017-02-21,1745.25
2017-02-22,1776.6
2017-02-23,1774.45
2017-02-27,1759.35
2017-02-28,1759.15
2017-03-01,1763.3
2017-03-02,1758.2
2017-03-03,1740.2
2017-03-06,1737.15
2017-03-07,1742.35
2017-03-08,1739.75
2017-03-09,1738.3
2017-03-10,1732.1
2017-03-14,1736.25
2017-03-15,1724.8
2017-03-16,1723.6
2017-03-17,1800.1
2017-03-20,1774.55
2017-03-21,1767.05
2017-03-22,1773.2
2017-03-23,1751.4
2017-03-24,1759.0
2017-03-27,1800.95
2017-03-28,1813.2
2017-03-29,1801.25
2017-03-30,1851.7
2017-03-31,1915.25
2017-04-03,1935.75
2017-04-05,1927.4
2017-04-06,1891.2
2017-04-07,1835.1
2017-04-10,1863.65
2017-04-11,1890.0
2017-04-12,1868.2
2017-04-13,1889.5
2017-04-17,1876.0
2017-04-18,1855.75
2017-04-19,1831.75
2017-04-20,1828.85
2017-04-21,1824.45
2017-04-24,1798.95
2017-04-25,1797.75
2017-04-26,1741.85
2017-04-27,1742.15
2017-04-28,1737.6
2017-05-02,1704.65
2017-05-03,1713.05
2017-05-04,1730.4
2017-05-05,1728.35
2017-05-08,1698.15
2017-05-09,1719.8
2017-05-10,1722.3
2017-05-11,1715.2
2017-05-12,1732.2
2017-05-15,1763.1
2017-05-16,1765.5
2017-05-17,1756.1
2017-05-18,1750.5
2017-05-19,1728.35
2017-05-22,1726.5
2017-05-23,1706.5
2017-05-24,1691.7
2017-05-25,1678.35
2017-05-26,1666.45
2017-05-29,1652.9
2017-05-30,1647.9
2017-05-31,1666.25
2017-06-01,1717.55
2017-06-02,1688.15
2017-06-05,1666.85
2017-06-06,1661.9
