Date,BSL
2017-01-02,76.35
2017-01-03,77.9
2017-01-04,80.05
2017-01-05,80.35
2017-01-06,80.05
2017-01-09,80.4
2017-01-10,79.95
2017-01-11,79.25
2017-01-12,82.1
2017-01-13,81.3
2017-01-16,79.45
2017-01-17,80.0
2017-01-18,79.4
2017-01-19,78.95
2017-01-20,78.75
2017-01-23,78.45
2017-01-24,79.55
2017-01-25,79.25
2017-01-27,78.7
2017-01-30,77.5
2017-01-31,81.2
2017-02-01,81.85
2017-02-02,78.5
2017-02-03,79.2
2017-02-06,81.8
2017-02-07,81.4
2017-02-08,81.0
2017-02-09,78.2
2017-02-10,78.3
2017-02-13,79.0
2017-02-14,77.9
2017-02-15,75.2
2017-02-16,76.5
2017-02-17,76.9
2017-02-20,76.45
2017-02-21,77.0
2017-02-22,76.15
2017-02-23,75.2
2017-02-27,75.25
2017-02-28,74.1
2017-03-01,73.6
2017-03-02,73.95
2017-03-03,73.0
2017-03-06,74.0
2017-03-07,72.3
2017-03-08,72.3
2017-03-09,71.0
2017-03-10,71.9
2017-03-14,71.35
2017-03-15,70.0
2017-03-16,70.4
2017-03-17,71.0
2017-03-20,69.5
2017-03-21,70.55
2017-03-22,67.45
2017-03-23,68.4
2017-03-24,68.5
2017-03-27,68.15
2017-03-28,68.25
2017-03-29,68.25
2017-03-30,72.5
2017-03-31,73.25
2017-04-03,75.1
2017-04-05,75.0
2017-04-06,72.95
2017-04-07,76.65
2017-04-10,79.05
2017-04-11,77.6
2017-04-12,74.9
2017-04-13,76.05
2017-04-17,74.15
2017-04-18,76.45
2017-04-19,78.35
2017-04-20,77.7
2017-04-21,78.8
2017-04-24,80.0
2017-04-25,80.1
2017-04-26,80.3
2017-04-27,79.55
2017-04-28,77.9
2017-05-02,78.65
2017-05-03,80.0
2017-05-04,82.4
2017-05-05,81.7
2017-05-08,86.75
2017-05-09,85.55
2017-05-10,82.4
2017-05-11,79.9
2017-05-12,81.5
2017-05-15,79.25
2017-05-16,80.8
2017-05-17,80.0
2017-05-18,79.1
2017-05-19,79.25
2017-05-22,76.75
2017-05-23,76.9
2017-05-24,72.5
2017-05-25,74.1
2017-05-26,73.65
2017-05-29,73.25
2017-05-30,73.25
2017-05-31,73.2
2017-06-01,73.75
2017-06-02,75.0
2017-06-05,81.65
2017-06-06,80.1
2017-06-07,77.45
2017-06-08,76.35
2017-06-09,76.75
2017-06-12,73.9
2017-06-13,74.2
2017-06-14,74.0
2017-06-15,75.4
2017-06-16,76.45
2017-06-19,76.1
2017-06-20,75.7
2017-06-21,76.0
2017-06-22,73.85
2017-06-23,74.05
2017-06-27,73.0
2017-06-28,73.15
2017-06-29,74.05
2017-06-30,73.2
2017-07-03,73.65
2017-07-04,73.8
2017-07-05,73.45
2017-07-06,76.65
2017-07-07,76.65
2017-07-10,76.6
2017-07-11,76.0
2017-07-12,74.55
2017-07-13,74.0
2017-07-14,74.3
2017-07-17,74.0
2017-07-18,74.45
2017-07-19,74.35
2017-07-20,74.55
2017-07-21,74.7
2017-07-24,75.45
2017-07-25,74.05
2017-07-26,73.75
2017-07-27,72.05
2017-07-28,72.9
2017-07-31,73.3
2017-08-01,73.25
2017-08-02,71.75
2017-08-03,71.55
2017-08-04,70.0
2017-08-07,69.25
2017-08-08,67.3
2017-08-09,62.45
2017-08-10,59.35
2017-08-11,58.35
2017-08-14,59.7
2017-08-16,59.15
2017-08-17,59.9
2017-08-18,58.35
2017-08-21,56.95
2017-08-22,53.3
2017-08-23,54.6
2017-08-24,58.9
2017-08-28,60.15
2017-08-29,58.45
2017-08-30,60.55
2017-08-31,65.8
2017-09-01,65.7
2017-09-04,65.75
2017-09-05,64.25
2017-09-06,64.5
2017-09-07,64.55
2017-09-08,62.65
2017-09-11,63.4
2017-09-12,62.95
2017-09-13,63.6
2017-09-14,62.75
2017-09-15,75.15
2017-09-18,69.4
2017-09-19,67.6
2017-09-20,68.85
2017-09-21,67.6
2017-09-22,65.05
2017-09-25,63.6
2017-09-26,62.7
2017-09-27,61.65
2017-09-28,61.7
2017-09-29,61.2
2017-10-03,61.65
2017-10-04,62.15
2017-10-05,60.25
2017-10-06,61.95
2017-10-09,62.95
2017-10-10,63.0
2017-10-11,62.85
2017-10-12,63.2
2017-10-13,63.3
2017-10-16,62.4
2017-10-17,62.0
2017-10-18,63.5
2017-10-19,62.8
2017-10-23,63.25
2017-10-24,63.05
2017-10-25,65.75
2017-10-26,65.1
2017-10-27,64.25
2017-10-30,70.15
2017-10-31,68.45
2017-11-01,75.45
2017-11-02,72.7
2017-11-03,70.65
2017-11-06,70.85
2017-11-07,68.25
2017-11-08,65.25
2017-11-09,66.6
2017-11-10,65.35
2017-11-13,62.3
2017-11-14,64.5
2017-11-15,63.15
2017-11-16,62.65
2017-11-17,62.1
2017-11-20,63.8
2017-11-21,63.5
2017-11-22,62.4
2017-11-23,62.6
2017-11-24,62.2
2017-11-27,70.45
2017-11-28,71.15
2017-11-29,68.7
2017-11-30,67.75
2017-12-01,67.6
2017-12-04,68.15
2017-12-05,66.95
2017-12-06,66.75
2017-12-07,66.8
2017-12-08,68.9
2017-12-11,82.6
2017-12-12,77.4
2017-12-13,74.65
2017-12-14,73.15
2017-12-15,73.8
2017-12-18,74.15
2017-12-19,75.35
2017-12-20,78.25
2017-12-21,79.8
2017-12-22,88.15
2017-12-26,90.15
2017-12-27,91.4
2017-12-28,100.0
2017-12-29,119.0
