Date,GSFC
2017-01-02,99.0
2017-01-03,100.15
2017-01-04,102.6
2017-01-05,105.45
2017-01-06,103.8
2017-01-09,108.0
2017-01-10,112.4
2017-01-11,115.65
2017-01-12,113.35
2017-01-13,115.6
2017-01-16,117.2
2017-01-17,117.05
2017-01-18,120.0
2017-01-19,119.45
2017-01-20,116.25
2017-01-23,115.2
2017-01-24,110.55
2017-01-25,110.05
2017-01-27,109.35
2017-01-30,109.7
2017-01-31,108.25
2017-02-01,109.5
2017-02-02,110.1
2017-02-03,110.3
2017-02-06,109.4
2017-02-07,109.15
2017-02-08,109.4
2017-02-09,108.75
2017-02-10,112.05
2017-02-13,112.15
2017-02-14,110.45
2017-02-15,108.35
2017-02-16,110.65
2017-02-17,115.3
2017-02-20,118.5
2017-02-21,117.8
2017-02-22,117.0
2017-02-23,116.1
2017-02-27,115.45
2017-02-28,119.9
2017-03-01,120.15
2017-03-02,116.6
2017-03-03,120.25
2017-03-06,118.75
2017-03-07,117.3
2017-03-08,117.1
2017-03-09,115.75
2017-03-10,113.6
2017-03-14,118.85
2017-03-15,123.4
2017-03-16,123.85
2017-03-17,121.8
2017-03-20,125.55
2017-03-21,126.5
2017-03-22,122.4
2017-03-23,123.9
2017-03-24,123.0
2017-03-27,124.75
2017-03-28,126.05
2017-03-29,124.8
2017-03-30,124.8
2017-03-31,131.0
2017-04-03,128.0
2017-04-05,125.95
2017-04-06,121.75
2017-04-07,119.35
2017-04-10,117.75
2017-04-11,117.4
2017-04-12,121.85
2017-04-13,118.5
2017-04-17,117.35
2017-04-18,114.85
2017-04-19,115.3
2017-04-20,123.7
2017-04-21,120.15
2017-04-24,119.85
2017-04-25,121.0
2017-04-26,120.1
2017-04-27,123.35
2017-04-28,128.25
2017-05-02,126.75
2017-05-03,133.55
2017-05-04,142.35
2017-05-05,138.25
2017-05-08,140.45
2017-05-09,143.25
2017-05-10,145.35
2017-05-11,139.85
2017-05-12,136.2
2017-05-15,138.4
2017-05-16,137.55
2017-05-17,138.2
2017-05-18,132.4
2017-05-19,131.0
2017-05-22,122.05
2017-05-23,118.55
2017-05-24,118.45
2017-05-25,122.8
2017-05-26,124.8
2017-05-29,122.7
2017-05-30,122.35
2017-05-31,131.15
2017-06-01,132.7
2017-06-02,131.65
2017-06-05,132.05
2017-06-06,125.9
2017-06-07,127.8
2017-06-08,128.2
2017-06-09,127.65
2017-06-12,126.85
2017-06-13,124.95
2017-06-14,125.35
2017-06-15,123.6
2017-06-16,125.45
2017-06-19,123.6
2017-06-20,123.05
2017-06-21,124.25
2017-06-22,122.6
2017-06-23,118.45
2017-06-27,115.2
2017-06-28,117.5
2017-06-29,115.7
2017-06-30,114.65
2017-07-03,122.55
2017-07-04,122.15
2017-07-05,126.25
2017-07-06,124.5
2017-07-07,123.15
2017-07-10,124.45
2017-07-11,123.05
2017-07-12,126.4
2017-07-13,125.9
2017-07-14,126.1
2017-07-17,127.8
2017-07-18,124.65
2017-07-19,126.0
2017-07-20,126.15
2017-07-21,125.2
2017-07-24,127.35
2017-07-25,129.6
2017-07-26,136.0
2017-07-27,133.45
2017-07-28,138.2
2017-07-31,137.7
2017-08-01,135.45
2017-08-02,137.0
2017-08-03,136.85
2017-08-04,136.25
2017-08-07,126.4
2017-08-08,125.15
2017-08-09,123.5
2017-08-10,119.55
2017-08-11,123.6
2017-08-14,127.05
2017-08-16,126.7
2017-08-17,137.0
2017-08-18,137.95
2017-08-21,134.15
2017-08-22,131.8
2017-08-23,137.75
2017-08-24,139.7
2017-08-28,138.9
2017-08-29,140.5
2017-08-30,146.2
2017-08-31,145.85
2017-09-01,144.85
2017-09-04,139.85
2017-09-05,148.0
2017-09-06,146.55
2017-09-07,148.1
2017-09-08,146.45
2017-09-11,146.35
2017-09-12,145.6
2017-09-13,140.55
2017-09-14,141.35
2017-09-15,139.0
2017-09-18,144.7
2017-09-19,145.85
2017-09-20,141.4
2017-09-21,137.55
2017-09-22,129.3
2017-09-25,128.95
2017-09-26,130.95
2017-09-27,127.5
2017-09-28,125.95
2017-09-29,127.05
2017-10-03,127.5
2017-10-04,133.6
2017-10-05,134.4
2017-10-06,135.05
2017-10-09,136.0
2017-10-10,140.0
2017-10-11,137.85
2017-10-12,136.05
2017-10-13,135.15
2017-10-16,134.85
2017-10-17,136.7
2017-10-18,137.0
2017-10-19,137.7
2017-10-23,142.55
2017-10-24,145.75
2017-10-25,152.3
2017-10-26,155.35
2017-10-27,155.05
2017-10-30,154.25
2017-10-31,160.55
2017-11-01,159.5
2017-11-02,156.65
2017-11-03,159.1
2017-11-06,163.3
2017-11-07,157.05
2017-11-08,150.7
2017-11-09,141.4
2017-11-10,140.4
2017-11-13,137.85
2017-11-14,139.75
2017-11-15,134.65
2017-11-16,136.65
2017-11-17,136.35
2017-11-20,138.2
2017-11-21,139.35
2017-11-22,138.3
2017-11-23,143.9
2017-11-24,143.35
2017-11-27,144.3
2017-11-28,143.35
2017-11-29,144.0
2017-11-30,140.15
2017-12-01,137.35
2017-12-04,137.65
2017-12-05,135.1
2017-12-06,134.9
2017-12-07,137.75
2017-12-08,139.85
2017-12-11,140.9
2017-12-12,139.75
2017-12-13,136.0
2017-12-14,135.0
2017-12-15,142.15
2017-12-18,141.1
2017-12-19,145.95
2017-12-20,147.05
2017-12-21,149.85
2017-12-22,150.2
2017-12-26,153.05
2017-12-27,149.45
2017-12-28,151.9
2017-12-29,156.0
