Date,MRF
2017-01-02,49084.4
2017-01-03,50391.45
2017-01-04,50386.1
2017-01-05,51710.65
2017-01-06,51579.2
2017-01-09,51349.15
2017-01-10,53025.05
2017-01-11,55400.0
2017-01-12,55011.6
2017-01-13,53359.6
2017-01-16,53092.05
2017-01-17,53678.8
2017-01-18,53006.9
2017-01-19,51992.2
2017-01-20,51668.9
2017-01-23,52351.7
2017-01-24,52466.4
2017-01-25,53066.7
2017-01-27,53339.2
2017-01-30,51929.9
2017-01-31,51659.5
2017-02-01,52585.1
2017-02-02,51590.9
2017-02-03,51059.45
2017-02-06,50240.05
2017-02-07,50434.75
2017-02-08,51604.45
2017-02-09,51685.7
2017-02-10,51472.35
2017-02-13,50827.25
2017-02-14,50195.2
2017-02-15,49997.15
2017-02-16,50538.05
2017-02-17,50102.2
2017-02-20,50414.75
2017-02-21,50195.4
2017-02-22,49767.85
2017-02-23,51499.05
2017-02-27,51437.15
2017-02-28,51835.05
2017-03-01,52819.4
2017-03-02,51951.6
2017-03-03,52072.85
2017-03-06,52375.55
2017-03-07,52167.9
2017-03-08,51527.8
2017-03-09,52031.35
2017-03-10,52220.3
2017-03-14,52983.9
2017-03-15,56836.6
2017-03-16,56425.55
2017-03-17,55427.85
2017-03-20,56019.35
2017-03-21,58045.15
2017-03-22,57849.2
2017-03-23,59507.1
2017-03-24,59308.8
2017-03-27,59888.5
2017-03-28,58315.35
2017-03-29,59578.45
2017-03-30,59823.65
2017-03-31,60954.45
2017-04-03,60993.55
2017-04-05,60685.45
2017-04-06,61104.85
2017-04-07,61036.15
2017-04-10,60767.45
2017-04-11,62063.4
2017-04-12,60527.1
2017-04-13,60566.55
2017-04-17,61948.55
2017-04-18,62596.1
2017-04-19,63089.25
2017-04-20,63500.8
2017-04-21,63283.7
2017-04-24,63995.35
2017-04-25,66566.25
2017-04-26,68850.55
2017-04-27,68495.6
2017-04-28,67909.2
2017-05-02,68372.55
2017-05-03,68639.9
2017-05-04,67022.55
2017-05-05,68135.95
2017-05-08,67634.1
2017-05-09,66683.05
2017-05-10,65936.7
2017-05-11,66055.95
