Date,ELGIEQUIP
2017-01-02,179.5
2017-01-03,185.0
2017-01-04,182.8
2017-01-05,184.55
2017-01-06,185.6
2017-01-09,182.0
2017-01-10,185.6
2017-01-11,187.45
2017-01-12,188.1
2017-01-13,191.35
2017-01-16,192.9
2017-01-17,190.55
2017-01-18,193.75
2017-01-19,193.25
2017-01-20,192.35
2017-01-23,191.45
2017-01-24,190.1
2017-01-25,192.55
2017-01-27,192.9
2017-01-30,191.2
2017-01-31,190.0
2017-02-01,191.9
2017-02-02,193.3
2017-02-03,194.1
2017-02-06,197.45
2017-02-07,197.85
2017-02-08,196.3
2017-02-09,200.95
2017-02-10,207.75
2017-02-13,201.85
2017-02-14,206.05
2017-02-15,205.45
2017-02-16,208.4
2017-02-17,215.8
2017-02-20,212.5
2017-02-21,218.9
2017-02-22,216.65
2017-02-23,213.9
2017-02-27,211.7
2017-02-28,211.45
2017-03-01,215.2
2017-03-02,219.05
2017-03-03,216.4
2017-03-06,215.4
2017-03-07,214.1
2017-03-08,214.05
2017-03-09,213.8
2017-03-10,212.85
2017-03-14,211.0
2017-03-15,212.1
2017-03-16,214.85
2017-03-17,211.7
2017-03-20,218.1
2017-03-21,214.9
2017-03-22,213.15
2017-03-23,216.05
2017-03-24,214.4
2017-03-27,216.1
2017-03-28,217.85
2017-03-29,215.25
2017-03-30,215.5
2017-03-31,214.6
2017-04-03,214.9
2017-04-05,217.7
2017-04-06,219.5
2017-04-07,217.4
2017-04-10,215.75
2017-04-11,211.0
2017-04-12,210.0
2017-04-13,214.6
2017-04-17,211.4
2017-04-18,209.95
2017-04-19,208.65
2017-04-20,209.7
2017-04-21,209.1
2017-04-24,208.1
2017-04-25,209.3
2017-04-26,207.8
2017-04-27,204.5
2017-04-28,203.6
2017-05-02,202.7
2017-05-03,211.4
2017-05-04,213.65
2017-05-05,213.15
2017-05-08,216.1
2017-05-09,219.85
2017-05-10,218.15
2017-05-11,217.65
2017-05-12,218.75
2017-05-15,219.2
2017-05-16,217.7
2017-05-17,216.85
2017-05-18,209.4
2017-05-19,205.3
2017-05-22,203.2
2017-05-23,203.15
2017-05-24,203.7
2017-05-25,205.65
2017-05-26,206.2
2017-05-29,204.75
2017-05-30,207.4
2017-05-31,213.6
2017-06-01,214.4
2017-06-02,210.6
2017-06-05,212.25
2017-06-06,209.15
2017-06-07,205.7
2017-06-08,207.2
2017-06-09,209.75
2017-06-12,220.25
2017-06-13,220.0
2017-06-14,219.55
2017-06-15,231.55
2017-06-16,235.15
2017-06-19,236.8
2017-06-20,239.5
2017-06-21,240.05
2017-06-22,239.9
2017-06-23,235.55
2017-06-27,237.7
2017-06-28,235.65
2017-06-29,234.6
2017-06-30,231.1
2017-07-03,239.65
2017-07-04,238.7
2017-07-05,238.4
2017-07-06,237.5
2017-07-07,234.15
2017-07-10,232.55
2017-07-11,235.35
2017-07-12,235.2
2017-07-13,232.55
2017-07-14,232.5
2017-07-17,233.35
2017-07-18,230.25
2017-07-19,231.25
2017-07-20,227.6
2017-07-21,227.1
2017-07-24,226.6
2017-07-25,225.9
2017-07-26,226.6
2017-07-27,219.95
2017-07-28,248.95
2017-07-31,236.4
2017-08-01,233.05
2017-08-02,226.7
2017-08-03,222.75
2017-08-04,227.4
2017-08-07,227.3
2017-08-08,226.75
2017-08-09,226.15
2017-08-10,223.0
2017-08-11,218.95
2017-08-14,223.4
2017-08-16,223.4
2017-08-17,220.0
2017-08-18,216.5
2017-08-21,217.15
2017-08-22,220.05
2017-08-23,219.5
2017-08-24,215.95
2017-08-28,220.85
2017-08-29,220.0
2017-08-30,220.85
2017-08-31,225.35
2017-09-01,238.35
2017-09-04,229.2
2017-09-05,229.6
2017-09-06,227.6
2017-09-07,228.95
2017-09-08,229.45
2017-09-11,226.2
2017-09-12,237.4
2017-09-13,230.6
2017-09-14,236.55
2017-09-15,232.7
2017-09-18,231.65
2017-09-19,234.75
2017-09-20,230.25
2017-09-21,227.0
2017-09-22,221.4
2017-09-25,215.7
2017-09-26,217.85
2017-09-27,214.2
2017-09-28,212.35
2017-09-29,214.25
2017-10-03,222.55
2017-10-04,222.15
2017-10-05,220.1
2017-10-06,221.15
2017-10-09,220.2
2017-10-10,223.95
2017-10-11,220.2
2017-10-12,220.55
2017-10-13,220.45
2017-10-16,220.0
2017-10-17,219.95
2017-10-18,219.9
2017-10-19,220.65
2017-10-23,220.4
2017-10-24,220.2
2017-10-25,226.15
2017-10-26,224.85
2017-10-27,226.3
2017-10-30,235.85
2017-10-31,241.15
2017-11-01,247.25
2017-11-02,246.9
2017-11-03,242.8
2017-11-06,256.2
2017-11-07,253.1
2017-11-08,245.7
2017-11-09,259.65
2017-11-10,257.6
2017-11-13,246.05
2017-11-14,245.7
2017-11-15,252.55
2017-11-16,255.05
2017-11-17,259.75
2017-11-20,256.9
2017-11-21,259.35
2017-11-22,265.4
2017-11-23,268.6
2017-11-24,264.8
2017-11-27,258.65
2017-11-28,266.8
2017-11-29,269.75
2017-11-30,268.1
2017-12-01,263.6
2017-12-04,263.1
2017-12-05,262.45
2017-12-06,261.6
2017-12-07,265.3
2017-12-08,266.3
2017-12-11,270.6
2017-12-12,264.15
2017-12-13,264.4
2017-12-14,262.15
2017-12-15,270.15
2017-12-18,292.35
2017-12-19,309.95
2017-12-20,313.1
2017-12-21,315.25
2017-12-22,312.35
2017-12-26,307.05
2017-12-27,300.25
2017-12-28,307.95
2017-12-29,309.1
