Date,RAMASTEEL
2017-01-02,114.35
2017-01-03,114.05
2017-01-04,114.6
2017-01-05,112.35
2017-01-06,112.3
2017-01-09,112.75
2017-01-10,110.95
2017-01-11,113.25
2017-01-12,111.95
2017-01-13,111.95
2017-01-16,112.75
2017-01-17,110.75
2017-01-18,112.85
2017-01-19,116.75
2017-01-20,114.55
2017-01-23,117.65
2017-01-24,115.6
2017-01-25,115.05
2017-01-27,112.65
2017-01-30,114.15
2017-01-31,112.2
2017-02-01,112.1
2017-02-02,114.45
2017-02-03,122.25
2017-02-06,123.15
2017-02-07,124.1
2017-02-08,124.7
2017-02-09,125.15
2017-02-10,128.45
2017-02-13,131.25
2017-02-14,129.85
2017-02-15,126.05
2017-02-16,128.4
2017-02-17,133.05
2017-02-20,132.9
2017-02-21,130.85
2017-02-22,128.8
2017-02-23,128.5
2017-02-27,128.4
2017-02-28,131.7
2017-03-01,133.3
2017-03-02,128.05
2017-03-03,130.75
2017-03-06,130.0
2017-03-07,130.15
2017-03-08,130.4
2017-03-09,130.1
2017-03-10,129.85
2017-03-14,127.95
2017-03-15,130.7
2017-03-16,130.4
2017-03-17,125.9
2017-03-20,124.9
2017-03-21,121.15
2017-03-22,118.65
2017-03-23,117.8
2017-03-24,118.7
2017-03-27,119.35
2017-03-28,119.15
2017-03-29,122.2
2017-03-30,129.0
2017-03-31,130.25
2017-04-03,128.45
2017-04-05,131.5
2017-04-06,132.0
2017-04-07,132.95
2017-04-10,132.7
2017-04-11,135.5
2017-04-12,136.3
2017-04-13,138.2
2017-04-17,139.95
2017-04-18,138.1
2017-04-19,135.8
2017-04-20,137.2
2017-04-21,137.9
2017-04-24,143.55
2017-04-25,139.45
2017-04-26,140.3
2017-04-27,140.3
2017-04-28,149.85
2017-05-02,151.7
2017-05-03,150.4
2017-05-04,150.5
2017-05-05,150.75
2017-05-08,157.5
2017-05-09,159.6
2017-05-10,159.9
2017-05-11,157.2
2017-05-12,158.05
2017-05-15,158.45
2017-05-16,155.25
2017-05-17,155.05
2017-05-18,147.05
2017-05-19,138.6
2017-05-22,138.95
2017-05-23,134.95
2017-05-24,132.05
2017-05-25,137.9
2017-05-26,139.55
2017-05-29,130.6
2017-05-30,130.45
2017-05-31,130.3
2017-06-01,133.2
2017-06-02,133.45
2017-06-05,134.05
2017-06-06,129.75
2017-06-07,132.5
2017-06-08,130.6
2017-06-09,128.55
2017-06-12,126.15
2017-06-13,127.75
2017-06-14,127.4
2017-06-15,128.1
2017-06-16,130.4
2017-06-19,132.45
2017-06-20,133.45
2017-06-21,131.65
2017-06-22,131.2
2017-06-23,129.1
2017-06-27,126.6
2017-06-28,125.1
2017-06-29,128.0
2017-06-30,125.65
2017-07-03,129.35
2017-07-04,128.05
2017-07-05,128.2
2017-07-06,130.35
2017-07-07,137.7
2017-07-10,138.1
2017-07-11,140.8
2017-07-12,138.0
2017-07-13,135.2
2017-07-14,132.8
2017-07-17,133.15
2017-07-18,131.15
2017-07-19,132.75
2017-07-20,131.7
2017-07-21,131.85
2017-07-24,127.05
2017-07-25,131.65
2017-07-26,131.35
2017-07-27,130.4
2017-07-28,129.25
2017-07-31,127.6
2017-08-01,127.35
2017-08-02,128.0
2017-08-03,132.7
2017-08-04,132.9
2017-08-07,133.2
2017-08-08,130.85
2017-08-09,128.55
2017-08-10,125.05
2017-08-11,122.25
2017-08-14,123.95
2017-08-16,125.0
2017-08-17,124.3
2017-08-18,123.75
2017-08-21,125.25
2017-08-22,129.75
2017-08-23,132.35
2017-08-24,132.45
2017-08-28,133.5
2017-08-29,129.65
2017-08-30,131.25
2017-08-31,138.5
2017-09-01,141.5
2017-09-04,143.7
2017-09-05,154.45
2017-09-06,155.1
2017-09-07,157.15
2017-09-08,158.55
2017-09-11,163.55
2017-09-12,164.7
2017-09-13,166.05
2017-09-14,169.05
2017-09-15,175.15
2017-09-18,171.45
2017-09-19,171.35
2017-09-20,171.95
2017-09-21,171.25
2017-09-22,165.15
2017-09-25,160.15
2017-09-26,161.45
2017-09-27,159.65
2017-09-28,161.8
2017-09-29,162.65
2017-10-03,163.55
2017-10-04,166.35
2017-10-05,167.95
2017-10-06,169.45
2017-10-09,166.0
2017-10-10,175.9
2017-10-11,175.65
2017-10-12,176.5
2017-10-13,176.65
2017-10-16,186.95
2017-10-17,189.5
2017-10-18,190.2
2017-10-19,190.85
2017-10-23,185.1
2017-10-24,186.1
2017-10-25,186.4
2017-10-26,183.9
2017-10-27,186.25
2017-10-30,185.55
2017-10-31,184.3
2017-11-01,184.95
2017-11-02,193.35
2017-11-03,192.95
2017-11-06,185.45
2017-11-07,186.2
2017-11-08,183.8
2017-11-09,186.75
2017-11-10,184.05
2017-11-13,180.0
2017-11-14,186.7
2017-11-15,184.45
2017-11-16,188.6
2017-11-17,190.35
2017-11-20,186.9
2017-11-21,183.45
2017-11-22,181.7
2017-11-23,183.9
2017-11-24,186.95
2017-11-27,184.9
2017-11-28,183.1
2017-11-29,181.1
2017-11-30,182.4
2017-12-01,180.0
2017-12-04,180.55
2017-12-05,179.65
2017-12-06,176.0
2017-12-07,185.0
2017-12-08,188.05
2017-12-11,192.2
2017-12-12,193.95
2017-12-13,197.45
2017-12-14,198.75
2017-12-15,195.4
2017-12-18,194.85
2017-12-19,201.25
2017-12-20,199.25
2017-12-21,211.0
2017-12-22,212.7
2017-12-26,213.5
2017-12-27,211.5
2017-12-28,210.1
2017-12-29,214.6
