Date,CERA
2017-01-02,1998.7
2017-01-03,2045.25
2017-01-04,2047.35
2017-01-05,2052.25
2017-01-06,2079.85
2017-01-09,2101.55
2017-01-10,2092.7
2017-01-11,2079.5
2017-01-12,2093.1
2017-01-13,2049.4
2017-01-16,2033.7
2017-01-17,2047.7
2017-01-18,2068.1
2017-01-19,2042.45
2017-01-20,2108.95
2017-01-23,2135.75
2017-01-24,2168.6
2017-01-25,2177.9
2017-01-27,2097.95
2017-01-30,2170.0
2017-01-31,2153.45
2017-02-01,2199.3
2017-02-02,2234.2
2017-02-03,2308.2
2017-02-06,2343.25
2017-02-07,2420.2
2017-02-08,2481.3
2017-02-09,2576.05
2017-02-10,2588.7
2017-02-13,2562.55
2017-02-14,2572.05
2017-02-15,2502.0
2017-02-16,2464.95
2017-02-17,2497.9
2017-02-20,2468.95
2017-02-21,2501.95
2017-02-22,2496.05
2017-02-23,2502.75
2017-02-27,2461.35
2017-02-28,2445.5
2017-03-01,2424.3
2017-03-02,2449.1
2017-03-03,2452.85
2017-03-06,2437.5
2017-03-07,2448.65
2017-03-08,2373.35
2017-03-09,2496.9
2017-03-10,2532.5
2017-03-14,2575.1
2017-03-15,2600.35
2017-03-16,2622.3
2017-03-17,2644.05
2017-03-20,2687.3
2017-03-21,2652.5
2017-03-22,2605.95
2017-03-23,2608.8
2017-03-24,2665.45
2017-03-27,2703.25
2017-03-28,2749.9
2017-03-29,2816.65
2017-03-30,2967.0
2017-03-31,3016.25
2017-04-03,2920.7
2017-04-05,2975.05
2017-04-06,2907.45
2017-04-07,2856.1
2017-04-10,2817.95
2017-04-11,2892.05
2017-04-12,2858.1
2017-04-13,2821.4
2017-04-17,2839.15
2017-04-18,2809.1
2017-04-19,2833.8
2017-04-20,2896.85
2017-04-21,2944.6
2017-04-24,3072.85
2017-04-25,3060.35
2017-04-26,3055.95
2017-04-27,3090.45
2017-04-28,3111.05
2017-05-02,3080.8
2017-05-03,3068.9
2017-05-04,3019.95
2017-05-05,3017.7
2017-05-08,2989.65
2017-05-09,3050.7
2017-05-10,3053.55
2017-05-11,3008.0
2017-05-12,2953.6
2017-05-15,3035.5
2017-05-16,3061.55
2017-05-17,3022.55
2017-05-18,3006.65
2017-05-19,2967.75
2017-05-22,2873.2
2017-05-23,2902.95
2017-05-24,2827.55
2017-05-25,2902.1
2017-05-26,2919.5
2017-05-29,2951.85
2017-05-30,2967.5
2017-05-31,3098.15
2017-06-01,2992.0
2017-06-02,2981.85
2017-06-05,3011.7
2017-06-06,3013.2
2017-06-07,3059.0
2017-06-08,3045.75
2017-06-09,3013.5
2017-06-12,2995.15
2017-06-13,3018.0
2017-06-14,3029.1
2017-06-15,3009.85
2017-06-16,3012.55
2017-06-19,2977.1
2017-06-20,2992.65
2017-06-21,2960.6
2017-06-22,2959.0
2017-06-23,2980.9
2017-06-27,2869.65
2017-06-28,2951.85
2017-06-29,2950.45
2017-06-30,2894.2
2017-07-03,2936.3
2017-07-04,2996.45
2017-07-05,3000.95
2017-07-06,2981.0
2017-07-07,3001.1
2017-07-10,3011.65
2017-07-11,3020.15
2017-07-12,2973.65
2017-07-13,2983.2
2017-07-14,3014.95
2017-07-17,3019.2
2017-07-18,3031.65
2017-07-19,3017.3
2017-07-20,2972.1
2017-07-21,2933.15
2017-07-24,2989.95
2017-07-25,3011.1
2017-07-26,3009.9
2017-07-27,2978.3
2017-07-28,2975.2
2017-07-31,2942.65
2017-08-01,2911.0
2017-08-02,2906.25
2017-08-03,2875.7
2017-08-04,2821.9
2017-08-07,2869.05
2017-08-08,2918.3
2017-08-09,2895.45
2017-08-10,2805.0
2017-08-11,2730.45
2017-08-14,2775.05
2017-08-16,2799.6
2017-08-17,2803.0
2017-08-18,2831.4
2017-08-21,2790.85
2017-08-22,2786.05
2017-08-23,2961.6
2017-08-24,2925.05
2017-08-28,2954.95
2017-08-29,2948.3
2017-08-30,2872.1
2017-08-31,2879.2
2017-09-01,2954.9
2017-09-04,2949.7
2017-09-05,2924.25
2017-09-06,2921.0
2017-09-07,2928.85
2017-09-08,2961.95
2017-09-11,2964.2
2017-09-12,2994.3
2017-09-13,2975.95
2017-09-14,3093.15
2017-09-15,3088.1
2017-09-18,3201.25
2017-09-19,3232.05
2017-09-20,3225.3
2017-09-21,3249.4
2017-09-22,3189.9
2017-09-25,3200.9
2017-09-26,3188.2
2017-09-27,3187.4
2017-09-28,3186.2
2017-09-29,3269.15
2017-10-03,3309.7
2017-10-04,3340.7
2017-10-05,3301.95
2017-10-06,3224.55
2017-10-09,3125.6
2017-10-10,3186.45
2017-10-11,3161.65
2017-10-12,3197.45
2017-10-13,3203.25
2017-10-16,3230.75
2017-10-17,3177.5
2017-10-18,3160.25
2017-10-19,3153.2
2017-10-23,3075.05
2017-10-24,3184.2
2017-10-25,3179.8
2017-10-26,3202.35
2017-10-27,3132.55
2017-10-30,3168.65
2017-10-31,3253.6
2017-11-01,3215.95
2017-11-02,3285.1
2017-11-03,3227.1
2017-11-06,3321.9
2017-11-07,3333.05
2017-11-08,3300.9
2017-11-09,3394.7
2017-11-10,3480.85
2017-11-13,3521.85
2017-11-14,3511.25
2017-11-15,3500.35
2017-11-16,3480.6
2017-11-17,3481.3
2017-11-20,3620.4
2017-11-21,3599.2
2017-11-22,3588.2
