Date,AXISGOLD
2017-01-02,2517.45
2017-01-03,2530.0
2017-01-04,2545.0
2017-01-05,2569.0
2017-01-06,2573.15
2017-01-09,2558.85
2017-01-10,2580.6
2017-01-11,2591.0
2017-01-12,2600.15
2017-01-13,2595.8
2017-01-16,2604.65
2017-01-17,2616.0
2017-01-18,2603.05
2017-01-19,2592.0
2017-01-20,2600.0
2017-01-23,2604.95
2017-01-24,2608.5
2017-01-25,2582.0
2017-01-27,2569.0
2017-01-30,2569.0
2017-01-31,2573.0
2017-02-01,2588.0
2017-02-02,2625.0
2017-02-03,2595.15
2017-02-06,2611.0
2017-02-07,2620.0
2017-02-08,2628.0
2017-02-09,2621.65
2017-02-10,2594.6
2017-02-13,2615.55
2017-02-14,2614.95
2017-02-15,2610.0
2017-02-16,2615.3
2017-02-17,2618.0
2017-02-20,2618.3
2017-02-21,2595.05
2017-02-22,2613.3
2017-02-23,2603.0
2017-02-27,2666.55
2017-02-28,2664.0
2017-03-01,2661.95
2017-03-02,2658.1
2017-03-03,2646.8
2017-03-06,2644.5
2017-03-07,2630.1
2017-03-08,2614.95
2017-03-09,2615.65
2017-03-10,2594.9
2017-03-14,2581.75
2017-03-15,2564.95
2017-03-16,2584.35
2017-03-17,2582.75
2017-03-20,2575.55
2017-03-21,2571.25
2017-03-22,2601.05
2017-03-23,2612.75
2017-03-24,2600.8
2017-03-27,2609.0
2017-03-28,2608.0
2017-03-29,2593.15
2017-03-30,2600.0
2017-03-31,2598.0
2017-04-03,2586.2
2017-04-05,2595.0
2017-04-06,2604.5
2017-04-07,2594.0
2017-04-10,2587.1
2017-04-11,2590.0
2017-04-12,2623.3
2017-04-13,2641.4
2017-04-17,2634.15
2017-04-18,2635.5
2017-04-19,2625.2
2017-04-20,2605.0
2017-04-21,2620.1
2017-04-24,2596.05
2017-04-25,2608.75
2017-04-26,2584.1
2017-04-27,2611.05
2017-04-28,2638.15
2017-05-02,2627.0
2017-05-03,2601.3
2017-05-04,2581.5
2017-05-05,2575.8
2017-05-08,2558.0
2017-05-09,2538.5
2017-05-10,2526.1
2017-05-11,2537.0
2017-05-12,2531.1
2017-05-15,2530.15
2017-05-16,2528.65
2017-05-17,2533.05
2017-05-18,2575.9
2017-05-19,2552.55
2017-05-22,2567.75
2017-05-23,2561.0
2017-05-24,2544.1
2017-05-25,2557.95
2017-05-26,2557.4
2017-05-29,2569.0
2017-05-30,2585.6
2017-05-31,2567.6
2017-06-01,2578.55
2017-06-02,2589.0
2017-06-05,2590.75
2017-06-06,2597.9
2017-06-07,2605.25
2017-06-08,2587.1
2017-06-09,2594.35
2017-06-12,2580.05
2017-06-13,2583.4
2017-06-14,2572.0
2017-06-15,2567.15
2017-06-16,2539.0
2017-06-19,2524.45
2017-06-20,2529.0
2017-06-21,2528.35
2017-06-22,2539.0
2017-06-23,2538.8
2017-06-27,2535.55
2017-06-28,2530.0
2017-06-29,2514.0
2017-06-30,2521.0
2017-07-03,2537.75
2017-07-04,2508.35
2017-07-05,2489.05
2017-07-06,2500.05
2017-07-07,2490.35
2017-07-10,2482.35
2017-07-11,2525.0
2017-07-12,2513.55
2017-07-13,2500.0
2017-07-14,2542.5
2017-07-17,2530.6
2017-07-18,2525.75
2017-07-19,2525.1
2017-07-20,2522.7
2017-07-21,2523.1
2017-07-24,2538.9
2017-07-25,2538.85
2017-07-26,2530.1
2017-07-27,2539.85
2017-07-28,2532.65
2017-07-31,2533.05
2017-08-01,2530.75
2017-08-02,2520.0
2017-08-03,2520.0
2017-08-04,2537.9
