Date,DPSCLTD
2017-01-02,37.3
2017-01-03,38.55
2017-01-04,39.95
2017-01-05,41.55
2017-01-06,42.15
2017-01-09,43.9
2017-01-10,44.2
2017-01-11,43.65
2017-01-12,43.6
2017-01-13,43.75
2017-01-16,44.1
2017-01-17,43.8
2017-01-18,44.0
2017-01-19,44.2
2017-01-20,43.95
2017-01-23,44.25
2017-01-24,44.25
2017-01-25,44.2
2017-01-27,43.85
2017-01-30,43.75
2017-01-31,43.0
2017-02-01,43.4
2017-02-02,42.05
2017-02-03,42.05
2017-02-06,42.4
2017-02-07,41.95
2017-02-08,41.1
2017-02-09,41.1
2017-02-10,40.5
2017-02-13,40.95
2017-02-14,40.4
2017-02-15,40.5
2017-02-16,42.0
2017-02-17,42.2
2017-02-20,42.6
2017-02-21,43.0
2017-02-22,43.35
2017-02-23,43.3
2017-02-27,41.3
2017-02-28,41.8
2017-03-01,42.25
2017-03-02,42.0
2017-03-03,41.8
2017-03-06,41.95
2017-03-07,41.45
2017-03-08,41.85
2017-03-09,40.35
2017-03-10,41.0
2017-03-14,41.0
2017-03-15,40.5
2017-03-16,41.75
2017-03-17,40.0
2017-03-20,40.05
2017-03-21,39.8
2017-03-22,40.4
2017-03-23,41.15
2017-03-24,41.0
2017-03-27,41.75
2017-03-28,42.05
2017-03-29,42.7
2017-03-30,43.15
2017-03-31,44.55
2017-04-03,45.65
2017-04-05,42.45
2017-04-06,41.0
2017-04-07,40.95
2017-04-10,40.05
2017-04-11,40.5
2017-04-12,39.65
2017-04-13,40.25
2017-04-17,40.05
2017-04-18,40.05
2017-04-19,40.05
2017-04-20,40.0
2017-04-21,40.05
2017-04-24,45.3
2017-04-25,41.85
2017-04-26,40.35
2017-04-27,40.5
2017-04-28,42.85
2017-05-02,41.95
2017-05-03,41.6
2017-05-04,41.9
2017-05-05,40.45
2017-05-08,40.35
2017-05-09,40.6
2017-05-10,40.6
2017-05-11,40.0
2017-05-12,39.95
2017-05-15,40.0
2017-05-16,39.0
2017-05-17,39.0
2017-05-18,38.25
2017-05-19,39.8
2017-05-22,38.1
2017-05-23,38.35
2017-05-24,38.45
2017-05-25,38.9
2017-05-26,38.6
2017-05-29,39.7
2017-05-30,39.8
2017-05-31,39.95
2017-06-01,40.0
2017-06-02,40.5
2017-06-05,41.25
2017-06-06,40.45
2017-06-07,40.25
2017-06-08,39.65
2017-06-09,40.05
2017-06-12,39.35
2017-06-13,39.4
2017-06-14,41.35
2017-06-15,40.55
2017-06-16,40.35
2017-06-19,39.75
2017-06-20,39.6
2017-06-21,39.15
2017-06-22,38.9
2017-06-23,38.4
2017-06-27,37.1
2017-06-28,37.35
2017-06-29,37.0
2017-06-30,36.6
2017-07-03,36.25
2017-07-04,36.65
2017-07-05,36.95
2017-07-06,36.9
2017-07-07,37.45
2017-07-10,37.95
2017-07-11,37.1
2017-07-12,37.65
2017-07-13,36.9
2017-07-14,36.2
2017-07-17,36.95
2017-07-18,35.75
2017-07-19,35.75
2017-07-20,35.85
2017-07-21,36.0
2017-07-24,36.3
2017-07-25,35.6
2017-07-26,34.5
2017-07-27,34.15
2017-07-28,39.85
2017-07-31,36.8
2017-08-01,35.6
2017-08-02,35.9
2017-08-03,34.85
2017-08-04,35.1
2017-08-07,34.75
2017-08-08,34.0
2017-08-09,33.95
2017-08-10,33.55
2017-08-11,32.65
2017-08-14,33.25
2017-08-16,34.45
2017-08-17,35.8
2017-08-18,37.05
2017-08-21,37.5
2017-08-22,37.45
2017-08-23,37.0
2017-08-24,37.1
2017-08-28,37.1
2017-08-29,37.45
2017-08-30,36.75
2017-08-31,36.3
2017-09-01,36.6
2017-09-04,36.8
2017-09-05,36.9
2017-09-06,35.7
2017-09-07,35.55
2017-09-08,35.8
2017-09-11,35.5
2017-09-12,35.05
2017-09-13,34.6
2017-09-14,35.0
2017-09-15,34.5
2017-09-18,34.8
2017-09-19,35.4
2017-09-20,34.1
2017-09-21,34.1
2017-09-22,34.3
2017-09-25,34.0
2017-09-26,33.15
2017-09-27,32.35
2017-09-28,32.0
2017-09-29,32.45
2017-10-03,32.95
2017-10-04,33.1
2017-10-05,32.55
2017-10-06,32.9
2017-10-09,32.7
2017-10-10,31.75
2017-10-11,32.0
2017-10-12,31.8
2017-10-13,32.5
2017-10-16,32.1
2017-10-17,32.2
2017-10-18,32.45
2017-10-19,32.9
2017-10-23,31.75
2017-10-24,31.3
2017-10-25,31.1
2017-10-26,32.95
2017-10-27,33.65
2017-10-30,34.15
2017-10-31,33.0
2017-11-01,33.6
2017-11-02,34.35
2017-11-03,34.7
2017-11-06,33.5
2017-11-07,33.95
2017-11-08,32.55
2017-11-09,33.0
2017-11-10,34.9
2017-11-13,36.65
2017-11-14,33.8
2017-11-15,34.1
2017-11-16,34.0
2017-11-17,34.0
2017-11-20,34.05
2017-11-21,34.4
2017-11-22,34.5
2017-11-23,35.35
2017-11-24,35.2
2017-11-27,35.65
2017-11-28,36.0
2017-11-29,35.75
2017-11-30,35.6
2017-12-01,35.6
2017-12-04,35.3
2017-12-05,35.3
2017-12-06,35.0
2017-12-07,34.05
2017-12-08,34.1
2017-12-11,33.75
2017-12-12,33.95
2017-12-13,33.9
2017-12-14,33.25
2017-12-15,32.85
2017-12-18,32.95
2017-12-19,33.85
2017-12-20,32.85
2017-12-21,32.2
2017-12-22,32.3
2017-12-26,30.85
2017-12-27,33.55
2017-12-28,32.8
2017-12-29,32.95
