Date,VRLLOG
2017-01-02,258.8
2017-01-03,262.35
2017-01-04,266.35
2017-01-05,266.3
2017-01-06,271.4
2017-01-09,277.3
2017-01-10,286.4
2017-01-11,286.15
2017-01-12,284.85
2017-01-13,283.0
2017-01-16,282.35
2017-01-17,284.2
2017-01-18,293.4
2017-01-19,298.95
2017-01-20,293.25
2017-01-23,296.45
2017-01-24,294.2
2017-01-25,296.05
2017-01-27,297.8
2017-01-30,292.95
2017-01-31,286.65
2017-02-01,296.65
2017-02-02,298.7
2017-02-03,301.65
2017-02-06,311.25
2017-02-07,308.05
2017-02-08,308.5
2017-02-09,306.0
2017-02-10,307.65
2017-02-13,302.0
2017-02-14,302.45
2017-02-15,295.0
2017-02-16,295.2
2017-02-17,294.4
2017-02-20,294.25
2017-02-21,290.8
2017-02-22,293.65
2017-02-23,290.3
2017-02-27,290.05
2017-02-28,292.75
2017-03-01,292.45
2017-03-02,290.6
2017-03-03,289.2
2017-03-06,292.75
2017-03-07,290.6
2017-03-08,293.15
2017-03-09,293.5
2017-03-10,300.1
2017-03-14,303.05
2017-03-15,296.6
2017-03-16,299.1
2017-03-17,299.65
2017-03-20,299.7
2017-03-21,297.1
2017-03-22,295.55
2017-03-23,297.25
2017-03-24,298.55
2017-03-27,299.0
2017-03-28,298.3
2017-03-29,303.9
2017-03-30,311.3
2017-03-31,312.25
2017-04-03,316.65
2017-04-05,342.65
2017-04-06,346.7
2017-04-07,341.3
2017-04-10,345.9
2017-04-11,346.6
2017-04-12,333.0
2017-04-13,336.05
2017-04-17,332.25
2017-04-18,337.65
2017-04-19,340.9
2017-04-20,343.15
2017-04-21,350.25
2017-04-24,349.95
2017-04-25,344.95
2017-04-26,335.05
2017-04-27,331.15
2017-04-28,332.05
2017-05-02,338.9
2017-05-03,338.95
2017-05-04,336.25
2017-05-05,328.45
2017-05-08,329.1
2017-05-09,328.6
2017-05-10,327.3
2017-05-11,326.5
2017-05-12,324.0
2017-05-15,326.1
2017-05-16,331.65
2017-05-17,337.75
2017-05-18,340.05
2017-05-19,335.1
2017-05-22,305.35
2017-05-23,315.6
2017-05-24,308.05
2017-05-25,308.75
2017-05-26,313.7
2017-05-29,319.9
2017-05-30,318.0
2017-05-31,318.05
2017-06-01,325.25
2017-06-02,327.75
2017-06-05,327.35
2017-06-06,329.3
2017-06-07,326.05
2017-06-08,326.05
2017-06-09,326.45
2017-06-12,324.05
2017-06-13,322.5
2017-06-14,318.1
2017-06-15,316.2
2017-06-16,322.5
2017-06-19,332.45
2017-06-20,336.95
2017-06-21,338.0
2017-06-22,331.45
2017-06-23,325.6
2017-06-27,321.4
2017-06-28,325.4
2017-06-29,329.15
2017-06-30,335.1
2017-07-03,331.7
2017-07-04,336.4
2017-07-05,336.35
2017-07-06,334.0
2017-07-07,333.0
2017-07-10,334.1
2017-07-11,330.35
2017-07-12,326.4
2017-07-13,327.25
2017-07-14,322.1
2017-07-17,321.75
2017-07-18,318.65
2017-07-19,321.15
2017-07-20,323.95
2017-07-21,321.5
2017-07-24,323.0
2017-07-25,323.35
2017-07-26,321.45
2017-07-27,323.6
2017-07-28,326.85
2017-07-31,327.25
2017-08-01,325.4
2017-08-02,323.9
2017-08-03,327.4
2017-08-04,343.45
2017-08-07,348.3
2017-08-08,343.6
2017-08-09,333.6
2017-08-10,321.9
2017-08-11,323.65
2017-08-14,326.9
2017-08-16,332.7
2017-08-17,330.75
2017-08-18,332.45
2017-08-21,331.6
2017-08-22,332.5
2017-08-23,333.15
2017-08-24,330.35
2017-08-28,333.7
2017-08-29,331.65
2017-08-30,331.2
2017-08-31,339.95
2017-09-01,348.35
2017-09-04,353.95
2017-09-05,358.35
2017-09-06,354.35
2017-09-07,350.4
2017-09-08,346.7
2017-09-11,342.7
2017-09-12,344.25
2017-09-13,345.75
2017-09-14,348.5
2017-09-15,352.9
2017-09-18,364.3
2017-09-19,370.9
2017-09-20,379.0
2017-09-21,366.4
2017-09-22,360.3
2017-09-25,350.5
2017-09-26,371.2
2017-09-27,359.25
2017-09-28,363.8
2017-09-29,363.25
2017-10-03,363.1
2017-10-04,362.55
2017-10-05,357.75
2017-10-06,359.3
2017-10-09,366.85
2017-10-10,363.4
2017-10-11,359.05
2017-10-12,357.35
2017-10-13,364.65
2017-10-16,359.95
2017-10-17,355.1
2017-10-18,363.25
2017-10-19,358.85
2017-10-23,355.25
2017-10-24,361.05
2017-10-25,352.3
2017-10-26,349.15
2017-10-27,351.15
2017-10-30,354.7
2017-10-31,357.75
2017-11-01,369.35
2017-11-02,370.15
2017-11-03,375.85
2017-11-06,377.2
2017-11-07,376.5
2017-11-08,389.3
2017-11-09,389.15
2017-11-10,398.1
2017-11-13,386.6
2017-11-14,384.5
2017-11-15,382.65
2017-11-16,386.4
2017-11-17,386.05
2017-11-20,393.35
2017-11-21,389.65
2017-11-22,385.6
2017-11-23,396.65
2017-11-24,397.4
2017-11-27,403.65
2017-11-28,404.55
2017-11-29,409.25
2017-11-30,412.2
2017-12-01,401.5
2017-12-04,411.4
2017-12-05,413.25
2017-12-06,418.75
2017-12-07,424.55
2017-12-08,418.65
2017-12-11,419.25
2017-12-12,418.85
2017-12-13,415.8
2017-12-14,413.15
2017-12-15,418.85
2017-12-18,422.2
2017-12-19,420.85
2017-12-20,424.15
2017-12-21,432.6
2017-12-22,440.7
2017-12-26,440.95
2017-12-27,434.25
2017-12-28,423.2
2017-12-29,431.65
