Date,INDTERRAIN
2017-01-02,153.4
2017-01-03,154.15
2017-01-04,149.75
2017-01-05,148.25
2017-01-06,146.8
2017-01-09,149.15
2017-01-10,146.15
2017-01-11,145.7
2017-01-12,146.95
2017-01-13,148.4
2017-01-16,149.5
2017-01-17,148.35
2017-01-18,146.0
2017-01-19,147.0
2017-01-20,146.85
2017-01-23,150.0
2017-01-24,154.35
2017-01-25,152.7
2017-01-27,149.9
2017-01-30,149.9
2017-01-31,148.55
2017-02-01,149.9
2017-02-02,151.7
2017-02-03,148.75
2017-02-06,153.25
2017-02-07,169.8
2017-02-08,166.75
2017-02-09,170.45
2017-02-10,166.15
2017-02-13,159.6
2017-02-14,154.6
2017-02-15,151.6
2017-02-16,158.25
2017-02-17,164.1
2017-02-20,172.8
2017-02-21,167.7
2017-02-22,166.9
2017-02-23,169.95
2017-02-27,164.8
2017-02-28,164.05
2017-03-01,172.55
2017-03-02,166.2
2017-03-03,166.3
2017-03-06,167.8
2017-03-07,165.7
2017-03-08,163.55
2017-03-09,163.35
2017-03-10,161.7
2017-03-14,160.65
2017-03-15,169.7
2017-03-16,171.0
2017-03-17,166.3
2017-03-20,165.55
2017-03-21,166.85
2017-03-22,165.15
2017-03-23,167.0
2017-03-24,166.45
2017-03-27,166.7
2017-03-28,166.05
2017-03-29,165.8
2017-03-30,168.3
2017-03-31,169.1
2017-04-03,168.6
2017-04-05,171.75
2017-04-06,171.45
2017-04-07,180.25
2017-04-10,181.9
2017-04-11,182.15
2017-04-12,186.15
2017-04-13,182.05
2017-04-17,180.05
2017-04-18,174.6
2017-04-19,178.15
2017-04-20,181.85
2017-04-21,190.35
2017-04-24,189.35
2017-04-25,201.6
2017-04-26,204.55
2017-04-27,209.35
2017-04-28,209.5
2017-05-02,207.1
2017-05-03,205.1
2017-05-04,210.15
2017-05-05,207.4
2017-05-08,206.55
2017-05-09,205.1
2017-05-10,205.9
2017-05-11,209.95
2017-05-12,207.15
2017-05-15,205.0
2017-05-16,201.9
2017-05-17,199.05
2017-05-18,194.95
2017-05-19,195.1
2017-05-22,184.25
2017-05-23,185.45
2017-05-24,184.25
2017-05-25,191.0
2017-05-26,200.65
2017-05-29,199.75
2017-05-30,197.75
2017-05-31,200.1
2017-06-01,200.05
2017-06-02,196.35
2017-06-05,196.45
2017-06-06,200.75
2017-06-07,202.4
2017-06-08,206.75
2017-06-09,209.6
2017-06-12,201.4
2017-06-13,205.4
2017-06-14,204.45
2017-06-15,202.95
2017-06-16,203.65
2017-06-19,201.35
2017-06-20,202.1
2017-06-21,200.15
2017-06-22,199.8
2017-06-23,200.35
2017-06-27,195.4
2017-06-28,192.3
2017-06-29,197.85
2017-06-30,203.5
2017-07-03,204.5
2017-07-04,205.25
2017-07-05,207.8
2017-07-06,209.0
2017-07-07,204.85
2017-07-10,203.25
2017-07-11,201.35
2017-07-12,200.45
2017-07-13,205.1
2017-07-14,205.5
2017-07-17,201.9
2017-07-18,199.75
2017-07-19,201.75
2017-07-20,203.2
2017-07-21,202.25
2017-07-24,204.55
2017-07-25,201.0
2017-07-26,201.6
2017-07-27,196.4
2017-07-28,200.0
2017-07-31,207.7
2017-08-01,199.0
2017-08-02,205.5
2017-08-03,202.95
2017-08-04,204.1
2017-08-07,203.0
2017-08-08,203.2
2017-08-09,201.05
2017-08-10,200.3
2017-08-11,195.0
2017-08-14,202.45
2017-08-16,203.8
2017-08-17,199.7
2017-08-18,197.5
2017-08-21,200.15
2017-08-22,200.0
2017-08-23,200.85
2017-08-24,197.05
2017-08-28,196.15
2017-08-29,194.85
2017-08-30,195.5
2017-08-31,191.05
2017-09-01,191.5
2017-09-04,191.35
2017-09-05,192.4
2017-09-06,192.05
2017-09-07,195.95
2017-09-08,200.8
2017-09-11,203.8
2017-09-12,205.9
2017-09-13,200.35
2017-09-14,203.15
2017-09-15,204.35
2017-09-18,205.8
2017-09-19,207.8
2017-09-20,209.15
2017-09-21,208.75
2017-09-22,208.1
2017-09-25,200.5
2017-09-26,197.95
2017-09-27,202.4
2017-09-28,198.05
2017-09-29,203.0
2017-10-03,205.05
2017-10-04,204.0
2017-10-05,205.2
2017-10-06,205.1
2017-10-09,216.3
2017-10-10,230.25
2017-10-11,222.1
2017-10-12,223.6
2017-10-13,221.6
2017-10-16,215.95
2017-10-17,222.35
2017-10-18,221.65
2017-10-19,220.45
2017-10-23,217.55
2017-10-24,214.45
2017-10-25,207.2
2017-10-26,210.85
2017-10-27,214.45
2017-10-30,214.6
2017-10-31,210.25
2017-11-01,206.8
2017-11-02,201.5
2017-11-03,203.55
2017-11-06,202.0
2017-11-07,203.1
2017-11-08,199.85
2017-11-09,195.3
2017-11-10,195.9
2017-11-13,199.95
2017-11-14,199.6
2017-11-15,198.8
2017-11-16,200.8
2017-11-17,199.15
2017-11-20,199.55
2017-11-21,202.05
2017-11-22,205.75
2017-11-23,200.45
2017-11-24,195.75
2017-11-27,198.95
2017-11-28,199.55
2017-11-29,198.7
2017-11-30,202.25
2017-12-01,199.8
2017-12-04,200.35
2017-12-05,201.05
2017-12-06,201.95
2017-12-07,204.35
2017-12-08,205.9
2017-12-11,204.2
2017-12-12,206.65
2017-12-13,208.65
2017-12-14,207.1
2017-12-15,202.5
2017-12-18,200.3
2017-12-19,206.65
2017-12-20,218.45
2017-12-21,211.35
2017-12-22,215.4
2017-12-26,214.9
2017-12-27,214.25
2017-12-28,212.15
2017-12-29,214.8
