Date,TTKPRESTIG
2017-01-02,5739.95
2017-01-03,5715.75
2017-01-04,5705.6
2017-01-05,5710.5
2017-01-06,5665.95
2017-01-09,5683.3
2017-01-10,5588.4
2017-01-11,5583.25
2017-01-12,5611.5
2017-01-13,5622.15
2017-01-16,5609.15
2017-01-17,5874.1
2017-01-18,5797.4
2017-01-19,5985.35
2017-01-20,5997.05
2017-01-23,6007.3
2017-01-24,5992.8
2017-01-25,5996.6
2017-01-27,5996.15
2017-01-30,5955.7
2017-01-31,5760.55
2017-02-01,5805.0
2017-02-02,5804.3
2017-02-03,5816.2
2017-02-06,5699.1
2017-02-07,5682.45
2017-02-08,5681.8
2017-02-09,5619.5
2017-02-10,5625.15
2017-02-13,5636.6
2017-02-14,5646.1
2017-02-15,5516.6
2017-02-16,5409.45
2017-02-17,5340.85
2017-02-20,5374.75
2017-02-21,5338.0
2017-02-22,5360.9
2017-02-23,5327.95
2017-02-27,5388.65
2017-02-28,5477.7
2017-03-01,5499.7
2017-03-02,5600.65
2017-03-03,5533.15
2017-03-06,5772.5
2017-03-07,5709.85
2017-03-08,5742.9
2017-03-09,5810.45
2017-03-10,5858.5
2017-03-14,5826.65
2017-03-15,5913.25
2017-03-16,5899.1
2017-03-17,5904.0
2017-03-20,5989.7
2017-03-21,5984.9
2017-03-22,5879.3
2017-03-23,5822.3
2017-03-24,5810.9
2017-03-27,5836.55
2017-03-28,5770.05
2017-03-29,5864.8
2017-03-30,5850.9
2017-03-31,5884.4
2017-04-03,5872.1
2017-04-05,6095.65
2017-04-06,6108.85
2017-04-07,6285.45
2017-04-10,6281.7
2017-04-11,6296.7
2017-04-12,6356.55
2017-04-13,6301.6
2017-04-17,6407.5
2017-04-18,6574.25
2017-04-19,6493.25
2017-04-20,6691.3
2017-04-21,6550.95
2017-04-24,6594.9
2017-04-25,6591.95
2017-04-26,6395.5
2017-04-27,6326.9
2017-04-28,6271.05
2017-05-02,6353.2
2017-05-03,6282.45
2017-05-04,6532.35
2017-05-05,6530.8
2017-05-08,6507.6
2017-05-09,6481.85
2017-05-10,6439.5
2017-05-11,6420.5
2017-05-12,6356.75
2017-05-15,6327.9
2017-05-16,6490.85
2017-05-17,6535.15
2017-05-18,6356.55
2017-05-19,6397.45
2017-05-22,6526.9
2017-05-23,6501.3
2017-05-24,6521.0
2017-05-25,6501.1
2017-05-26,6469.8
2017-05-29,6490.15
2017-05-30,6475.2
2017-05-31,6534.65
2017-06-01,6630.95
2017-06-02,6724.8
2017-06-05,6740.1
2017-06-06,6763.35
2017-06-07,6743.1
2017-06-08,6739.55
2017-06-09,6733.85
2017-06-12,6701.9
2017-06-13,6715.75
2017-06-14,6725.15
2017-06-15,6603.5
2017-06-16,6692.2
2017-06-19,6687.95
2017-06-20,6713.9
2017-06-21,6643.65
2017-06-22,6677.35
2017-06-23,6708.5
2017-06-27,6748.05
2017-06-28,6636.6
2017-06-29,6686.25
2017-06-30,6610.15
2017-07-03,6468.15
2017-07-04,6397.85
2017-07-05,6399.4
2017-07-06,6365.1
2017-07-07,6371.2
2017-07-10,6397.6
2017-07-11,6391.1
2017-07-12,6397.95
2017-07-13,6366.75
2017-07-14,6390.7
2017-07-17,6375.9
2017-07-18,6356.15
2017-07-19,6380.85
2017-07-20,6391.45
2017-07-21,6378.35
2017-07-24,6387.5
2017-07-25,6385.55
2017-07-26,6392.3
2017-07-27,6384.8
2017-07-28,6384.25
2017-07-31,6382.25
2017-08-01,6320.5
2017-08-02,6266.65
2017-08-03,6138.3
2017-08-04,6389.1
2017-08-07,6296.65
2017-08-08,6318.05
2017-08-09,6194.05
2017-08-10,6179.95
2017-08-11,6272.7
2017-08-14,6280.1
2017-08-16,6260.6
2017-08-17,6234.35
2017-08-18,6160.8
2017-08-21,6351.5
2017-08-22,6365.6
2017-08-23,6360.85
2017-08-24,6369.9
2017-08-28,6376.9
2017-08-29,6304.85
2017-08-30,6357.15
2017-08-31,6261.9
2017-09-01,6265.8
2017-09-04,6337.9
2017-09-05,6269.45
2017-09-06,6298.2
2017-09-07,6331.3
2017-09-08,6403.5
2017-09-11,6306.05
2017-09-12,6319.8
2017-09-13,6309.45
2017-09-14,6311.15
2017-09-15,6288.05
2017-09-18,6325.2
2017-09-19,6335.0
2017-09-20,6297.4
2017-09-21,6334.0
2017-09-22,6353.85
2017-09-25,6343.65
2017-09-26,6347.85
2017-09-27,6298.1
2017-09-28,6260.7
2017-09-29,6258.9
2017-10-03,6392.05
2017-10-04,6276.8
2017-10-05,6273.9
2017-10-06,6100.35
2017-10-09,5973.15
2017-10-10,6071.6
2017-10-11,6092.5
2017-10-12,5977.25
2017-10-13,6012.6
2017-10-16,6172.5
2017-10-17,6131.85
2017-10-18,6149.5
2017-10-19,6098.6
2017-10-23,6182.75
2017-10-24,6145.0
2017-10-25,6487.75
2017-10-26,6490.4
2017-10-27,6414.5
2017-10-30,6438.4
2017-10-31,6543.2
2017-11-01,6552.8
2017-11-02,6469.35
2017-11-03,6567.0
2017-11-06,6481.5
2017-11-07,6516.45
2017-11-08,6586.15
2017-11-09,6488.7
2017-11-10,6590.7
2017-11-13,6593.85
2017-11-14,6649.55
2017-11-15,6591.9
2017-11-16,6700.05
2017-11-17,6725.45
2017-11-20,6740.35
2017-11-21,6774.75
2017-11-22,6745.75
2017-11-23,6771.0
2017-11-24,6687.9
2017-11-27,6689.1
2017-11-28,6636.7
2017-11-29,6650.55
