Date,GOLDIAM
2017-01-02,68.35
2017-01-03,70.7
2017-01-04,78.15
2017-01-05,80.4
2017-01-06,79.0
2017-01-09,75.45
2017-01-10,76.9
2017-01-11,77.2
2017-01-12,76.25
2017-01-13,73.8
2017-01-16,76.0
2017-01-17,78.0
2017-01-18,78.6
2017-01-19,79.3
2017-01-20,75.4
2017-01-23,74.65
2017-01-24,74.25
2017-01-25,74.15
2017-01-27,76.85
2017-01-30,78.85
2017-01-31,78.3
2017-02-01,79.3
2017-02-02,81.75
2017-02-03,85.65
2017-02-06,84.55
2017-02-07,84.95
2017-02-08,83.05
2017-02-09,80.5
2017-02-10,83.3
2017-02-13,83.1
2017-02-14,76.95
2017-02-15,76.7
2017-02-16,76.75
2017-02-17,74.35
2017-02-20,73.25
2017-02-21,72.85
2017-02-22,71.85
2017-02-23,72.7
2017-02-27,72.7
2017-02-28,72.3
2017-03-01,72.9
2017-03-02,72.55
2017-03-03,72.6
2017-03-06,73.4
2017-03-07,72.75
2017-03-08,71.25
2017-03-09,72.15
2017-03-10,72.15
2017-03-14,72.25
2017-03-15,72.5
2017-03-16,73.0
2017-03-17,71.55
2017-03-20,74.25
2017-03-21,89.1
2017-03-22,88.9
2017-03-23,91.45
2017-03-24,88.05
2017-03-27,88.35
2017-03-28,88.05
2017-03-29,87.35
2017-03-30,87.8
2017-03-31,86.5
2017-04-03,87.6
2017-04-05,88.45
2017-04-06,88.85
2017-04-07,87.3
2017-04-10,91.5
2017-04-11,95.05
2017-04-12,94.05
2017-04-13,96.75
2017-04-17,98.2
2017-04-18,96.0
2017-04-19,95.6
2017-04-20,95.8
2017-04-21,95.15
2017-04-24,95.5
2017-04-25,95.6
2017-04-26,93.9
2017-04-27,92.35
2017-04-28,93.75
2017-05-02,92.15
2017-05-03,92.25
2017-05-04,90.15
2017-05-05,89.7
2017-05-08,94.8
2017-05-09,90.45
2017-05-10,89.9
2017-05-11,88.95
2017-05-12,87.8
2017-05-15,88.5
2017-05-16,88.65
2017-05-17,88.0
2017-05-18,89.75
2017-05-19,88.7
2017-05-22,88.65
2017-05-23,86.5
2017-05-24,84.15
2017-05-25,83.7
2017-05-26,85.55
2017-05-29,86.25
2017-05-30,83.7
2017-05-31,83.75
2017-06-01,83.7
2017-06-02,84.15
2017-06-05,85.6
2017-06-06,85.5
2017-06-07,83.15
2017-06-08,83.95
2017-06-09,83.15
2017-06-12,83.4
2017-06-13,83.15
2017-06-14,82.95
2017-06-15,81.25
2017-06-16,82.1
2017-06-19,81.45
2017-06-20,81.95
2017-06-21,83.4
2017-06-22,83.95
2017-06-23,82.05
2017-06-27,81.3
2017-06-28,82.45
2017-06-29,81.1
2017-06-30,80.55
2017-07-03,80.6
2017-07-04,80.5
2017-07-05,81.5
2017-07-06,81.8
2017-07-07,81.3
2017-07-10,82.8
2017-07-11,81.85
2017-07-12,81.6
2017-07-13,81.25
2017-07-14,80.55
2017-07-17,81.65
2017-07-18,81.2
2017-07-19,81.4
2017-07-20,80.2
2017-07-21,81.15
2017-07-24,81.05
2017-07-25,80.55
2017-07-26,82.75
2017-07-27,85.95
2017-07-28,84.85
2017-07-31,84.35
2017-08-01,82.25
2017-08-02,84.5
2017-08-03,83.1
2017-08-04,83.85
2017-08-07,82.6
2017-08-08,80.9
2017-08-09,81.0
2017-08-10,77.3
2017-08-11,76.3
2017-08-14,78.25
2017-08-16,78.85
2017-08-17,82.15
2017-08-18,83.5
2017-08-21,85.1
2017-08-22,85.2
2017-08-23,84.25
2017-08-24,84.5
2017-08-28,85.45
2017-08-29,82.55
2017-08-30,84.0
2017-08-31,82.75
2017-09-01,89.3
2017-09-04,91.65
2017-09-05,91.1
2017-09-06,93.55
2017-09-07,93.05
2017-09-08,91.7
2017-09-11,90.1
2017-09-12,84.35
2017-09-13,82.9
2017-09-14,81.25
2017-09-15,81.5
2017-09-18,81.05
2017-09-19,80.0
2017-09-20,80.05
2017-09-21,80.15
2017-09-22,78.65
2017-09-25,78.0
2017-09-26,78.5
2017-09-27,77.7
2017-09-28,78.25
2017-09-29,78.5
2017-10-03,79.4
2017-10-04,77.3
2017-10-05,77.45
2017-10-06,78.05
2017-10-09,79.7
2017-10-10,79.45
2017-10-11,78.65
2017-10-12,78.9
2017-10-13,77.85
2017-10-16,78.65
2017-10-17,79.35
2017-10-18,78.25
2017-10-19,79.25
2017-10-23,78.95
2017-10-24,78.9
2017-10-25,78.9
2017-10-26,78.85
2017-10-27,78.0
2017-10-30,78.4
2017-10-31,77.9
2017-11-01,77.35
2017-11-02,77.65
2017-11-03,77.65
2017-11-06,78.8
2017-11-07,77.1
2017-11-08,76.85
2017-11-09,75.05
2017-11-10,75.45
2017-11-13,74.2
2017-11-14,73.15
2017-11-15,73.95
2017-11-16,74.2
2017-11-17,74.6
2017-11-20,74.2
2017-11-21,75.2
2017-11-22,77.8
2017-11-23,78.45
2017-11-24,91.0
2017-11-27,86.8
2017-11-28,83.15
2017-11-29,82.05
2017-11-30,81.4
2017-12-01,80.45
2017-12-04,78.6
2017-12-05,78.25
2017-12-06,77.65
2017-12-07,77.6
2017-12-08,78.15
2017-12-11,86.65
2017-12-12,86.05
2017-12-13,84.8
2017-12-14,81.7
2017-12-15,81.65
2017-12-18,81.65
2017-12-19,84.7
2017-12-20,85.4
2017-12-21,83.5
2017-12-22,85.2
2017-12-26,83.9
2017-12-27,82.55
2017-12-28,84.15
2017-12-29,84.35
