Date,GPPL
2017-01-02,131.25
2017-01-03,133.4
2017-01-04,130.9
2017-01-05,132.25
2017-01-06,134.55
2017-01-09,134.3
2017-01-10,135.25
2017-01-11,136.65
2017-01-12,136.0
2017-01-13,136.4
2017-01-16,136.05
2017-01-17,136.45
2017-01-18,136.15
2017-01-19,136.0
2017-01-20,136.55
2017-01-23,136.9
2017-01-24,139.5
2017-01-25,139.55
2017-01-27,142.05
2017-01-30,142.1
2017-01-31,139.95
2017-02-01,140.85
2017-02-02,144.2
2017-02-03,150.0
2017-02-06,155.3
2017-02-07,160.15
2017-02-08,162.0
2017-02-09,164.05
2017-02-10,163.25
2017-02-13,165.0
2017-02-14,165.85
2017-02-15,165.15
2017-02-16,168.6
2017-02-17,165.1
2017-02-20,165.7
2017-02-21,162.75
2017-02-22,157.3
2017-02-23,155.6
2017-02-27,151.8
2017-02-28,152.9
2017-03-01,153.9
2017-03-02,154.9
2017-03-03,153.15
2017-03-06,157.05
2017-03-07,159.3
2017-03-08,155.55
2017-03-09,155.05
2017-03-10,153.85
2017-03-14,157.25
2017-03-15,158.0
2017-03-16,162.05
2017-03-17,164.95
2017-03-20,166.2
2017-03-21,165.05
2017-03-22,165.15
2017-03-23,166.5
2017-03-24,168.6
2017-03-27,169.05
2017-03-28,168.8
2017-03-29,165.45
2017-03-30,168.2
2017-03-31,165.1
2017-04-03,166.4
2017-04-05,171.5
2017-04-06,166.35
2017-04-07,166.2
2017-04-10,160.55
2017-04-11,160.15
2017-04-12,161.4
2017-04-13,162.95
2017-04-17,163.65
2017-04-18,163.2
2017-04-19,164.45
2017-04-20,164.2
2017-04-21,160.35
2017-04-24,161.5
2017-04-25,157.55
2017-04-26,156.65
2017-04-27,156.5
2017-04-28,159.35
2017-05-02,160.85
2017-05-03,160.65
2017-05-04,161.25
2017-05-05,156.7
2017-05-08,158.3
2017-05-09,160.35
2017-05-10,159.9
2017-05-11,164.4
2017-05-12,160.4
2017-05-15,158.75
2017-05-16,163.0
2017-05-17,158.9
2017-05-18,155.3
2017-05-19,153.65
2017-05-22,150.5
2017-05-23,146.6
2017-05-24,146.2
2017-05-25,147.95
2017-05-26,149.3
2017-05-29,148.0
2017-05-30,145.8
2017-05-31,149.05
2017-06-01,149.7
2017-06-02,144.9
2017-06-05,147.7
2017-06-06,143.95
2017-06-07,144.55
2017-06-08,144.0
2017-06-09,142.75
2017-06-12,138.65
2017-06-13,136.65
2017-06-14,147.65
2017-06-15,148.3
2017-06-16,152.95
2017-06-19,154.8
2017-06-20,149.45
2017-06-21,144.95
2017-06-22,149.6
2017-06-23,147.25
2017-06-27,143.5
2017-06-28,144.15
2017-06-29,144.4
2017-06-30,149.5
2017-07-03,150.0
2017-07-04,148.65
2017-07-05,150.25
2017-07-06,151.5
2017-07-07,151.45
2017-07-10,150.95
2017-07-11,145.8
2017-07-12,145.85
2017-07-13,144.95
2017-07-14,142.9
2017-07-17,143.5
2017-07-18,142.95
2017-07-19,142.65
2017-07-20,146.85
2017-07-21,145.7
2017-07-24,146.05
2017-07-25,149.4
2017-07-26,148.85
2017-07-27,146.3
2017-07-28,148.0
2017-07-31,147.1
2017-08-01,146.75
2017-08-02,144.15
2017-08-03,140.95
2017-08-04,139.9
2017-08-07,142.1
2017-08-08,140.85
2017-08-09,138.45
2017-08-10,135.95
2017-08-11,137.95
2017-08-14,140.35
2017-08-16,141.0
2017-08-17,137.95
2017-08-18,138.4
2017-08-21,136.65
2017-08-22,132.5
2017-08-23,132.1
2017-08-24,129.9
2017-08-28,129.55
2017-08-29,127.85
2017-08-30,128.3
2017-08-31,127.85
2017-09-01,129.4
2017-09-04,129.6
2017-09-05,131.2
2017-09-06,129.4
2017-09-07,129.05
2017-09-08,133.55
2017-09-11,141.15
2017-09-12,141.0
2017-09-13,147.05
2017-09-14,145.4
2017-09-15,146.65
2017-09-18,146.2
2017-09-19,146.25
2017-09-20,143.95
2017-09-21,142.05
2017-09-22,137.75
2017-09-25,132.95
2017-09-26,135.0
2017-09-27,135.0
2017-09-28,137.55
2017-09-29,133.6
2017-10-03,135.0
2017-10-04,134.7
2017-10-05,141.5
2017-10-06,142.4
2017-10-09,145.2
2017-10-10,144.05
2017-10-11,141.9
2017-10-12,139.05
2017-10-13,139.7
2017-10-16,142.35
2017-10-17,141.35
2017-10-18,140.0
2017-10-19,141.95
2017-10-23,139.35
2017-10-24,139.45
2017-10-25,140.6
2017-10-26,140.1
2017-10-27,138.95
2017-10-30,141.05
2017-10-31,141.75
2017-11-01,142.0
2017-11-02,138.1
2017-11-03,136.7
2017-11-06,136.0
2017-11-07,136.55
2017-11-08,134.7
2017-11-09,135.0
2017-11-10,134.25
2017-11-13,133.6
2017-11-14,134.85
2017-11-15,134.8
2017-11-16,135.0
2017-11-17,131.85
2017-11-20,132.2
2017-11-21,140.7
2017-11-22,150.05
2017-11-23,148.9
2017-11-24,153.0
2017-11-27,151.7
2017-11-28,148.1
2017-11-29,148.1
2017-11-30,144.15
2017-12-01,140.05
2017-12-04,138.85
2017-12-05,139.05
2017-12-06,138.95
2017-12-07,138.95
2017-12-08,137.8
2017-12-11,140.9
2017-12-12,141.15
2017-12-13,138.15
2017-12-14,135.6
2017-12-15,135.25
2017-12-18,135.35
2017-12-19,135.5
2017-12-20,135.9
2017-12-21,138.15
2017-12-22,136.5
2017-12-26,135.85
2017-12-27,136.45
2017-12-28,135.8
2017-12-29,136.5
