Date,TAKE
2017-01-02,135.65
2017-01-03,137.05
2017-01-04,142.7
2017-01-05,143.1
2017-01-06,141.2
2017-01-09,144.1
2017-01-10,147.75
2017-01-11,145.9
2017-01-12,143.05
2017-01-13,141.55
2017-01-16,144.15
2017-01-17,144.95
2017-01-18,142.6
2017-01-19,140.8
2017-01-20,140.0
2017-01-23,137.2
2017-01-24,140.0
2017-01-25,141.3
2017-01-27,143.65
2017-01-30,145.4
2017-01-31,139.65
2017-02-01,136.95
2017-02-02,139.15
2017-02-03,134.95
2017-02-06,136.3
2017-02-07,135.95
2017-02-08,137.35
2017-02-09,136.3
2017-02-10,137.05
2017-02-13,139.2
2017-02-14,138.4
2017-02-15,135.6
2017-02-16,136.0
2017-02-17,136.7
2017-02-20,137.1
2017-02-21,137.6
2017-02-22,137.55
2017-02-23,136.65
2017-02-27,137.1
2017-02-28,135.65
2017-03-01,138.4
2017-03-02,141.1
2017-03-03,141.2
2017-03-06,140.4
2017-03-07,141.75
2017-03-08,141.9
2017-03-09,140.05
2017-03-10,137.95
2017-03-14,138.65
2017-03-15,139.8
2017-03-16,138.75
2017-03-17,136.15
2017-03-20,135.7
2017-03-21,136.25
2017-03-22,135.4
2017-03-23,135.6
2017-03-24,136.15
2017-03-27,134.5
2017-03-28,132.1
2017-03-29,132.0
2017-03-30,131.9
2017-03-31,126.2
2017-04-03,130.75
2017-04-05,134.0
2017-04-06,133.4
2017-04-07,136.1
2017-04-10,135.45
2017-04-11,134.8
2017-04-12,132.75
2017-04-13,130.3
2017-04-17,130.55
2017-04-18,127.7
2017-04-19,127.15
2017-04-20,126.5
2017-04-21,132.9
2017-04-24,132.05
2017-04-25,133.0
2017-04-26,130.85
2017-04-27,133.5
2017-04-28,132.85
2017-05-02,131.5
2017-05-03,133.2
2017-05-04,132.25
2017-05-05,133.9
2017-05-08,135.3
2017-05-09,141.1
2017-05-10,139.8
2017-05-11,138.4
2017-05-12,140.1
2017-05-15,139.7
2017-05-16,140.1
2017-05-17,138.6
2017-05-18,134.35
2017-05-19,130.7
2017-05-22,127.1
2017-05-23,125.25
2017-05-24,122.45
2017-05-25,122.65
2017-05-26,120.6
2017-05-29,120.1
2017-05-30,121.1
2017-05-31,128.45
2017-06-01,124.95
2017-06-02,126.5
2017-06-05,129.4
2017-06-06,133.55
2017-06-07,148.65
2017-06-08,146.0
2017-06-09,147.25
2017-06-12,149.8
2017-06-13,147.6
2017-06-14,147.8
2017-06-15,146.95
2017-06-16,146.8
2017-06-19,146.9
2017-06-20,147.8
2017-06-21,148.45
2017-06-22,150.0
2017-06-23,147.95
2017-06-27,149.95
2017-06-28,150.75
2017-06-29,155.65
2017-06-30,163.85
2017-07-03,178.2
2017-07-04,176.9
2017-07-05,173.95
2017-07-06,170.55
2017-07-07,167.85
2017-07-10,169.6
2017-07-11,159.75
2017-07-12,157.8
2017-07-13,156.2
2017-07-14,154.6
2017-07-17,154.4
2017-07-18,151.45
2017-07-19,151.35
2017-07-20,151.05
2017-07-21,157.7
2017-07-24,152.05
2017-07-25,154.4
2017-07-26,150.4
2017-07-27,148.05
2017-07-28,152.65
2017-07-31,149.3
2017-08-01,151.25
2017-08-02,150.15
2017-08-03,149.6
2017-08-04,150.15
2017-08-07,142.9
2017-08-08,142.75
2017-08-09,146.6
2017-08-10,148.1
2017-08-11,139.3
2017-08-14,140.15
2017-08-16,136.45
2017-08-17,138.75
2017-08-18,135.25
2017-08-21,132.35
2017-08-22,128.65
2017-08-23,135.0
2017-08-24,134.45
2017-08-28,139.0
2017-08-29,137.2
2017-08-30,139.75
2017-08-31,137.05
2017-09-01,141.9
2017-09-04,136.95
2017-09-05,136.25
2017-09-06,134.95
2017-09-07,136.4
2017-09-08,135.85
2017-09-11,134.0
2017-09-12,137.1
2017-09-13,134.55
2017-09-14,133.75
2017-09-15,138.35
2017-09-18,165.85
2017-09-19,168.6
2017-09-20,158.95
2017-09-21,164.8
2017-09-22,159.6
2017-09-25,161.8
2017-09-26,161.95
2017-09-27,154.95
2017-09-28,155.0
2017-09-29,153.35
2017-10-03,155.0
2017-10-04,170.35
2017-10-05,169.4
2017-10-06,169.0
2017-10-09,165.9
2017-10-10,164.5
2017-10-11,157.8
2017-10-12,158.6
2017-10-13,154.8
2017-10-16,155.75
2017-10-17,158.0
2017-10-18,157.7
2017-10-19,157.3
2017-10-23,161.9
2017-10-24,169.95
2017-10-25,165.6
2017-10-26,163.7
2017-10-27,162.4
2017-10-30,175.05
2017-10-31,173.15
2017-11-01,173.9
2017-11-02,169.85
2017-11-03,167.25
2017-11-06,166.9
2017-11-07,160.55
2017-11-08,155.65
2017-11-09,155.25
2017-11-10,152.5
2017-11-13,152.95
2017-11-14,160.15
2017-11-15,153.3
2017-11-16,155.15
2017-11-17,159.4
2017-11-20,159.65
2017-11-21,161.65
2017-11-22,158.7
2017-11-23,158.15
2017-11-24,157.75
2017-11-27,159.55
2017-11-28,156.7
2017-11-29,154.7
2017-11-30,156.5
2017-12-01,157.6
2017-12-04,157.6
2017-12-05,156.35
2017-12-06,153.8
2017-12-07,159.35
2017-12-08,157.45
2017-12-11,157.7
2017-12-12,155.95
2017-12-13,158.85
2017-12-14,157.2
2017-12-15,156.35
2017-12-18,155.7
2017-12-19,159.6
2017-12-20,160.4
2017-12-21,164.6
2017-12-22,166.55
2017-12-26,166.6
2017-12-27,162.95
2017-12-28,161.35
2017-12-29,161.15
