Date,KSL
2017-01-02,285.05
2017-01-03,286.6
2017-01-04,291.25
2017-01-05,301.15
2017-01-06,305.0
2017-01-09,299.25
2017-01-10,317.05
2017-01-11,330.65
2017-01-12,329.45
2017-01-13,333.1
2017-01-16,343.7
2017-01-17,337.3
2017-01-18,339.95
2017-01-19,339.7
2017-01-20,331.65
2017-01-23,336.6
2017-01-24,337.05
2017-01-25,335.8
2017-01-27,331.6
2017-01-30,328.75
2017-01-31,324.5
2017-02-01,332.65
2017-02-02,335.7
2017-02-03,330.1
2017-02-06,336.9
2017-02-07,349.55
2017-02-08,358.55
2017-02-09,354.8
2017-02-10,351.55
2017-02-13,346.25
2017-02-14,346.7
2017-02-15,345.8
2017-02-16,351.85
2017-02-17,350.05
2017-02-20,351.75
2017-02-21,352.4
2017-02-22,349.4
2017-02-23,339.6
2017-02-27,339.45
2017-02-28,340.1
2017-03-01,356.05
2017-03-02,361.25
2017-03-03,365.15
2017-03-06,370.3
2017-03-07,374.25
2017-03-08,374.1
2017-03-09,366.4
2017-03-10,364.0
2017-03-14,371.5
2017-03-15,367.9
2017-03-16,378.25
2017-03-17,377.8
2017-03-20,373.3
2017-03-21,374.0
2017-03-22,369.05
2017-03-23,368.2
2017-03-24,366.95
2017-03-27,362.2
2017-03-28,360.65
2017-03-29,352.7
2017-03-30,355.85
2017-03-31,361.35
2017-04-03,362.0
2017-04-05,371.45
2017-04-06,378.5
2017-04-07,370.5
2017-04-10,396.4
2017-04-11,394.3
2017-04-12,384.35
2017-04-13,370.3
2017-04-17,367.05
2017-04-18,363.95
2017-04-19,369.7
2017-04-20,368.95
2017-04-21,363.05
2017-04-24,365.2
2017-04-25,368.55
2017-04-26,368.65
2017-04-27,373.7
2017-04-28,372.65
2017-05-02,376.55
2017-05-03,372.8
2017-05-04,375.4
2017-05-05,369.25
2017-05-08,370.05
2017-05-09,371.45
2017-05-10,368.65
2017-05-11,368.35
2017-05-12,383.1
2017-05-15,397.6
2017-05-16,401.8
2017-05-17,416.7
2017-05-18,418.7
2017-05-19,427.0
2017-05-22,418.95
2017-05-23,403.95
2017-05-24,402.35
2017-05-25,416.8
2017-05-26,418.8
2017-05-29,413.15
2017-05-30,409.75
2017-05-31,409.75
2017-06-01,408.4
2017-06-02,408.25
2017-06-05,414.3
2017-06-06,408.15
2017-06-07,408.85
2017-06-08,414.8
2017-06-09,424.55
2017-06-12,423.45
2017-06-13,431.25
2017-06-14,442.15
2017-06-15,447.9
2017-06-16,443.35
2017-06-19,463.05
2017-06-20,459.35
2017-06-21,447.8
2017-06-22,443.0
2017-06-23,428.3
2017-06-27,421.6
2017-06-28,425.65
2017-06-29,426.85
2017-06-30,420.05
2017-07-03,429.1
2017-07-04,425.75
2017-07-05,437.2
2017-07-06,441.4
2017-07-07,441.05
2017-07-10,440.25
2017-07-11,446.85
2017-07-12,430.3
2017-07-13,446.2
2017-07-14,449.05
2017-07-17,446.5
2017-07-18,438.85
2017-07-19,446.05
2017-07-20,442.05
2017-07-21,448.95
2017-07-24,438.1
2017-07-25,437.5
2017-07-26,441.3
2017-07-27,438.85
2017-07-28,446.05
2017-07-31,443.4
2017-08-01,449.25
2017-08-02,442.5
2017-08-03,437.9
2017-08-04,447.05
2017-08-07,456.9
2017-08-08,457.35
2017-08-09,446.1
2017-08-10,430.0
2017-08-11,394.2
2017-08-14,410.45
2017-08-16,416.3
2017-08-17,421.75
2017-08-18,414.4
2017-08-21,416.25
2017-08-22,410.6
2017-08-23,422.75
2017-08-24,419.2
2017-08-28,417.7
2017-08-29,411.6
2017-08-30,415.55
2017-08-31,415.8
2017-09-01,424.9
2017-09-04,415.85
2017-09-05,415.8
2017-09-06,415.5
2017-09-07,420.05
2017-09-08,430.05
2017-09-11,426.55
2017-09-12,430.0
2017-09-13,424.3
2017-09-14,423.55
2017-09-15,419.95
2017-09-18,422.35
2017-09-19,427.05
2017-09-20,431.7
2017-09-21,432.8
2017-09-22,417.4
2017-09-25,402.45
2017-09-26,403.45
2017-09-27,393.15
2017-09-28,392.0
2017-09-29,389.1
2017-10-03,391.9
2017-10-04,394.8
2017-10-05,398.8
2017-10-06,409.8
2017-10-09,420.0
2017-10-10,418.7
2017-10-11,406.05
2017-10-12,409.7
2017-10-13,408.05
2017-10-16,406.55
2017-10-17,406.4
2017-10-18,407.7
2017-10-19,409.65
2017-10-23,402.45
2017-10-24,404.75
2017-10-25,409.35
2017-10-26,411.75
2017-10-27,410.1
2017-10-30,414.45
2017-10-31,420.45
2017-11-01,414.05
2017-11-02,413.55
2017-11-03,423.45
2017-11-06,419.8
2017-11-07,411.75
2017-11-08,406.6
2017-11-09,396.2
2017-11-10,392.45
2017-11-13,389.1
2017-11-14,392.85
2017-11-15,385.9
2017-11-16,388.25
2017-11-17,390.8
2017-11-20,387.4
2017-11-21,387.0
2017-11-22,379.3
2017-11-23,375.6
2017-11-24,376.05
2017-11-27,373.9
2017-11-28,373.5
2017-11-29,369.55
2017-11-30,372.35
2017-12-01,368.75
2017-12-04,356.8
2017-12-05,351.75
2017-12-06,361.95
2017-12-07,362.15
2017-12-08,366.8
2017-12-11,369.4
2017-12-12,368.7
2017-12-13,360.75
2017-12-14,361.4
2017-12-15,357.35
2017-12-18,358.4
2017-12-19,363.6
2017-12-20,365.2
2017-12-21,366.75
2017-12-22,373.9
2017-12-26,412.0
2017-12-27,398.5
2017-12-28,408.4
2017-12-29,400.35
