Date,MOLDTKPAC
2017-01-02,196.5
2017-01-03,195.55
2017-01-04,199.85
2017-01-05,199.7
2017-01-06,200.0
2017-01-09,198.6
2017-01-10,197.8
2017-01-11,199.5
2017-01-12,198.1
2017-01-13,199.15
2017-01-16,196.2
2017-01-17,199.55
2017-01-18,199.3
2017-01-19,197.9
2017-01-20,196.35
2017-01-23,198.65
2017-01-24,200.0
2017-01-25,199.4
2017-01-27,207.8
2017-01-30,208.8
2017-01-31,211.1
2017-02-01,210.25
2017-02-02,209.3
2017-02-03,209.25
2017-02-06,208.9
2017-02-07,209.75
2017-02-08,206.9
2017-02-09,208.3
2017-02-10,206.5
2017-02-13,202.6
2017-02-14,209.45
2017-02-15,208.4
2017-02-16,214.4
2017-02-17,218.85
2017-02-20,222.0
2017-02-21,223.0
2017-02-22,215.4
2017-02-23,216.8
2017-02-27,219.05
2017-02-28,225.0
2017-03-01,226.1
2017-03-02,223.25
2017-03-03,225.55
2017-03-06,223.85
2017-03-07,223.3
2017-03-08,225.8
2017-03-09,223.5
2017-03-10,223.45
2017-03-14,226.4
2017-03-15,227.25
2017-03-16,228.05
2017-03-17,226.0
2017-03-20,222.7
2017-03-21,224.8
2017-03-22,225.65
2017-03-23,226.95
2017-03-24,225.95
2017-03-27,227.8
2017-03-28,225.9
2017-03-29,226.35
2017-03-30,229.3
2017-03-31,230.9
2017-04-03,241.0
2017-04-05,235.5
2017-04-06,240.55
2017-04-07,234.7
2017-04-10,234.1
2017-04-11,239.75
2017-04-12,241.85
2017-04-13,237.85
2017-04-17,239.6
2017-04-18,239.55
2017-04-19,239.8
2017-04-20,239.35
2017-04-21,233.75
2017-04-24,253.75
2017-04-25,258.4
2017-04-26,279.4
2017-04-27,284.25
2017-04-28,275.5
2017-05-02,275.8
2017-05-03,287.6
2017-05-04,292.65
2017-05-05,282.35
2017-05-08,294.45
2017-05-09,302.5
2017-05-10,310.05
2017-05-11,304.25
2017-05-12,301.2
2017-05-15,294.85
2017-05-16,303.8
2017-05-17,295.5
2017-05-18,297.15
2017-05-19,293.55
2017-05-22,288.2
2017-05-23,288.4
2017-05-24,288.9
2017-05-25,297.3
2017-05-26,295.85
2017-05-29,288.3
2017-05-30,287.35
2017-05-31,282.55
2017-06-01,274.1
2017-06-02,269.9
2017-06-05,276.2
2017-06-06,274.3
2017-06-07,288.7
2017-06-08,292.65
2017-06-09,299.55
2017-06-12,298.0
2017-06-13,294.55
2017-06-14,292.1
2017-06-15,284.8
2017-06-16,286.3
2017-06-19,285.2
2017-06-20,284.85
2017-06-21,288.85
2017-06-22,290.9
2017-06-23,284.7
2017-06-27,280.85
2017-06-28,280.5
2017-06-29,293.65
2017-06-30,299.6
2017-07-03,304.95
2017-07-04,309.0
2017-07-05,306.5
2017-07-06,307.75
2017-07-07,301.6
2017-07-10,301.75
2017-07-11,304.2
2017-07-12,309.45
2017-07-13,305.4
2017-07-14,304.4
2017-07-17,309.15
2017-07-18,306.0
2017-07-19,308.55
2017-07-20,299.4
2017-07-21,293.95
2017-07-24,284.8
2017-07-25,277.65
2017-07-26,280.35
2017-07-27,280.6
2017-07-28,280.0
2017-07-31,280.1
2017-08-01,278.9
2017-08-02,279.5
2017-08-03,266.9
2017-08-04,278.5
2017-08-07,279.55
2017-08-08,280.35
2017-08-09,274.25
2017-08-10,268.55
2017-08-11,271.4
2017-08-14,277.15
2017-08-16,284.05
2017-08-17,284.3
2017-08-18,293.0
2017-08-21,299.3
2017-08-22,294.25
2017-08-23,292.4
2017-08-24,287.95
2017-08-28,295.75
2017-08-29,289.95
2017-08-30,299.3
2017-08-31,300.0
2017-09-01,309.6
2017-09-04,305.1
2017-09-05,301.0
2017-09-06,299.9
2017-09-07,301.45
2017-09-08,299.9
2017-09-11,296.4
2017-09-12,294.5
2017-09-13,296.85
2017-09-14,299.4
2017-09-15,293.7
2017-09-18,282.65
2017-09-19,279.6
2017-09-20,282.95
2017-09-21,282.15
2017-09-22,278.4
2017-09-25,282.6
2017-09-26,286.0
2017-09-27,280.35
2017-09-28,286.65
2017-09-29,289.7
2017-10-03,293.45
2017-10-04,288.9
2017-10-05,284.2
2017-10-06,285.2
2017-10-09,290.95
2017-10-10,302.2
2017-10-11,294.9
2017-10-12,300.4
2017-10-13,315.95
2017-10-16,321.15
2017-10-17,322.2
2017-10-18,321.8
2017-10-19,325.15
2017-10-23,332.6
2017-10-24,331.0
2017-10-25,319.95
2017-10-26,326.0
2017-10-27,332.15
2017-10-30,325.0
2017-10-31,329.5
2017-11-01,323.95
2017-11-02,321.75
2017-11-03,325.1
2017-11-06,320.6
2017-11-07,313.35
2017-11-08,320.6
2017-11-09,314.1
2017-11-10,313.65
2017-11-13,315.1
2017-11-14,316.85
2017-11-15,312.25
2017-11-16,312.2
2017-11-17,307.3
2017-11-20,310.0
2017-11-21,319.6
2017-11-22,313.25
2017-11-23,320.2
2017-11-24,312.6
2017-11-27,312.4
2017-11-28,312.0
2017-11-29,313.75
2017-11-30,314.4
2017-12-01,307.5
2017-12-04,309.0
2017-12-05,310.15
2017-12-06,313.0
2017-12-07,316.65
2017-12-08,317.6
2017-12-11,320.55
2017-12-12,320.75
2017-12-13,320.4
2017-12-14,315.05
2017-12-15,316.8
2017-12-18,325.35
2017-12-19,324.75
2017-12-20,333.1
2017-12-21,331.55
2017-12-22,330.25
2017-12-26,332.4
2017-12-27,328.85
2017-12-28,326.8
2017-12-29,316.95
