Date,KOTAKNIFTY
2017-01-02,827.6
2017-01-03,828.0
2017-01-04,828.97
2017-01-05,837.02
2017-01-06,834.08
2017-01-09,832.37
2017-01-10,836.02
2017-01-11,845.71
2017-01-12,848.78
2017-01-13,849.32
2017-01-16,851.44
2017-01-17,849.97
2017-01-18,849.99
2017-01-19,852.75
2017-01-20,848.12
2017-01-23,851.08
2017-01-24,857.26
2017-01-25,866.08
2017-01-27,872.4
2017-01-30,876.32
2017-01-31,869.52
2017-02-01,883.42
2017-02-02,882.76
2017-02-03,881.14
2017-02-06,887.78
2017-02-07,886.52
2017-02-08,885.49
2017-02-09,887.3
2017-02-10,887.26
2017-02-13,888.75
2017-02-14,889.14
2017-02-15,881.59
2017-02-16,885.58
2017-02-17,890.8
2017-02-20,895.99
2017-02-21,899.34
2017-02-22,904.3
2017-02-23,903.94
2017-02-27,902.44
2017-02-28,898.47
2017-03-01,903.69
2017-03-02,900.29
2017-03-03,899.3
2017-03-06,905.25
2017-03-07,908.4
2017-03-08,901.3
2017-03-09,894.71
2017-03-10,895.76
2017-03-14,908.77
2017-03-15,909.96
2017-03-16,914.79
2017-03-17,914.57
2017-03-20,912.01
2017-03-21,912.01
2017-03-22,905.22
2017-03-23,908.87
2017-03-24,911.26
2017-03-27,906.6
2017-03-28,910.45
2017-03-29,915.83
2017-03-30,920.56
2017-03-31,915.63
2017-04-03,923.51
2017-04-05,926.4
2017-04-06,924.42
2017-04-07,921.09
2017-04-10,921.49
2017-04-11,925.7
2017-04-12,920.44
2017-04-13,919.17
2017-04-17,916.62
2017-04-18,914.18
2017-04-19,912.79
2017-04-20,914.97
2017-04-21,913.61
2017-04-24,921.99
2017-04-25,930.82
2017-04-26,934.63
2017-04-27,937.46
2017-04-28,933.99
2017-05-02,937.34
2017-05-03,934.48
2017-05-04,938.46
2017-05-05,929.13
2017-05-08,932.25
2017-05-09,932.98
2017-05-10,941.45
2017-05-11,941.47
2017-05-12,941.73
2017-05-15,944.12
2017-05-16,952.06
2017-05-17,953.64
2017-05-18,945.67
2017-05-19,943.46
2017-05-22,946.65
2017-05-23,940.72
2017-05-24,935.81
2017-05-25,950.46
2017-05-26,957.69
2017-05-29,960.98
2017-05-30,962.87
2017-05-31,967.08
2017-06-01,964.98
2017-06-02,967.17
2017-06-05,970.64
2017-06-06,969.65
2017-06-07,969.96
2017-06-08,970.85
2017-06-09,971.0
2017-06-12,966.96
2017-06-13,966.91
2017-06-14,966.99
2017-06-15,965.53
2017-06-16,963.55
2017-06-19,969.59
2017-06-20,969.4
2017-06-21,967.98
2017-06-22,967.43
2017-06-23,962.28
2017-06-27,955.64
2017-06-28,953.89
2017-06-29,960.71
2017-06-30,958.2
2017-07-03,965.96
2017-07-04,967.42
2017-07-05,967.73
2017-07-06,970.21
2017-07-07,970.84
2017-07-10,981.15
2017-07-11,985.28
2017-07-12,985.96
2017-07-13,991.53
2017-07-14,994.32
2017-07-17,998.32
2017-07-18,994.46
2017-07-19,1000.33
2017-07-20,999.28
2017-07-21,998.42
2017-07-24,1005.85
2017-07-25,1003.96
2017-07-26,1009.9
2017-07-27,101.18
2017-07-28,100.7
2017-07-31,101.85
2017-08-01,102.07
2017-08-02,101.8
2017-08-03,101.34
2017-08-04,101.7
2017-08-07,101.5
2017-08-08,100.59
2017-08-09,99.98
2017-08-10,99.47
2017-08-11,98.07
2017-08-14,98.54
2017-08-16,99.87
2017-08-17,100.26
2017-08-18,99.62
2017-08-21,98.7
2017-08-22,98.99
2017-08-23,99.38
2017-08-24,99.69
2017-08-28,99.93
2017-08-29,99.16
2017-08-30,99.6
2017-08-31,99.83
2017-09-01,100.62
2017-09-04,99.99
2017-09-05,100.57
2017-09-06,100.14
2017-09-07,100.38
2017-09-08,100.55
2017-09-11,101.11
2017-09-12,101.87
2017-09-13,102.06
2017-09-14,102.13
2017-09-15,101.68
2017-09-18,102.48
2017-09-19,102.5
2017-09-20,102.43
2017-09-21,102.28
2017-09-22,100.91
2017-09-25,99.76
2017-09-26,99.45
2017-09-27,98.56
2017-09-28,98.63
2017-09-29,98.81
2017-10-03,99.62
2017-10-04,99.9
2017-10-05,99.96
2017-10-06,100.8
2017-10-09,101.06
2017-10-10,101.22
2017-10-11,100.72
2017-10-12,101.84
2017-10-13,102.91
2017-10-16,103.34
2017-10-17,103.35
2017-10-18,103.34
2017-10-19,102.48
2017-10-23,102.45
2017-10-24,103.0
2017-10-25,103.74
2017-10-26,104.03
2017-10-27,104.05
2017-10-30,104.69
2017-10-31,104.28
2017-11-01,105.4
2017-11-02,105.35
2017-11-03,105.99
2017-11-06,105.64
2017-11-07,105.12
2017-11-08,104.08
2017-11-09,104.4
2017-11-10,104.22
2017-11-13,103.74
2017-11-14,103.08
2017-11-15,102.56
2017-11-16,103.29
2017-11-17,103.88
2017-11-20,104.17
2017-11-21,104.34
2017-11-22,104.65
2017-11-23,105.2
2017-11-24,104.98
2017-11-27,105.04
2017-11-28,105.0
2017-11-29,105.0
2017-11-30,104.05
2017-12-01,102.53
2017-12-04,102.54
2017-12-05,102.43
2017-12-06,101.56
2017-12-07,103.11
2017-12-08,103.9
2017-12-11,104.64
2017-12-12,103.85
2017-12-13,103.13
2017-12-14,103.54
2017-12-15,104.52
2017-12-18,105.1
2017-12-19,105.67
2017-12-20,105.55
2017-12-21,105.78
2017-12-22,105.99
2017-12-26,106.24
2017-12-27,106.12
2017-12-28,105.67
2017-12-29,106.28
