Date,ABBOTINDIA
2017-01-02,4716.0
2017-01-03,4657.65
2017-01-04,4619.25
2017-01-05,4609.05
2017-01-06,4604.45
2017-01-09,4583.3
2017-01-10,4519.9
2017-01-11,4545.3
2017-01-12,4515.85
2017-01-13,4520.35
2017-01-16,4449.5
2017-01-17,4468.4
2017-01-18,4422.55
2017-01-19,4421.35
2017-01-20,4409.75
2017-01-23,4379.8
2017-01-24,4410.75
2017-01-25,4411.7
2017-01-27,4430.95
2017-01-30,4411.15
2017-01-31,4401.7
2017-02-01,4415.55
2017-02-02,4461.95
2017-02-03,4470.4
2017-02-06,4597.15
2017-02-07,4626.05
2017-02-08,4609.95
2017-02-09,4596.8
2017-02-10,4525.9
2017-02-13,4459.75
2017-02-14,4474.45
2017-02-15,4424.4
2017-02-16,4451.45
2017-02-17,4498.0
2017-02-20,4485.5
2017-02-21,4506.2
2017-02-22,4526.15
2017-02-23,4524.15
2017-02-27,4496.6
2017-02-28,4463.0
2017-03-01,4445.2
2017-03-02,4445.0
2017-03-03,4476.25
2017-03-06,4490.5
2017-03-07,4476.7
2017-03-08,4457.7
2017-03-09,4454.4
2017-03-10,4465.65
2017-03-14,4479.35
2017-03-15,4498.15
2017-03-16,4587.55
2017-03-17,4497.3
2017-03-20,4503.3
2017-03-21,4499.05
2017-03-22,4511.1
2017-03-23,4812.65
2017-03-24,4683.95
2017-03-27,4612.05
2017-03-28,4617.85
2017-03-29,4581.25
2017-03-30,4560.0
2017-03-31,4642.6
2017-04-03,4767.1
2017-04-05,4799.55
2017-04-06,4815.15
2017-04-07,4757.95
2017-04-10,4757.45
2017-04-11,4712.35
2017-04-12,4708.8
2017-04-13,4786.65
2017-04-17,4715.4
2017-04-18,4617.6
2017-04-19,4619.05
2017-04-20,4642.0
2017-04-21,4582.9
2017-04-24,4462.8
2017-04-25,4470.05
2017-04-26,4465.8
2017-04-27,4390.2
2017-04-28,4424.05
2017-05-02,4256.15
2017-05-03,4116.45
2017-05-04,4170.2
2017-05-05,4246.75
2017-05-08,4194.6
2017-05-09,4203.6
2017-05-10,4206.45
2017-05-11,4293.15
2017-05-12,4274.55
2017-05-15,4200.05
2017-05-16,4206.0
2017-05-17,4226.9
2017-05-18,4209.65
2017-05-19,4219.1
2017-05-22,4193.5
2017-05-23,4136.05
2017-05-24,4095.25
2017-05-25,4102.0
2017-05-26,4114.25
2017-05-29,4022.5
2017-05-30,4150.1
2017-05-31,4177.9
2017-06-01,4193.55
2017-06-02,4173.3
2017-06-05,4180.6
2017-06-06,4204.25
2017-06-07,4202.35
2017-06-08,4196.6
2017-06-09,4230.5
2017-06-12,4250.75
2017-06-13,4299.5
2017-06-14,4293.3
2017-06-15,4233.4
2017-06-16,4228.65
2017-06-19,4267.65
2017-06-20,4358.1
2017-06-21,4415.5
2017-06-22,4349.8
2017-06-23,4298.35
2017-06-27,4243.25
2017-06-28,4236.1
2017-06-29,4222.35
2017-06-30,4272.7
2017-07-03,4207.85
2017-07-04,4219.1
2017-07-05,4238.75
2017-07-06,4262.65
2017-07-07,4289.75
2017-07-10,4350.75
2017-07-11,4301.85
2017-07-12,4350.1
2017-07-13,4407.75
2017-07-14,4551.65
2017-07-17,4500.7
2017-07-18,4467.7
2017-07-19,4500.6
2017-07-20,4543.55
2017-07-21,4525.2
2017-07-24,4525.9
2017-07-25,4364.5
2017-07-26,4308.5
2017-07-27,4231.3
2017-07-28,4276.85
2017-07-31,4444.85
2017-08-01,4392.2
2017-08-02,4430.4
2017-08-03,4374.35
2017-08-04,4367.65
2017-08-07,4453.05
2017-08-08,4375.5
