Date,EMMBI
2017-01-02,118.85
2017-01-03,134.3
2017-01-04,140.55
2017-01-05,142.45
2017-01-06,136.45
2017-01-09,136.3
2017-01-10,138.8
2017-01-11,141.1
2017-01-12,136.35
2017-01-13,137.8
2017-01-16,141.55
2017-01-17,137.85
2017-01-18,139.6
2017-01-19,139.9
2017-01-20,137.15
2017-01-23,139.25
2017-01-24,139.15
2017-01-25,138.75
2017-01-27,136.35
2017-01-30,135.65
2017-01-31,132.1
2017-02-01,139.45
2017-02-02,141.5
2017-02-03,140.9
2017-02-06,137.4
2017-02-07,130.55
2017-02-08,133.25
2017-02-09,134.35
2017-02-10,133.7
2017-02-13,130.65
2017-02-14,130.9
2017-02-15,128.35
2017-02-16,134.5
2017-02-17,137.4
2017-02-20,135.85
2017-02-21,132.3
2017-02-22,133.95
2017-02-23,133.4
2017-02-27,134.85
2017-02-28,133.25
2017-03-01,131.95
2017-03-02,129.1
2017-03-03,131.65
2017-03-06,133.95
2017-03-07,134.6
2017-03-08,133.8
2017-03-09,135.4
2017-03-10,136.55
2017-03-14,138.65
2017-03-15,141.5
2017-03-16,142.25
2017-03-17,140.5
2017-03-20,137.15
2017-03-21,136.35
2017-03-22,140.15
2017-03-23,139.9
2017-03-24,140.35
2017-03-27,140.55
2017-03-28,149.8
2017-03-29,151.45
2017-03-30,152.6
2017-03-31,152.0
2017-04-03,156.5
2017-04-05,159.65
2017-04-06,161.1
2017-04-07,159.1
2017-04-10,160.1
2017-04-11,159.7
2017-04-12,158.0
2017-04-13,159.7
2017-04-17,164.45
2017-04-18,164.3
2017-04-19,165.45
2017-04-20,173.0
2017-04-21,173.25
2017-04-24,172.05
2017-04-25,168.7
2017-04-26,164.5
2017-04-27,162.0
2017-04-28,163.75
2017-05-02,166.45
2017-05-03,169.35
2017-05-04,167.6
2017-05-05,166.25
2017-05-08,166.5
2017-05-09,166.65
2017-05-10,166.55
2017-05-11,165.25
2017-05-12,165.0
2017-05-15,165.55
2017-05-16,159.85
2017-05-17,164.25
2017-05-18,166.9
2017-05-19,171.55
2017-05-22,171.2
2017-05-23,174.55
2017-05-24,184.7
2017-05-25,196.85
2017-05-26,201.5
2017-05-29,205.0
2017-05-30,204.6
2017-05-31,200.55
2017-06-01,199.65
2017-06-02,196.45
2017-06-05,189.85
2017-06-06,181.5
2017-06-07,190.5
2017-06-08,190.8
2017-06-09,192.45
2017-06-12,189.9
2017-06-13,189.6
2017-06-14,189.95
2017-06-15,189.8
2017-06-16,190.0
2017-06-19,189.0
2017-06-20,188.3
2017-06-21,184.7
2017-06-22,186.65
2017-06-23,188.7
2017-06-27,186.2
2017-06-28,183.35
2017-06-29,185.9
2017-06-30,188.0
2017-07-03,187.0
2017-07-04,189.8
2017-07-05,188.8
2017-07-06,189.95
2017-07-07,189.85
2017-07-10,189.75
2017-07-11,189.8
2017-07-12,189.05
2017-07-13,192.9
2017-07-14,192.25
2017-07-17,190.65
2017-07-18,187.2
2017-07-19,189.5
2017-07-20,185.85
2017-07-21,186.35
2017-07-24,185.9
2017-07-25,183.9
2017-07-26,182.45
2017-07-27,181.8
2017-07-28,191.1
2017-07-31,195.5
2017-08-01,195.1
2017-08-02,193.05
2017-08-03,193.7
2017-08-04,191.4
2017-08-07,188.9
2017-08-08,191.0
2017-08-09,190.05
2017-08-10,184.85
2017-08-11,181.15
2017-08-14,182.9
2017-08-16,181.45
2017-08-17,181.0
2017-08-18,184.25
2017-08-21,184.6
2017-08-22,187.85
2017-08-23,186.7
2017-08-24,189.8
2017-08-28,192.6
2017-08-29,189.9
2017-08-30,192.85
2017-08-31,192.55
2017-09-01,193.55
2017-09-04,192.9
2017-09-05,191.4
2017-09-06,191.85
2017-09-07,191.8
2017-09-08,191.95
2017-09-11,192.7
2017-09-12,191.8
2017-09-13,192.35
2017-09-14,200.8
2017-09-15,204.1
2017-09-18,227.7
2017-09-19,236.25
2017-09-20,236.75
2017-09-21,233.75
2017-09-22,222.05
2017-09-25,213.15
2017-09-26,216.8
2017-09-27,216.2
2017-09-28,216.7
2017-09-29,217.55
2017-10-03,216.45
2017-10-04,218.9
2017-10-05,218.4
2017-10-06,247.9
2017-10-09,239.35
2017-10-10,233.25
2017-10-11,225.4
2017-10-12,222.75
2017-10-13,224.5
2017-10-16,227.75
2017-10-17,225.6
2017-10-18,225.95
2017-10-19,223.55
2017-10-23,224.1
2017-10-24,224.6
2017-10-25,222.15
2017-10-26,221.65
2017-10-27,223.2
2017-10-30,222.65
2017-10-31,223.9
2017-11-01,222.4
2017-11-02,217.0
2017-11-03,217.45
2017-11-06,217.35
2017-11-07,216.05
2017-11-08,220.95
2017-11-09,225.35
2017-11-10,229.6
2017-11-13,231.1
2017-11-14,231.4
2017-11-15,231.6
2017-11-16,218.45
2017-11-17,221.85
2017-11-20,221.0
2017-11-21,221.1
2017-11-22,218.05
2017-11-23,217.35
2017-11-24,216.5
2017-11-27,213.8
2017-11-28,215.05
2017-11-29,216.75
2017-11-30,218.25
2017-12-01,217.3
2017-12-04,219.25
2017-12-05,218.35
2017-12-06,217.45
2017-12-07,218.7
2017-12-08,220.55
2017-12-11,218.95
2017-12-12,221.25
2017-12-13,221.1
2017-12-14,219.8
2017-12-15,219.6
2017-12-18,221.15
2017-12-19,230.3
2017-12-20,232.05
2017-12-21,237.95
2017-12-22,241.2
2017-12-26,238.95
2017-12-27,240.0
2017-12-28,236.55
2017-12-29,234.85
