Date,JAGSNPHARM
2017-01-02,35.45
2017-01-03,40.15
2017-01-04,39.8
2017-01-05,39.7
2017-01-06,39.65
2017-01-09,39.6
2017-01-10,39.15
2017-01-11,38.85
2017-01-12,38.3
2017-01-13,37.7
2017-01-16,38.75
2017-01-17,38.35
2017-01-18,38.1
2017-01-19,38.7
2017-01-20,37.65
2017-01-23,37.45
2017-01-24,37.25
2017-01-25,36.55
2017-01-27,36.85
2017-01-30,36.55
2017-01-31,35.5
2017-02-01,35.65
2017-02-02,35.5
2017-02-03,36.55
2017-02-06,37.4
2017-02-07,36.6
2017-02-08,38.9
2017-02-09,38.95
2017-02-10,38.05
2017-02-13,36.65
2017-02-14,39.45
2017-02-15,41.0
2017-02-16,40.3
2017-02-17,39.45
2017-02-20,40.15
2017-02-21,39.7
2017-02-22,39.25
2017-02-23,39.75
2017-02-27,39.1
2017-02-28,38.45
2017-03-01,39.1
2017-03-02,38.4
2017-03-03,37.85
2017-03-06,37.6
2017-03-07,37.45
2017-03-08,37.6
2017-03-09,37.55
2017-03-10,38.2
2017-03-14,39.75
2017-03-15,42.05
2017-03-16,41.2
2017-03-17,40.65
2017-03-20,39.7
2017-03-21,39.05
2017-03-22,37.85
2017-03-23,38.0
2017-03-24,37.95
2017-03-27,37.9
2017-03-28,37.7
2017-03-29,38.05
2017-03-30,37.8
2017-03-31,38.0
2017-04-03,39.25
2017-04-05,40.1
2017-04-06,39.65
2017-04-07,38.9
2017-04-10,39.1
2017-04-11,40.3
2017-04-12,41.65
2017-04-13,43.55
2017-04-17,45.45
2017-04-18,44.95
2017-04-19,44.3
2017-04-20,45.55
2017-04-21,48.9
2017-04-24,46.9
2017-04-25,45.7
2017-04-26,44.9
2017-04-27,46.9
2017-04-28,45.55
2017-05-02,45.55
2017-05-03,45.1
2017-05-04,44.2
2017-05-05,42.8
2017-05-08,42.35
2017-05-09,45.75
2017-05-10,44.7
2017-05-11,44.05
2017-05-12,43.1
2017-05-15,43.55
2017-05-16,46.5
2017-05-17,45.25
2017-05-18,43.9
2017-05-19,42.1
2017-05-22,41.4
2017-05-23,39.6
2017-05-24,38.2
2017-05-25,39.65
2017-05-26,40.4
2017-05-29,38.4
2017-05-30,38.7
2017-05-31,38.05
2017-06-01,38.65
2017-06-02,39.25
2017-06-05,38.15
2017-06-06,37.0
2017-06-07,36.95
2017-06-08,37.85
2017-06-09,37.85
2017-06-12,37.4
2017-06-13,37.75
2017-06-14,37.85
2017-06-15,38.4
2017-06-16,37.3
2017-06-19,38.05
2017-06-20,37.7
2017-06-21,37.7
2017-06-22,38.1
2017-06-23,37.5
2017-06-27,35.65
2017-06-28,34.9
2017-06-29,35.65
2017-06-30,36.3
2017-07-03,36.45
2017-07-04,36.05
2017-07-05,36.45
2017-07-06,36.75
2017-07-07,37.45
2017-07-10,37.85
2017-07-11,37.0
2017-07-12,36.5
2017-07-13,36.65
2017-07-14,38.25
2017-07-17,37.5
2017-07-18,36.7
2017-07-19,37.3
2017-07-20,37.65
2017-07-21,37.4
2017-07-24,36.45
2017-07-25,36.5
2017-07-26,36.35
2017-07-27,35.6
2017-07-28,35.8
2017-07-31,35.5
2017-08-01,35.8
2017-08-02,35.35
2017-08-03,34.35
2017-08-04,33.2
2017-08-07,33.55
2017-08-08,33.55
2017-08-09,32.45
2017-08-10,30.3
2017-08-11,30.2
2017-08-14,32.0
2017-08-16,31.3
2017-08-17,30.65
2017-08-18,31.2
2017-08-21,30.9
2017-08-22,30.35
2017-08-23,30.8
2017-08-24,30.9
2017-08-28,30.85
2017-08-29,31.0
2017-08-30,31.2
2017-08-31,31.7
2017-09-01,31.25
2017-09-04,30.5
2017-09-05,30.95
2017-09-06,31.05
2017-09-07,31.05
2017-09-08,31.7
2017-09-11,32.45
2017-09-12,31.8
2017-09-13,32.15
2017-09-14,33.0
2017-09-15,34.55
2017-09-18,33.8
2017-09-19,32.4
2017-09-20,34.1
2017-09-21,34.15
2017-09-22,32.8
2017-09-25,31.8
2017-09-26,31.6
2017-09-27,30.95
2017-09-28,30.85
2017-09-29,30.55
2017-10-03,31.15
2017-10-04,31.15
2017-10-05,31.65
2017-10-06,31.85
2017-10-09,32.0
2017-10-10,31.6
2017-10-11,35.3
2017-10-12,34.35
2017-10-13,32.9
2017-10-16,33.45
2017-10-17,32.15
2017-10-18,32.35
2017-10-19,33.05
2017-10-23,34.65
2017-10-24,34.35
2017-10-25,34.05
2017-10-26,34.0
2017-10-27,34.85
2017-10-30,34.25
2017-10-31,40.25
2017-11-01,37.9
2017-11-02,37.9
2017-11-03,37.9
2017-11-06,37.25
2017-11-07,36.6
2017-11-08,35.45
2017-11-09,39.2
2017-11-10,37.55
2017-11-13,36.5
2017-11-14,36.15
2017-11-15,33.65
2017-11-16,34.6
2017-11-17,34.45
2017-11-20,35.9
2017-11-21,35.9
2017-11-22,35.1
2017-11-23,37.5
2017-11-24,37.75
2017-11-27,36.9
2017-11-28,36.55
2017-11-29,36.5
2017-11-30,36.25
2017-12-01,37.2
2017-12-04,37.8
2017-12-05,37.6
2017-12-06,36.7
2017-12-07,36.85
2017-12-08,36.85
2017-12-11,36.7
2017-12-12,35.85
2017-12-13,34.55
2017-12-14,33.85
2017-12-15,34.4
2017-12-18,34.55
2017-12-19,36.05
2017-12-20,36.25
2017-12-21,37.3
2017-12-22,37.8
2017-12-26,37.55
2017-12-27,37.65
2017-12-28,38.85
2017-12-29,38.1
