Date,CCL
2017-01-02,266.7
2017-01-03,267.5
2017-01-04,262.3
2017-01-05,266.55
2017-01-06,267.5
2017-01-09,266.75
2017-01-10,268.05
2017-01-11,267.55
2017-01-12,268.15
2017-01-13,273.05
2017-01-16,275.15
2017-01-17,277.05
2017-01-18,279.45
2017-01-19,293.25
2017-01-20,295.2
2017-01-23,297.1
2017-01-24,298.3
2017-01-25,298.55
2017-01-27,300.0
2017-01-30,299.55
2017-01-31,299.9
2017-02-01,303.75
2017-02-02,309.7
2017-02-03,313.05
2017-02-06,310.4
2017-02-07,312.1
2017-02-08,311.05
2017-02-09,310.9
2017-02-10,313.7
2017-02-13,313.65
2017-02-14,314.5
2017-02-15,314.85
2017-02-16,315.7
2017-02-17,318.7
2017-02-20,318.65
2017-02-21,324.75
2017-02-22,327.45
2017-02-23,329.75
2017-02-27,339.55
2017-02-28,342.6
2017-03-01,354.35
2017-03-02,363.75
2017-03-03,354.25
2017-03-06,357.3
2017-03-07,352.4
2017-03-08,353.3
2017-03-09,357.55
2017-03-10,352.4
2017-03-14,333.9
2017-03-15,335.75
2017-03-16,338.05
2017-03-17,337.3
2017-03-20,336.45
2017-03-21,334.65
2017-03-22,339.75
2017-03-23,331.45
2017-03-24,325.1
2017-03-27,333.95
2017-03-28,336.4
2017-03-29,331.15
2017-03-30,329.15
2017-03-31,343.9
2017-04-03,338.8
2017-04-05,340.4
2017-04-06,343.6
2017-04-07,349.0
2017-04-10,348.3
2017-04-11,348.85
2017-04-12,341.0
2017-04-13,342.35
2017-04-17,345.3
2017-04-18,343.35
2017-04-19,351.2
2017-04-20,350.3
2017-04-21,348.85
2017-04-24,348.95
2017-04-25,342.55
2017-04-26,340.2
2017-04-27,341.55
2017-04-28,341.85
2017-05-02,343.2
2017-05-03,341.2
2017-05-04,340.55
2017-05-05,339.45
2017-05-08,340.95
2017-05-09,341.55
2017-05-10,340.0
2017-05-11,338.8
2017-05-12,335.65
2017-05-15,335.55
2017-05-16,340.1
2017-05-17,339.55
2017-05-18,338.05
2017-05-19,337.55
2017-05-22,333.65
2017-05-23,310.5
2017-05-24,287.8
2017-05-25,290.85
2017-05-26,290.7
2017-05-29,295.2
2017-05-30,295.15
2017-05-31,296.4
2017-06-01,289.55
2017-06-02,283.7
2017-06-05,287.1
2017-06-06,287.8
2017-06-07,287.75
2017-06-08,288.35
2017-06-09,291.1
2017-06-12,282.25
2017-06-13,277.95
2017-06-14,276.25
2017-06-15,273.4
2017-06-16,274.65
2017-06-19,294.15
2017-06-20,289.05
2017-06-21,285.55
2017-06-22,281.7
2017-06-23,282.75
2017-06-27,282.55
2017-06-28,287.65
2017-06-29,286.15
2017-06-30,292.95
2017-07-03,302.2
2017-07-04,297.0
2017-07-05,306.4
2017-07-06,301.85
2017-07-07,298.35
2017-07-10,293.45
2017-07-11,290.5
2017-07-12,279.05
2017-07-13,272.75
2017-07-14,275.3
2017-07-17,280.75
2017-07-18,277.2
2017-07-19,285.15
2017-07-20,284.85
2017-07-21,290.95
2017-07-24,285.1
2017-07-25,284.95
2017-07-26,288.25
2017-07-27,285.6
2017-07-28,284.05
2017-07-31,283.55
2017-08-01,283.5
2017-08-02,288.2
2017-08-03,286.25
2017-08-04,280.15
2017-08-07,280.8
2017-08-08,285.75
2017-08-09,284.85
2017-08-10,272.15
2017-08-11,279.5
2017-08-14,277.7
2017-08-16,279.3
2017-08-17,280.1
2017-08-18,276.7
2017-08-21,277.55
2017-08-22,276.0
2017-08-23,276.15
2017-08-24,275.8
2017-08-28,274.8
2017-08-29,277.65
2017-08-30,279.2
2017-08-31,287.6
2017-09-01,286.5
2017-09-04,282.9
2017-09-05,283.05
2017-09-06,286.8
2017-09-07,284.4
2017-09-08,302.4
2017-09-11,300.35
2017-09-12,310.15
2017-09-13,308.55
2017-09-14,307.15
2017-09-15,311.55
2017-09-18,304.65
2017-09-19,311.95
2017-09-20,308.1
2017-09-21,308.45
2017-09-22,305.95
2017-09-25,295.85
2017-09-26,299.1
2017-09-27,300.75
2017-09-28,302.05
2017-09-29,308.05
2017-10-03,308.0
2017-10-04,310.45
2017-10-05,307.5
2017-10-06,308.05
2017-10-09,308.1
2017-10-10,311.2
2017-10-11,312.2
2017-10-12,313.95
2017-10-13,316.55
2017-10-16,317.8
2017-10-17,312.8
2017-10-18,314.35
2017-10-19,310.45
2017-10-23,315.1
2017-10-24,319.6
2017-10-25,318.15
2017-10-26,317.05
2017-10-27,316.2
2017-10-30,321.65
2017-10-31,320.85
2017-11-01,320.6
2017-11-02,338.8
2017-11-03,333.25
2017-11-06,324.4
2017-11-07,311.4
2017-11-08,316.25
2017-11-09,317.95
2017-11-10,314.95
2017-11-13,312.9
2017-11-14,310.5
2017-11-15,308.1
2017-11-16,306.05
2017-11-17,306.2
2017-11-20,315.8
2017-11-21,314.1
2017-11-22,304.0
2017-11-23,303.0
2017-11-24,306.4
2017-11-27,312.4
2017-11-28,317.45
2017-11-29,317.95
2017-11-30,315.6
2017-12-01,312.5
2017-12-04,314.4
2017-12-05,313.25
2017-12-06,311.95
2017-12-07,311.45
2017-12-08,311.6
2017-12-11,311.35
2017-12-12,311.05
2017-12-13,309.35
2017-12-14,308.6
2017-12-15,307.8
2017-12-18,301.25
2017-12-19,298.7
2017-12-20,299.65
2017-12-21,301.55
2017-12-22,302.15
2017-12-26,302.5
2017-12-27,299.4
2017-12-28,298.9
2017-12-29,299.5
