Date,SEAMECLTD
2017-01-02,81.95
2017-01-03,81.95
2017-01-04,84.35
2017-01-05,84.9
2017-01-06,83.05
2017-01-09,83.25
2017-01-10,83.35
2017-01-11,83.15
2017-01-12,83.85
2017-01-13,84.1
2017-01-16,82.8
2017-01-17,85.15
2017-01-18,85.3
2017-01-19,86.55
2017-01-20,84.25
2017-01-23,83.65
2017-01-24,84.25
2017-01-25,84.95
2017-01-27,84.2
2017-01-30,83.85
2017-01-31,83.0
2017-02-01,83.0
2017-02-02,83.35
2017-02-03,79.95
2017-02-06,81.0
2017-02-07,83.5
2017-02-08,86.75
2017-02-09,85.6
2017-02-10,86.25
2017-02-13,88.75
2017-02-14,88.35
2017-02-15,83.85
2017-02-16,86.1
2017-02-17,85.4
2017-02-20,83.15
2017-02-21,84.15
2017-02-22,84.65
2017-02-23,84.3
2017-02-27,82.65
2017-02-28,82.7
2017-03-01,84.55
2017-03-02,86.55
2017-03-03,85.45
2017-03-06,87.8
2017-03-07,90.5
2017-03-08,91.35
2017-03-09,89.0
2017-03-10,87.35
2017-03-14,92.3
2017-03-15,91.35
2017-03-16,91.65
2017-03-17,93.85
2017-03-20,93.75
2017-03-21,94.55
2017-03-22,93.35
2017-03-23,94.35
2017-03-24,93.55
2017-03-27,92.65
2017-03-28,94.85
2017-03-29,101.15
2017-03-30,93.4
2017-03-31,84.3
2017-04-03,92.2
2017-04-05,93.9
2017-04-06,98.15
2017-04-07,101.6
2017-04-10,106.15
2017-04-11,107.55
2017-04-12,111.65
2017-04-13,115.05
2017-04-17,116.55
2017-04-18,115.15
2017-04-19,116.75
2017-04-20,117.8
2017-04-21,117.05
2017-04-24,118.6
2017-04-25,118.65
2017-04-26,116.2
2017-04-27,114.75
2017-04-28,115.0
2017-05-02,120.1
2017-05-03,122.1
2017-05-04,120.05
2017-05-05,122.95
2017-05-08,119.7
2017-05-09,127.05
2017-05-10,126.2
2017-05-11,120.55
2017-05-12,117.45
2017-05-15,118.0
2017-05-16,119.2
2017-05-17,116.9
2017-05-18,112.6
2017-05-19,112.1
2017-05-22,108.8
2017-05-23,113.65
2017-05-24,113.05
2017-05-25,119.3
2017-05-26,125.9
2017-05-29,125.25
2017-05-30,120.6
2017-05-31,117.3
2017-06-01,123.8
2017-06-02,122.45
2017-06-05,125.55
2017-06-06,125.75
2017-06-07,129.0
2017-06-08,128.45
2017-06-09,133.85
2017-06-12,133.65
2017-06-13,131.5
2017-06-14,135.95
2017-06-15,141.05
2017-06-16,136.3
2017-06-19,135.9
2017-06-20,136.7
2017-06-21,139.5
2017-06-22,136.7
2017-06-23,138.1
2017-06-27,146.7
2017-06-28,157.45
2017-06-29,157.35
2017-06-30,159.25
2017-07-03,157.0
2017-07-04,152.35
2017-07-05,157.8
2017-07-06,156.85
2017-07-07,159.55
2017-07-10,156.45
2017-07-11,155.1
2017-07-12,159.4
2017-07-13,156.55
2017-07-14,158.9
2017-07-17,156.7
2017-07-18,155.25
2017-07-19,155.0
2017-07-20,155.25
2017-07-21,155.3
2017-07-24,152.6
2017-07-25,153.55
2017-07-26,152.35
2017-07-27,159.6
2017-07-28,163.4
2017-07-31,172.65
2017-08-01,173.45
2017-08-02,171.1
2017-08-03,167.75
2017-08-04,179.15
2017-08-07,182.4
2017-08-08,174.85
2017-08-09,166.95
2017-08-10,164.0
2017-08-11,159.25
2017-08-14,164.35
2017-08-16,160.95
2017-08-17,153.9
2017-08-18,155.2
2017-08-21,151.4
2017-08-22,146.5
2017-08-23,148.35
2017-08-24,147.8
2017-08-28,147.55
2017-08-29,148.75
2017-08-30,149.9
2017-08-31,152.15
2017-09-01,158.85
2017-09-04,153.25
2017-09-05,154.1
2017-09-06,152.1
2017-09-07,148.85
2017-09-08,144.2
2017-09-11,140.5
2017-09-12,137.15
2017-09-13,138.2
2017-09-14,139.8
2017-09-15,138.75
2017-09-18,134.05
2017-09-19,136.2
2017-09-20,136.6
2017-09-21,133.95
2017-09-22,132.5
2017-09-25,129.4
2017-09-26,130.8
2017-09-27,127.25
2017-09-28,134.85
2017-09-29,135.1
2017-10-03,136.0
2017-10-04,135.2
2017-10-05,134.85
2017-10-06,137.25
2017-10-09,136.35
2017-10-10,134.85
2017-10-11,138.85
2017-10-12,144.6
2017-10-13,141.0
2017-10-16,145.35
2017-10-17,172.6
2017-10-18,170.05
2017-10-19,172.75
2017-10-23,173.75
2017-10-24,172.6
2017-10-25,171.7
