Date,SANGHIIND
2017-01-02,52.35
2017-01-03,53.7
2017-01-04,53.45
2017-01-05,54.2
2017-01-06,55.8
2017-01-09,56.4
2017-01-10,56.85
2017-01-11,58.05
2017-01-12,60.05
2017-01-13,61.05
2017-01-16,61.75
2017-01-17,61.4
2017-01-18,62.8
2017-01-19,62.2
2017-01-20,62.0
2017-01-23,61.95
2017-01-24,61.15
2017-01-25,59.7
2017-01-27,59.25
2017-01-30,57.95
2017-01-31,58.55
2017-02-01,60.5
2017-02-02,65.25
2017-02-03,65.15
2017-02-06,64.7
2017-02-07,62.95
2017-02-08,62.65
2017-02-09,62.45
2017-02-10,64.4
2017-02-13,62.95
2017-02-14,62.7
2017-02-15,62.35
2017-02-16,62.75
2017-02-17,64.65
2017-02-20,64.85
2017-02-21,65.25
2017-02-22,64.95
2017-02-23,64.95
2017-02-27,63.55
2017-02-28,63.85
2017-03-01,65.45
2017-03-02,62.3
2017-03-03,62.25
2017-03-06,62.4
2017-03-07,61.9
2017-03-08,61.3
2017-03-09,62.95
2017-03-10,66.6
2017-03-14,68.45
2017-03-15,73.4
2017-03-16,73.9
2017-03-17,72.2
2017-03-20,72.45
2017-03-21,71.8
2017-03-22,70.25
2017-03-23,70.65
2017-03-24,71.7
2017-03-27,69.75
2017-03-28,69.65
2017-03-29,70.35
2017-03-30,70.45
2017-03-31,69.0
2017-04-03,70.6
2017-04-05,72.4
2017-04-06,73.0
2017-04-07,71.15
2017-04-10,70.95
2017-04-11,70.45
2017-04-12,69.85
2017-04-13,68.95
2017-04-17,70.8
2017-04-18,69.35
2017-04-19,70.25
2017-04-20,71.6
2017-04-21,71.6
2017-04-24,75.7
2017-04-25,77.2
2017-04-26,74.05
2017-04-27,75.0
2017-04-28,74.35
2017-05-02,72.95
2017-05-03,72.3
2017-05-04,73.7
2017-05-05,72.3
2017-05-08,74.35
2017-05-09,74.0
2017-05-10,79.75
2017-05-11,82.2
2017-05-12,81.1
2017-05-15,81.45
2017-05-16,86.65
2017-05-17,84.4
2017-05-18,80.35
2017-05-19,79.95
2017-05-22,80.4
2017-05-23,77.9
2017-05-24,73.1
2017-05-25,76.55
2017-05-26,78.45
2017-05-29,77.5
2017-05-30,82.45
2017-05-31,84.3
2017-06-01,82.0
2017-06-02,82.3
2017-06-05,81.3
2017-06-06,78.85
2017-06-07,78.9
2017-06-08,79.8
2017-06-09,82.3
2017-06-12,82.65
2017-06-13,86.05
2017-06-14,86.65
2017-06-15,91.05
2017-06-16,91.75
2017-06-19,90.95
2017-06-20,89.1
2017-06-21,87.3
2017-06-22,84.3
2017-06-23,81.95
2017-06-27,82.5
2017-06-28,84.5
2017-06-29,85.7
2017-06-30,84.4
2017-07-03,84.65
2017-07-04,86.6
2017-07-05,89.0
2017-07-06,94.55
2017-07-07,96.3
2017-07-10,95.15
2017-07-11,90.2
2017-07-12,93.3
2017-07-13,92.75
2017-07-14,92.75
2017-07-17,94.8
2017-07-18,95.0
2017-07-19,96.35
2017-07-20,96.7
2017-07-21,93.75
2017-07-24,94.3
2017-07-25,94.2
2017-07-26,92.9
2017-07-27,91.5
2017-07-28,92.05
2017-07-31,89.55
2017-08-01,87.55
2017-08-02,88.65
2017-08-03,91.1
2017-08-04,93.85
2017-08-07,93.0
2017-08-08,89.3
2017-08-09,84.5
2017-08-10,75.4
2017-08-11,73.2
2017-08-14,77.7
2017-08-16,80.9
2017-08-17,83.0
2017-08-18,81.85
2017-08-21,82.3
2017-08-22,82.1
2017-08-23,81.9
2017-08-24,81.85
2017-08-28,85.25
2017-08-29,82.8
2017-08-30,84.85
2017-08-31,86.45
2017-09-01,88.15
2017-09-04,85.3
2017-09-05,87.05
2017-09-06,88.65
2017-09-07,86.0
2017-09-08,84.75
2017-09-11,85.5
2017-09-12,91.55
2017-09-13,93.65
2017-09-14,93.3
2017-09-15,90.85
2017-09-18,93.35
2017-09-19,91.85
2017-09-20,90.1
2017-09-21,92.6
2017-09-22,94.3
2017-09-25,92.2
2017-09-26,91.2
2017-09-27,93.4
2017-09-28,99.3
2017-09-29,101.2
2017-10-03,106.05
2017-10-04,106.3
2017-10-05,108.25
2017-10-06,115.2
2017-10-09,111.15
2017-10-10,119.05
2017-10-11,121.35
2017-10-12,124.15
2017-10-13,130.55
2017-10-16,127.25
2017-10-17,125.1
2017-10-18,121.9
2017-10-19,118.35
2017-10-23,122.1
2017-10-24,123.3
2017-10-25,121.35
2017-10-26,120.4
2017-10-27,119.95
2017-10-30,123.85
2017-10-31,133.5
2017-11-01,131.4
2017-11-02,135.2
2017-11-03,132.15
2017-11-06,132.15
2017-11-07,126.85
2017-11-08,124.75
2017-11-09,120.6
2017-11-10,117.35
2017-11-13,117.4
2017-11-14,119.8
2017-11-15,114.3
2017-11-16,118.8
2017-11-17,117.7
2017-11-20,125.3
2017-11-21,124.2
2017-11-22,123.7
2017-11-23,123.75
2017-11-24,122.1
2017-11-27,120.05
2017-11-28,121.15
2017-11-29,120.15
2017-11-30,119.95
2017-12-01,118.1
2017-12-04,115.55
2017-12-05,111.85
2017-12-06,115.25
2017-12-07,116.7
2017-12-08,122.3
2017-12-11,120.85
2017-12-12,117.5
2017-12-13,117.1
2017-12-14,115.1
2017-12-15,117.6
2017-12-18,115.3
2017-12-19,120.8
2017-12-20,126.55
2017-12-21,128.9
2017-12-22,128.35
2017-12-26,127.3
2017-12-27,138.85
2017-12-28,141.7
2017-12-29,139.75
