Date,CARERATING
2017-07-14,1643.4
2017-07-17,1621.55
2017-07-18,1640.05
2017-07-19,1636.85
2017-07-20,1620.75
2017-07-21,1613.5
2017-07-24,1661.65
2017-07-25,1651.8
2017-07-26,1653.95
2017-07-27,1629.55
2017-07-28,1626.35
2017-07-31,1618.55
2017-08-01,1633.95
2017-08-02,1636.05
2017-08-03,1629.55
2017-08-04,1613.1
2017-08-07,1608.35
2017-08-08,1598.5
2017-08-09,1593.7
2017-08-10,1575.4
2017-08-11,1571.2
2017-08-14,1557.9
2017-08-16,1562.15
2017-08-17,1590.35
2017-08-18,1575.0
2017-08-21,1543.75
2017-08-22,1497.05
2017-08-23,1498.4
2017-08-24,1455.0
2017-08-28,1547.0
2017-08-29,1535.35
2017-08-30,1519.3
2017-08-31,1482.55
2017-09-01,1510.0
2017-09-04,1501.65
2017-09-05,1523.5
2017-09-06,1523.45
2017-09-07,1516.6
2017-09-08,1519.25
2017-09-11,1480.3
2017-09-12,1498.55
2017-09-13,1492.05
2017-09-14,1489.85
2017-09-15,1490.95
2017-09-18,1491.5
2017-09-19,1488.1
2017-09-20,1486.5
2017-09-21,1471.8
2017-09-22,1432.0
2017-09-25,1382.25
2017-09-26,1380.55
2017-09-27,1311.5
2017-09-28,1320.85
2017-09-29,1362.8
2017-10-03,1392.15
2017-10-04,1397.65
2017-10-05,1381.1
2017-10-06,1382.35
2017-10-09,1404.6
2017-10-10,1400.25
2017-10-11,1412.8
2017-10-12,1405.45
2017-10-13,1407.3
2017-10-16,1420.95
2017-10-17,1430.2
2017-10-18,1436.7
2017-10-19,1425.65
2017-10-23,1389.65
2017-10-24,1377.6
2017-10-25,1407.7
2017-10-26,1442.2
2017-10-27,1506.8
2017-10-30,1503.0
2017-10-31,1503.75
2017-11-01,1498.85
2017-11-02,1521.2
2017-11-03,1529.95
2017-11-06,1516.65
2017-11-07,1519.55
2017-11-08,1482.7
2017-11-09,1459.5
2017-11-10,1460.45
2017-11-13,1450.45
2017-11-14,1395.4
2017-11-15,1400.45
2017-11-16,1408.3
2017-11-17,1398.85
2017-11-20,1399.4
2017-11-21,1399.55
2017-11-22,1389.9
2017-11-23,1389.3
2017-11-24,1365.35
2017-11-27,1364.9
2017-11-28,1361.4
2017-11-29,1373.25
2017-11-30,1376.1
2017-12-01,1373.5
2017-12-04,1357.2
2017-12-05,1365.5
2017-12-06,1368.15
2017-12-07,1341.3
2017-12-08,1376.75
2017-12-11,1360.1
2017-12-12,1355.75
2017-12-13,1329.05
2017-12-14,1332.95
2017-12-15,1333.8
2017-12-18,1333.6
2017-12-19,1345.6
2017-12-20,1345.4
2017-12-21,1336.45
2017-12-22,1336.6
2017-12-26,1332.45
2017-12-27,1348.05
2017-12-28,1332.7
2017-12-29,1332.35
