Date,AXISBANK
2017-01-02,447.75
2017-01-03,455.25
2017-01-04,453.1
2017-01-05,458.05
2017-01-06,455.2
2017-01-09,452.75
2017-01-10,447.35
2017-01-11,453.6
2017-01-12,455.2
2017-01-13,472.8
2017-01-16,477.25
2017-01-17,487.2
2017-01-18,488.5
2017-01-19,483.8
2017-01-20,450.75
2017-01-23,445.0
2017-01-24,451.25
2017-01-25,463.55
2017-01-27,472.85
2017-01-30,471.9
2017-01-31,466.0
2017-02-01,475.65
2017-02-02,482.55
2017-02-03,490.7
2017-02-06,498.3
2017-02-07,493.4
2017-02-08,487.6
2017-02-09,485.25
2017-02-10,488.9
2017-02-13,490.3
2017-02-14,486.9
2017-02-15,488.2
2017-02-16,493.15
2017-02-17,489.1
2017-02-20,481.05
2017-02-21,504.35
2017-02-22,525.3
2017-02-23,528.15
2017-02-27,508.95
2017-02-28,506.65
2017-03-01,513.4
2017-03-02,506.3
2017-03-03,512.9
2017-03-06,518.65
2017-03-07,511.8
2017-03-08,510.15
2017-03-09,516.4
2017-03-10,515.9
2017-03-14,510.9
2017-03-15,511.7
2017-03-16,513.65
2017-03-17,517.15
2017-03-20,502.85
2017-03-21,488.3
2017-03-22,485.45
2017-03-23,488.25
2017-03-24,489.35
2017-03-27,487.15
2017-03-28,502.8
2017-03-29,504.2
2017-03-30,499.25
2017-03-31,490.8
2017-04-03,500.6
2017-04-05,508.3
2017-04-06,508.7
2017-04-07,504.2
2017-04-10,510.75
2017-04-11,515.05
2017-04-12,506.0
2017-04-13,507.55
2017-04-17,502.35
2017-04-18,499.65
2017-04-19,499.5
2017-04-20,488.0
2017-04-21,486.25
2017-04-24,498.65
2017-04-25,516.4
2017-04-26,517.15
2017-04-27,506.6
2017-04-28,509.65
2017-05-02,505.55
2017-05-03,500.85
2017-05-04,518.85
2017-05-05,504.5
2017-05-08,511.2
2017-05-09,518.2
2017-05-10,526.35
2017-05-11,516.9
2017-05-12,503.0
2017-05-15,500.1
2017-05-16,501.5
2017-05-17,502.8
2017-05-18,492.0
2017-05-19,501.7
2017-05-22,502.3
2017-05-23,500.6
2017-05-24,499.3
2017-05-25,507.45
2017-05-26,511.45
2017-05-29,507.25
2017-05-30,514.4
2017-05-31,514.05
2017-06-01,509.3
2017-06-02,508.05
2017-06-05,513.65
2017-06-06,510.2
2017-06-07,514.2
2017-06-08,515.75
2017-06-09,513.65
2017-06-12,507.5
2017-06-13,506.45
2017-06-14,509.5
2017-06-15,507.6
2017-06-16,510.45
2017-06-19,520.15
2017-06-20,511.85
2017-06-21,507.75
2017-06-22,508.0
2017-06-23,504.65
2017-06-27,492.85
2017-06-28,492.0
2017-06-29,512.1
2017-06-30,517.35
2017-07-03,517.25
2017-07-04,508.4
2017-07-05,513.9
2017-07-06,509.5
2017-07-07,503.15
2017-07-10,509.95
2017-07-11,506.8
2017-07-12,506.75
2017-07-13,511.9
2017-07-14,512.95
2017-07-17,510.5
2017-07-18,516.55
2017-07-19,520.2
2017-07-20,540.0
2017-07-21,540.8
2017-07-24,534.8
2017-07-25,544.95
2017-07-26,528.85
2017-07-27,524.65
2017-07-28,515.1
2017-07-31,519.8
2017-08-01,516.55
2017-08-02,516.9
2017-08-03,506.0
2017-08-04,508.1
2017-08-07,505.8
2017-08-08,499.45
2017-08-09,486.95
2017-08-10,485.5
2017-08-11,489.7
2017-08-14,491.75
2017-08-16,499.5
2017-08-17,497.15
2017-08-18,490.4
2017-08-21,494.8
2017-08-22,499.2
2017-08-23,502.65
2017-08-24,506.85
2017-08-28,510.6
2017-08-29,503.6
2017-08-30,503.9
2017-08-31,500.35
2017-09-01,507.55
2017-09-04,501.75
2017-09-05,503.4
2017-09-06,492.85
2017-09-07,496.6
2017-09-08,494.0
2017-09-11,493.9
2017-09-12,496.5
2017-09-13,499.3
2017-09-14,519.75
2017-09-15,516.15
2017-09-18,524.55
2017-09-19,520.75
2017-09-20,519.45
2017-09-21,512.55
2017-09-22,505.3
2017-09-25,501.7
2017-09-26,511.95
2017-09-27,506.3
2017-09-28,511.8
2017-09-29,509.15
2017-10-03,509.65
2017-10-04,505.95
2017-10-05,501.2
2017-10-06,503.35
2017-10-09,505.95
2017-10-10,514.55
2017-10-11,515.75
2017-10-12,525.1
2017-10-13,529.45
2017-10-16,520.35
2017-10-17,513.15
2017-10-18,464.5
2017-10-19,460.3
2017-10-23,449.95
2017-10-24,451.95
2017-10-25,473.0
2017-10-26,484.3
2017-10-27,485.95
2017-10-30,484.0
2017-10-31,523.15
2017-11-01,535.1
2017-11-02,532.15
2017-11-03,540.1
2017-11-06,534.5
2017-11-07,527.15
2017-11-08,544.85
2017-11-09,540.4
2017-11-10,544.8
2017-11-13,537.35
2017-11-14,545.65
2017-11-15,542.0
2017-11-16,542.6
2017-11-17,542.4
2017-11-20,545.15
2017-11-21,546.8
2017-11-22,540.5
2017-11-23,544.15
2017-11-24,545.5
2017-11-27,559.4
2017-11-28,562.55
2017-11-29,549.5
2017-11-30,535.4
2017-12-01,533.85
2017-12-04,534.95
2017-12-05,533.15
2017-12-06,530.5
2017-12-07,534.05
2017-12-08,542.5
2017-12-11,545.1
2017-12-12,538.6
2017-12-13,535.75
2017-12-14,541.45
2017-12-15,547.95
2017-12-18,548.65
2017-12-19,553.65
2017-12-20,554.5
2017-12-21,548.95
2017-12-22,553.6
2017-12-26,555.0
2017-12-27,554.6
2017-12-28,546.85
2017-12-29,563.95
