Date,SANGAMIND
2017-01-02,247.5
2017-01-03,242.65
2017-01-04,254.35
2017-01-05,265.35
2017-01-06,264.35
2017-01-09,252.75
2017-01-10,246.15
2017-01-11,249.9
2017-01-12,250.05
2017-01-13,243.95
2017-01-16,258.55
2017-01-17,266.8
2017-01-18,267.55
2017-01-19,292.65
2017-01-20,284.9
2017-01-23,288.2
2017-01-24,288.65
2017-01-25,274.05
2017-01-27,282.9
2017-01-30,277.75
2017-01-31,275.0
2017-02-01,294.3
2017-02-02,296.8
2017-02-03,294.45
2017-02-06,289.1
2017-02-07,283.4
2017-02-08,279.65
2017-02-09,284.5
2017-02-10,287.1
2017-02-13,279.95
2017-02-14,277.4
2017-02-15,265.35
2017-02-16,265.95
2017-02-17,267.35
2017-02-20,264.05
2017-02-21,262.35
2017-02-22,260.85
2017-02-23,266.6
2017-02-27,267.85
2017-02-28,269.95
2017-03-01,266.65
2017-03-02,266.2
2017-03-03,266.15
2017-03-06,260.95
2017-03-07,256.7
2017-03-08,254.1
2017-03-09,251.45
2017-03-10,249.1
2017-03-14,249.3
2017-03-15,260.95
2017-03-16,256.35
2017-03-17,248.65
2017-03-20,244.95
2017-03-21,254.95
2017-03-22,257.9
2017-03-23,260.25
2017-03-24,269.15
2017-03-27,273.15
2017-03-28,273.7
2017-03-29,262.45
2017-03-30,275.85
2017-03-31,277.7
2017-04-03,279.95
2017-04-05,279.25
2017-04-06,284.1
2017-04-07,284.2
2017-04-10,279.8
2017-04-11,279.55
2017-04-12,278.9
2017-04-13,274.0
2017-04-17,276.4
2017-04-18,273.7
2017-04-19,274.15
2017-04-20,298.95
2017-04-21,307.9
2017-04-24,316.55
2017-04-25,322.95
2017-04-26,316.45
2017-04-27,307.1
2017-04-28,306.15
2017-05-02,300.5
2017-05-03,310.7
2017-05-04,307.55
2017-05-05,304.5
2017-05-08,311.65
2017-05-09,304.95
2017-05-10,311.3
2017-05-11,308.8
2017-05-12,286.6
2017-05-15,268.7
2017-05-16,269.9
2017-05-17,282.7
2017-05-18,276.15
2017-05-19,267.9
2017-05-22,265.3
2017-05-23,257.95
2017-05-24,259.6
2017-05-25,279.65
2017-05-26,289.4
2017-05-29,281.25
2017-05-30,282.9
2017-05-31,270.1
2017-06-01,269.1
2017-06-02,269.8
2017-06-05,279.25
2017-06-06,276.55
2017-06-07,279.2
2017-06-08,273.45
2017-06-09,269.05
2017-06-12,264.8
2017-06-13,261.2
2017-06-14,268.75
2017-06-15,274.2
2017-06-16,277.2
2017-06-19,275.85
2017-06-20,271.0
2017-06-21,264.9
2017-06-22,261.2
2017-06-23,264.5
2017-06-27,261.45
2017-06-28,262.15
2017-06-29,272.8
2017-06-30,262.5
2017-07-03,263.3
2017-07-04,261.85
2017-07-05,259.25
2017-07-06,273.45
2017-07-07,268.65
2017-07-10,268.1
2017-07-11,276.05
2017-07-12,284.5
2017-07-13,289.85
2017-07-14,276.45
2017-07-17,271.1
2017-07-18,268.75
2017-07-19,274.05
2017-07-20,285.4
2017-07-21,279.75
2017-07-24,278.2
2017-07-25,280.5
2017-07-26,274.05
2017-07-27,269.65
2017-07-28,266.85
2017-07-31,264.8
2017-08-01,272.95
2017-08-02,265.3
2017-08-03,263.85
2017-08-04,264.4
2017-08-07,266.4
2017-08-08,260.25
2017-08-09,259.5
2017-08-10,258.9
2017-08-11,257.6
2017-08-14,262.75
2017-08-16,258.7
2017-08-17,256.9
2017-08-18,253.7
2017-08-21,250.3
2017-08-22,251.95
2017-08-23,248.75
2017-08-24,249.2
2017-08-28,247.4
2017-08-29,244.75
2017-08-30,246.6
2017-08-31,243.25
2017-09-01,244.95
2017-09-04,244.95
2017-09-05,244.2
2017-09-06,241.85
2017-09-07,241.4
2017-09-08,239.3
2017-09-11,237.9
2017-09-12,235.35
2017-09-13,228.35
2017-09-14,223.9
2017-09-15,220.3
2017-09-18,212.95
2017-09-19,209.8
2017-09-20,221.2
2017-09-21,215.5
2017-09-22,201.8
2017-09-25,201.1
2017-09-26,212.65
2017-09-27,198.95
2017-09-28,193.55
2017-09-29,193.1
2017-10-03,192.05
2017-10-04,186.7
2017-10-05,185.75
2017-10-06,200.25
2017-10-09,192.65
2017-10-10,192.7
2017-10-11,192.9
2017-10-12,191.2
2017-10-13,190.1
2017-10-16,190.8
2017-10-17,189.0
2017-10-18,205.5
2017-10-19,200.7
2017-10-23,197.75
2017-10-24,198.3
2017-10-25,197.15
2017-10-26,194.6
2017-10-27,192.75
2017-10-30,196.75
2017-10-31,194.0
2017-11-01,193.75
2017-11-02,194.3
2017-11-03,194.05
2017-11-06,191.55
2017-11-07,189.9
2017-11-08,187.75
2017-11-09,186.85
2017-11-10,190.6
2017-11-13,189.9
2017-11-14,208.85
2017-11-15,204.65
2017-11-16,203.45
2017-11-17,202.0
2017-11-20,198.5
2017-11-21,196.95
2017-11-22,195.3
2017-11-23,191.0
2017-11-24,206.15
2017-11-27,207.85
2017-11-28,205.8
2017-11-29,199.25
2017-11-30,197.5
2017-12-01,198.95
2017-12-04,197.75
2017-12-05,191.6
2017-12-06,194.45
2017-12-07,192.0
2017-12-08,192.85
2017-12-11,193.55
2017-12-12,191.0
2017-12-13,187.95
2017-12-14,184.1
2017-12-15,195.05
2017-12-18,197.35
2017-12-19,193.6
2017-12-20,194.0
2017-12-21,195.2
2017-12-22,194.35
2017-12-26,193.05
2017-12-27,190.8
2017-12-28,192.9
2017-12-29,190.35
