Date,TALWALKARS
2017-01-02,243.9
2017-01-03,241.6
2017-01-04,243.05
2017-01-05,245.25
2017-01-06,240.65
2017-01-09,237.5
2017-01-10,237.85
2017-01-11,235.75
2017-01-12,234.5
2017-01-13,234.15
2017-01-16,234.65
2017-01-17,234.4
2017-01-18,234.1
2017-01-19,229.35
2017-01-20,228.3
2017-01-23,225.95
2017-01-24,228.7
2017-01-25,225.25
2017-01-27,229.2
2017-01-30,228.15
2017-01-31,228.0
2017-02-01,232.0
2017-02-02,228.8
2017-02-03,229.35
2017-02-06,227.4
2017-02-07,227.0
2017-02-08,226.65
2017-02-09,219.7
2017-02-10,218.4
2017-02-13,219.9
2017-02-14,222.7
2017-02-15,221.55
2017-02-16,218.1
2017-02-17,215.75
2017-02-20,216.9
2017-02-21,214.95
2017-02-22,211.05
2017-02-23,210.8
2017-02-27,217.55
2017-02-28,225.9
2017-03-01,233.25
2017-03-02,227.75
2017-03-03,228.5
2017-03-06,227.7
2017-03-07,226.15
2017-03-08,225.2
2017-03-09,222.4
2017-03-10,221.3
2017-03-14,227.75
2017-03-15,237.8
2017-03-16,235.8
2017-03-17,234.25
2017-03-20,236.7
2017-03-21,228.05
2017-03-22,229.2
2017-03-23,235.0
2017-03-24,234.6
2017-03-27,237.8
2017-03-28,246.4
2017-03-29,249.4
2017-03-30,257.3
2017-03-31,267.3
2017-04-03,272.65
2017-04-05,265.75
2017-04-06,258.15
2017-04-07,258.55
2017-04-10,258.55
2017-04-11,263.3
2017-04-12,257.4
2017-04-13,255.5
2017-04-17,249.95
2017-04-18,250.95
2017-04-19,252.3
2017-04-20,271.95
2017-04-21,278.15
2017-04-24,272.9
2017-04-25,271.3
2017-04-26,271.2
2017-04-27,269.05
2017-04-28,269.45
2017-05-02,271.9
2017-05-03,277.55
2017-05-04,277.8
2017-05-05,270.2
2017-05-08,270.3
2017-05-09,274.85
2017-05-10,272.8
2017-05-11,281.8
2017-05-12,280.3
2017-05-15,282.75
2017-05-16,294.7
2017-05-17,294.8
2017-05-18,291.75
2017-05-19,287.55
2017-05-22,276.65
2017-05-23,268.7
2017-05-24,259.9
2017-05-25,272.2
2017-05-26,273.75
2017-05-29,265.1
2017-05-30,269.85
2017-05-31,286.5
2017-06-01,290.1
2017-06-02,289.55
2017-06-05,287.05
2017-06-06,283.9
2017-06-07,281.2
2017-06-08,278.4
2017-06-09,277.4
2017-06-12,285.2
2017-06-13,290.05
2017-06-14,299.55
2017-06-15,304.9
2017-06-16,306.15
2017-06-19,297.55
2017-06-20,296.6
2017-06-21,313.25
2017-06-22,301.2
2017-06-23,293.45
2017-06-27,288.0
2017-06-28,290.75
2017-06-29,291.85
2017-06-30,292.5
2017-07-03,294.55
2017-07-04,297.25
2017-07-05,302.8
2017-07-06,303.0
2017-07-07,312.95
2017-07-10,319.65
2017-07-11,322.35
2017-07-12,319.1
2017-07-13,311.35
2017-07-14,311.75
2017-07-17,315.75
2017-07-18,319.1
2017-07-19,322.85
2017-07-20,313.85
2017-07-21,308.2
2017-07-24,303.95
2017-07-25,299.65
2017-07-26,300.8
2017-07-27,301.4
2017-07-28,304.5
2017-07-31,314.95
2017-08-01,312.1
2017-08-02,309.9
2017-08-03,303.7
2017-08-04,302.55
2017-08-07,301.05
2017-08-08,297.25
2017-08-09,295.65
2017-08-10,288.7
2017-08-11,288.65
2017-08-14,300.35
2017-08-16,300.2
2017-08-17,296.1
2017-08-18,290.3
2017-08-21,277.1
2017-08-22,277.55
2017-08-23,293.1
2017-08-24,289.1
2017-08-28,291.15
2017-08-29,290.9
2017-08-30,293.15
2017-08-31,289.45
2017-09-01,290.4
2017-09-04,286.8
2017-09-05,290.75
2017-09-06,288.3
2017-09-07,286.05
2017-09-08,289.45
2017-09-11,291.8
2017-09-12,289.1
2017-09-13,291.65
2017-09-14,290.35
2017-09-15,286.85
2017-09-18,284.8
2017-09-19,286.0
2017-09-20,285.2
2017-09-21,282.95
2017-09-22,279.6
2017-09-25,270.15
2017-09-26,267.55
2017-09-27,265.4
2017-09-28,270.65
2017-09-29,270.55
2017-10-03,268.05
2017-10-04,267.5
2017-10-05,263.15
2017-10-06,266.45
2017-10-09,264.5
2017-10-10,269.3
2017-10-11,268.7
2017-10-12,270.55
2017-10-13,268.6
2017-10-16,266.75
2017-10-17,282.4
2017-10-18,285.45
2017-10-19,286.0
2017-10-23,289.05
2017-10-24,285.05
2017-10-25,283.8
2017-10-26,279.6
2017-10-27,283.45
2017-10-30,277.5
2017-10-31,281.8
2017-11-01,279.2
2017-11-02,277.85
2017-11-03,274.85
2017-11-06,270.6
2017-11-07,267.85
2017-11-08,266.7
2017-11-09,265.5
2017-11-10,263.5
2017-11-13,259.35
2017-11-14,259.85
2017-11-15,258.25
2017-11-16,253.7
2017-11-17,258.35
2017-11-20,259.1
2017-11-21,256.0
2017-11-22,257.95
2017-11-23,261.35
2017-11-24,259.7
2017-11-27,263.95
2017-11-28,270.4
2017-11-29,269.45
2017-11-30,268.3
2017-12-01,283.1
2017-12-04,292.05
2017-12-05,300.9
2017-12-06,294.35
2017-12-07,295.55
2017-12-08,300.85
2017-12-11,303.55
2017-12-12,302.25
2017-12-13,302.7
2017-12-14,300.8
2017-12-15,303.4
2017-12-18,309.25
2017-12-19,317.45
2017-12-20,315.2
2017-12-21,316.15
2017-12-22,329.45
2017-12-26,330.5
2017-12-27,321.05
2017-12-28,323.25
2017-12-29,318.85
