Date,ANDHRSUGAR
2017-01-02,224.7
2017-01-03,226.1
2017-01-04,222.85
2017-01-05,225.05
2017-01-06,225.15
2017-01-09,229.9
2017-01-10,236.3
2017-01-11,232.15
2017-01-12,230.05
2017-01-13,233.25
2017-01-16,229.45
2017-01-17,229.05
2017-01-18,232.55
2017-01-19,229.4
2017-01-20,223.55
2017-01-23,221.8
2017-01-24,225.6
2017-01-25,226.0
2017-01-27,228.9
2017-01-30,228.2
2017-01-31,228.85
2017-02-01,233.25
2017-02-02,241.8
2017-02-03,248.7
2017-02-06,271.5
2017-02-07,269.35
2017-02-08,264.85
2017-02-09,263.25
2017-02-10,264.4
2017-02-13,273.25
2017-02-14,273.55
2017-02-15,268.3
2017-02-16,266.85
2017-02-17,264.45
2017-02-20,268.85
2017-02-21,269.6
2017-02-22,270.05
2017-02-23,271.4
2017-02-27,270.0
2017-02-28,266.15
2017-03-01,269.9
2017-03-02,264.95
2017-03-03,270.85
2017-03-06,272.75
2017-03-07,270.15
2017-03-08,268.35
2017-03-09,264.2
2017-03-10,262.7
2017-03-14,270.8
2017-03-15,274.35
2017-03-16,277.15
2017-03-17,295.4
2017-03-20,291.35
2017-03-21,287.25
2017-03-22,282.15
2017-03-23,287.15
2017-03-24,290.45
2017-03-27,296.75
2017-03-28,304.05
2017-03-29,301.35
2017-03-30,299.85
2017-03-31,309.45
2017-04-03,314.2
2017-04-05,317.45
2017-04-06,318.2
2017-04-07,316.55
2017-04-10,316.6
2017-04-11,315.45
2017-04-12,318.55
2017-04-13,320.25
2017-04-17,317.4
2017-04-18,318.65
2017-04-19,318.7
2017-04-20,326.45
2017-04-21,325.4
2017-04-24,328.85
2017-04-25,336.1
2017-04-26,326.6
2017-04-27,324.35
2017-04-28,325.85
2017-05-02,334.75
2017-05-03,330.85
2017-05-04,334.2
2017-05-05,320.35
2017-05-08,316.65
2017-05-09,320.2
2017-05-10,325.8
2017-05-11,319.35
2017-05-12,320.85
2017-05-15,318.65
2017-05-16,317.75
2017-05-17,316.3
2017-05-18,315.95
2017-05-19,320.1
2017-05-22,317.55
2017-05-23,292.7
2017-05-24,286.55
2017-05-25,283.3
2017-05-26,290.45
2017-05-29,306.5
2017-05-30,311.65
2017-05-31,314.4
2017-06-01,317.25
2017-06-02,316.75
2017-06-05,321.05
2017-06-06,315.5
2017-06-07,317.8
2017-06-08,316.05
2017-06-09,316.95
2017-06-12,313.85
2017-06-13,317.7
2017-06-14,327.15
2017-06-15,330.0
2017-06-16,336.0
2017-06-19,341.65
2017-06-20,342.4
2017-06-21,344.9
2017-06-22,339.85
2017-06-23,342.6
2017-06-27,328.2
2017-06-28,330.2
2017-06-29,337.2
2017-06-30,338.65
2017-07-03,344.05
2017-07-04,339.1
2017-07-05,343.7
2017-07-06,346.35
2017-07-07,343.0
2017-07-10,343.05
2017-07-11,342.35
2017-07-12,345.45
2017-07-13,345.05
2017-07-14,337.2
2017-07-17,342.25
2017-07-18,340.15
2017-07-19,339.3
2017-07-20,339.1
2017-07-21,345.1
2017-07-24,343.8
2017-07-25,344.0
2017-07-26,351.3
2017-07-27,347.6
2017-07-28,353.25
2017-07-31,342.85
2017-08-01,339.3
2017-08-02,339.15
2017-08-03,340.6
2017-08-04,337.8
2017-08-07,351.15
2017-08-08,339.15
2017-08-09,333.1
2017-08-10,319.8
2017-08-11,325.8
2017-08-14,327.3
2017-08-16,326.3
2017-08-17,326.7
2017-08-18,324.55
2017-08-21,343.45
2017-08-22,341.4
2017-08-23,337.95
2017-08-24,337.4
2017-08-28,338.5
2017-08-29,334.9
2017-08-30,335.75
2017-08-31,337.7
2017-09-01,347.65
2017-09-04,358.35
2017-09-05,381.4
2017-09-06,393.5
2017-09-07,400.55
2017-09-08,404.0
2017-09-11,423.65
2017-09-12,418.3
2017-09-13,400.35
2017-09-14,406.6
2017-09-15,407.7
2017-09-18,418.6
2017-09-19,416.8
2017-09-20,417.85
2017-09-21,405.85
2017-09-22,396.0
2017-09-25,399.8
2017-09-26,411.15
2017-09-27,395.85
2017-09-28,398.25
2017-09-29,405.05
2017-10-03,410.85
2017-10-04,439.0
2017-10-05,450.55
2017-10-06,471.65
2017-10-09,538.15
2017-10-10,531.6
2017-10-11,511.0
2017-10-12,511.2
2017-10-13,502.75
2017-10-16,504.15
2017-10-17,506.15
2017-10-18,509.85
2017-10-19,510.1
2017-10-23,562.8
2017-10-24,547.25
2017-10-25,576.75
2017-10-26,554.8
2017-10-27,591.65
2017-10-30,607.7
2017-10-31,591.9
2017-11-01,582.4
2017-11-02,587.05
2017-11-03,574.95
2017-11-06,583.65
2017-11-07,560.15
2017-11-08,597.6
2017-11-09,605.8
2017-11-10,604.15
2017-11-13,576.4
2017-11-14,586.3
2017-11-15,562.3
2017-11-16,568.1
2017-11-17,573.15
2017-11-20,570.45
2017-11-21,558.55
2017-11-22,565.0
2017-11-23,572.95
2017-11-24,569.4
2017-11-27,574.5
2017-11-28,556.6
2017-11-29,555.8
2017-11-30,559.05
2017-12-01,553.7
2017-12-04,542.15
2017-12-05,544.55
2017-12-06,519.3
2017-12-07,530.05
2017-12-08,535.85
2017-12-11,525.95
2017-12-12,510.25
2017-12-13,502.6
2017-12-14,515.25
2017-12-15,515.95
2017-12-18,523.75
2017-12-19,535.85
2017-12-20,544.8
2017-12-21,538.9
2017-12-22,533.4
2017-12-26,523.65
2017-12-27,529.2
2017-12-28,533.25
2017-12-29,535.3
