Date,GNFC
2017-01-02,217.85
2017-01-03,225.75
2017-01-04,234.65
2017-01-05,252.6
2017-01-06,248.45
2017-01-09,256.9
2017-01-10,259.2
2017-01-11,256.7
2017-01-12,252.6
2017-01-13,264.75
2017-01-16,263.95
2017-01-17,260.65
2017-01-18,262.5
2017-01-19,260.85
2017-01-20,252.75
2017-01-23,255.65
2017-01-24,248.9
2017-01-25,250.8
2017-01-27,248.8
2017-01-30,248.3
2017-01-31,243.1
2017-02-01,242.9
2017-02-02,241.25
2017-02-03,245.3
2017-02-06,252.2
2017-02-07,252.25
2017-02-08,258.55
2017-02-09,263.6
2017-02-10,269.8
2017-02-13,265.25
2017-02-14,260.4
2017-02-15,249.95
2017-02-16,260.75
2017-02-17,274.45
2017-02-20,280.7
2017-02-21,276.35
2017-02-22,268.6
2017-02-23,263.1
2017-02-27,267.4
2017-02-28,269.75
2017-03-01,265.05
2017-03-02,263.1
2017-03-03,266.7
2017-03-06,263.05
2017-03-07,259.2
2017-03-08,255.35
2017-03-09,261.45
2017-03-10,257.75
2017-03-14,259.7
2017-03-15,259.7
2017-03-16,258.55
2017-03-17,255.2
2017-03-20,259.85
2017-03-21,258.5
2017-03-22,254.85
2017-03-23,261.75
2017-03-24,259.4
2017-03-27,256.0
2017-03-28,262.35
2017-03-29,264.9
2017-03-30,280.85
2017-03-31,287.05
2017-04-03,292.95
2017-04-05,280.6
2017-04-06,274.85
2017-04-07,269.3
2017-04-10,273.85
2017-04-11,277.25
2017-04-12,284.7
2017-04-13,286.8
2017-04-17,286.25
2017-04-18,282.8
2017-04-19,281.15
2017-04-20,296.0
2017-04-21,293.2
2017-04-24,289.35
2017-04-25,298.6
2017-04-26,295.85
2017-04-27,297.1
2017-04-28,301.95
2017-05-02,314.65
2017-05-03,315.25
2017-05-04,319.5
2017-05-05,312.85
2017-05-08,307.95
2017-05-09,310.8
2017-05-10,316.85
2017-05-11,310.8
2017-05-12,307.6
2017-05-15,305.05
2017-05-16,303.65
2017-05-17,300.05
2017-05-18,292.9
2017-05-19,292.55
2017-05-22,279.5
2017-05-23,277.4
2017-05-24,272.85
2017-05-25,275.2
2017-05-26,290.0
2017-05-29,280.3
2017-05-30,280.75
2017-05-31,293.55
2017-06-01,301.6
2017-06-02,302.45
2017-06-05,302.4
2017-06-06,293.9
2017-06-07,302.7
2017-06-08,299.1
2017-06-09,301.25
2017-06-12,301.55
2017-06-13,302.45
2017-06-14,301.4
2017-06-15,296.9
2017-06-16,292.5
2017-06-19,285.4
2017-06-20,282.4
2017-06-21,278.55
2017-06-22,279.95
2017-06-23,272.15
2017-06-27,262.6
2017-06-28,266.5
2017-06-29,264.25
2017-06-30,268.25
2017-07-03,284.9
2017-07-04,281.55
2017-07-05,283.45
2017-07-06,276.65
2017-07-07,284.3
2017-07-10,285.0
2017-07-11,284.3
2017-07-12,288.4
2017-07-13,287.25
2017-07-14,282.75
2017-07-17,284.65
2017-07-18,284.2
2017-07-19,294.0
2017-07-20,294.85
2017-07-21,294.95
2017-07-24,302.95
2017-07-25,307.65
2017-07-26,308.15
2017-07-27,300.1
2017-07-28,299.45
2017-07-31,300.05
2017-08-01,297.4
2017-08-02,297.0
2017-08-03,300.05
2017-08-04,297.75
2017-08-07,288.85
2017-08-08,279.2
2017-08-09,276.8
2017-08-10,262.45
2017-08-11,267.45
2017-08-14,268.5
2017-08-16,269.55
2017-08-17,276.25
2017-08-18,272.4
2017-08-21,267.05
2017-08-22,274.1
2017-08-23,282.95
2017-08-24,280.85
2017-08-28,290.55
2017-08-29,283.35
2017-08-30,290.45
2017-08-31,300.75
2017-09-01,311.75
2017-09-04,309.4
2017-09-05,336.1
2017-09-06,339.0
2017-09-07,337.85
2017-09-08,333.75
2017-09-11,335.25
2017-09-12,329.7
2017-09-13,321.45
2017-09-14,324.7
2017-09-15,319.95
2017-09-18,333.5
2017-09-19,339.65
2017-09-20,333.85
2017-09-21,340.95
2017-09-22,319.5
2017-09-25,306.2
2017-09-26,304.65
2017-09-27,299.75
2017-09-28,301.1
2017-09-29,303.05
2017-10-03,324.6
2017-10-04,343.0
2017-10-05,369.2
2017-10-06,369.3
2017-10-09,389.05
2017-10-10,415.9
2017-10-11,407.4
2017-10-12,417.65
2017-10-13,429.45
2017-10-16,435.1
2017-10-17,433.9
2017-10-18,443.75
2017-10-19,472.6
2017-10-23,513.9
2017-10-24,518.5
2017-10-25,495.7
2017-10-26,505.65
2017-10-27,498.2
2017-10-30,514.05
2017-10-31,523.4
2017-11-01,509.6
2017-11-02,506.1
2017-11-03,498.3
2017-11-06,503.35
2017-11-07,505.9
2017-11-08,455.35
2017-11-09,444.4
2017-11-10,446.75
2017-11-13,425.05
2017-11-14,448.7
2017-11-15,433.95
2017-11-16,448.1
2017-11-17,441.3
2017-11-20,439.25
2017-11-21,434.0
2017-11-22,436.2
2017-11-23,444.25
2017-11-24,443.25
2017-11-27,435.7
2017-11-28,427.5
2017-11-29,426.4
2017-11-30,442.45
2017-12-01,438.2
2017-12-04,436.35
2017-12-05,437.7
2017-12-06,453.15
2017-12-07,463.3
2017-12-08,465.15
2017-12-11,469.0
2017-12-12,455.85
2017-12-13,445.75
2017-12-14,448.3
2017-12-15,477.25
2017-12-18,472.05
2017-12-19,486.0
2017-12-20,485.55
2017-12-21,480.9
2017-12-22,480.95
2017-12-26,484.3
2017-12-27,491.0
2017-12-28,492.35
2017-12-29,494.0
