Date,WIPRO
2017-01-02,471.55
2017-01-03,467.0
2017-01-04,475.6
2017-01-05,480.4
2017-01-06,469.95
2017-01-09,472.0
2017-01-10,476.5
2017-01-11,476.2
2017-01-12,483.2
2017-01-13,484.65
2017-01-16,484.75
2017-01-17,482.4
2017-01-18,482.95
2017-01-19,479.0
2017-01-20,477.9
2017-01-23,479.75
2017-01-24,481.5
2017-01-25,473.7
2017-01-27,465.55
2017-01-30,465.75
2017-01-31,458.0
2017-02-01,456.0
2017-02-02,455.65
2017-02-03,457.75
2017-02-06,461.1
2017-02-07,458.55
2017-02-08,460.5
2017-02-09,466.0
2017-02-10,469.25
2017-02-13,474.45
2017-02-14,476.7
2017-02-15,474.7
2017-02-16,480.8
2017-02-17,475.35
2017-02-20,475.65
2017-02-21,475.8
2017-02-22,474.5
2017-02-23,486.1
2017-02-27,489.75
2017-02-28,488.8
2017-03-01,488.55
2017-03-02,490.2
2017-03-03,493.85
2017-03-06,491.9
2017-03-07,495.15
2017-03-08,495.1
2017-03-09,484.5
2017-03-10,487.05
2017-03-14,501.35
2017-03-15,494.8
2017-03-16,500.55
2017-03-17,504.25
2017-03-20,497.5
2017-03-21,498.65
2017-03-22,500.55
2017-03-23,510.0
2017-03-24,513.25
2017-03-27,504.0
2017-03-28,507.55
2017-03-29,512.25
2017-03-30,515.95
2017-03-31,515.7
2017-04-03,507.1
2017-04-05,510.65
2017-04-06,514.7
2017-04-07,511.9
2017-04-10,504.4
2017-04-11,510.15
2017-04-12,500.75
2017-04-13,495.4
2017-04-17,492.3
2017-04-18,494.0
2017-04-19,498.25
2017-04-20,499.75
2017-04-21,491.25
2017-04-24,491.55
2017-04-25,494.3
2017-04-26,490.85
2017-04-27,496.05
2017-04-28,494.25
2017-05-02,494.9
2017-05-03,496.45
2017-05-04,499.95
2017-05-05,499.3
2017-05-08,502.3
2017-05-09,508.9
2017-05-10,499.65
2017-05-11,504.65
2017-05-12,507.05
2017-05-15,506.3
2017-05-16,515.35
2017-05-17,510.55
2017-05-18,525.4
2017-05-19,519.75
2017-05-22,521.2
2017-05-23,526.4
2017-05-24,525.0
2017-05-25,536.45
2017-05-26,539.0
2017-05-29,534.6
2017-05-30,536.15
2017-05-31,535.5
2017-06-01,541.15
2017-06-02,551.65
2017-06-05,555.55
2017-06-06,560.55
2017-06-07,549.4
2017-06-08,545.9
2017-06-09,536.95
2017-06-12,526.35
2017-06-13,259.0
2017-06-14,256.1
2017-06-15,260.85
2017-06-16,255.25
2017-06-19,254.55
2017-06-20,254.25
2017-06-21,255.9
2017-06-22,255.05
2017-06-23,256.85
2017-06-27,256.55
2017-06-28,258.4
2017-06-29,259.3
2017-06-30,258.35
2017-07-03,259.6
2017-07-04,260.0
2017-07-05,257.8
2017-07-06,257.75
2017-07-07,257.7
2017-07-10,268.25
2017-07-11,263.2
2017-07-12,263.8
2017-07-13,264.05
2017-07-14,259.85
2017-07-17,266.85
2017-07-18,269.0
2017-07-19,271.1
2017-07-20,269.15
2017-07-21,286.05
2017-07-24,291.55
2017-07-25,289.55
2017-07-26,289.35
2017-07-27,289.7
2017-07-28,289.05
2017-07-31,288.45
2017-08-01,294.8
2017-08-02,293.8
2017-08-03,289.1
2017-08-04,289.4
2017-08-07,287.75
2017-08-08,287.4
2017-08-09,286.5
2017-08-10,288.15
2017-08-11,289.7
2017-08-14,288.5
2017-08-16,289.95
2017-08-17,288.35
2017-08-18,288.1
2017-08-21,287.7
2017-08-22,290.25
2017-08-23,290.0
2017-08-24,289.4
2017-08-28,290.7
2017-08-29,290.75
2017-08-30,291.2
2017-08-31,299.1
2017-09-01,296.45
2017-09-04,297.3
2017-09-05,297.25
2017-09-06,297.2
2017-09-07,298.95
2017-09-08,300.5
2017-09-11,301.15
2017-09-12,298.1
2017-09-13,295.9
2017-09-14,283.45
2017-09-15,285.75
2017-09-18,289.3
2017-09-19,289.25
2017-09-20,291.9
2017-09-21,291.9
2017-09-22,294.45
2017-09-25,291.9
2017-09-26,290.25
2017-09-27,288.3
2017-09-28,285.9
2017-09-29,280.25
2017-10-03,282.95
2017-10-04,282.75
2017-10-05,283.6
2017-10-06,286.6
2017-10-09,286.8
2017-10-10,287.0
2017-10-11,290.65
2017-10-12,293.45
2017-10-13,291.9
2017-10-16,290.7
2017-10-17,289.85
2017-10-18,294.75
2017-10-19,292.05
2017-10-23,296.9
2017-10-24,296.8
2017-10-25,298.9
2017-10-26,302.3
2017-10-27,296.95
2017-10-30,293.25
2017-10-31,294.05
2017-11-01,293.55
2017-11-02,293.25
2017-11-03,294.55
2017-11-06,299.85
2017-11-07,302.25
2017-11-08,302.4
2017-11-09,302.5
2017-11-10,302.65
2017-11-13,298.6
2017-11-14,298.5
2017-11-15,296.5
2017-11-16,297.65
2017-11-17,295.15
2017-11-20,294.35
2017-11-21,294.0
2017-11-22,294.3
2017-11-23,293.55
2017-11-24,292.7
2017-11-27,294.8
2017-11-28,294.85
2017-11-29,298.65
2017-11-30,291.9
2017-12-01,289.4
2017-12-04,289.95
2017-12-05,283.45
2017-12-06,282.5
2017-12-07,281.2
2017-12-08,282.9
2017-12-11,289.4
2017-12-12,287.8
2017-12-13,287.2
2017-12-14,288.6
2017-12-15,289.7
2017-12-18,295.8
2017-12-19,292.4
2017-12-20,296.5
2017-12-21,297.75
2017-12-22,301.6
2017-12-26,302.9
2017-12-27,306.6
2017-12-28,308.0
2017-12-29,314.25
