Date,SHREERAMA
2017-01-02,13.95
2017-01-03,13.7
2017-01-04,14.35
2017-01-05,15.05
2017-01-06,15.5
2017-01-09,15.05
2017-01-10,14.7
2017-01-11,14.9
2017-01-12,14.5
2017-01-13,14.75
2017-01-16,14.8
2017-01-17,14.9
2017-01-18,14.6
2017-01-19,15.1
2017-01-20,14.7
2017-01-23,14.45
2017-01-24,14.2
2017-01-25,14.25
2017-01-27,14.05
2017-01-30,14.35
2017-01-31,13.7
2017-02-01,13.7
2017-02-02,13.7
2017-02-03,13.8
2017-02-06,13.85
2017-02-07,13.95
2017-02-08,13.9
2017-02-09,14.65
2017-02-10,15.15
2017-02-13,14.15
2017-02-14,13.2
2017-02-15,12.95
2017-02-16,13.7
2017-02-17,13.65
2017-02-20,13.1
2017-02-21,13.0
2017-02-22,13.3
2017-02-23,13.15
2017-02-27,13.05
2017-02-28,13.2
2017-03-01,13.15
2017-03-02,13.0
2017-03-03,13.1
2017-03-06,12.5
2017-03-07,12.7
2017-03-08,12.75
2017-03-09,12.55
2017-03-10,12.5
2017-03-14,12.55
2017-03-15,12.5
2017-03-16,12.4
2017-03-17,12.95
2017-03-20,12.95
2017-03-21,12.8
2017-03-22,12.4
2017-03-23,12.45
2017-03-24,12.5
2017-03-27,12.65
2017-03-28,12.75
2017-03-29,12.55
2017-03-30,12.8
2017-03-31,12.7
2017-04-03,12.85
2017-04-05,14.1
2017-04-06,14.45
2017-04-07,14.05
2017-04-10,14.4
2017-04-11,14.05
2017-04-12,13.6
2017-04-13,13.6
2017-04-17,13.35
2017-04-18,13.4
2017-04-19,13.05
2017-04-20,13.6
2017-04-21,13.5
2017-04-24,13.5
2017-04-25,15.65
2017-04-26,15.15
2017-04-27,15.15
2017-04-28,15.2
2017-05-02,16.2
2017-05-03,15.45
2017-05-04,15.6
2017-05-05,15.2
2017-05-08,15.25
2017-05-09,15.2
2017-05-10,15.8
2017-05-11,15.6
2017-05-12,15.3
2017-05-15,15.4
2017-05-16,15.05
2017-05-17,15.7
2017-05-18,15.5
2017-05-19,14.15
2017-05-22,14.75
2017-05-23,14.0
2017-05-24,13.55
2017-05-25,13.7
2017-05-26,13.75
2017-05-29,12.9
2017-05-30,12.6
2017-05-31,12.7
2017-06-01,12.7
2017-06-02,12.8
2017-06-05,12.75
2017-06-06,12.85
2017-06-07,12.9
2017-06-08,13.7
2017-06-09,14.65
2017-06-12,16.1
2017-06-13,17.1
2017-06-14,17.15
2017-06-15,17.85
2017-06-16,18.45
2017-06-19,18.55
2017-06-20,17.8
2017-06-21,16.9
2017-08-23,13.6
2017-08-24,13.3
2017-08-28,13.5
2017-08-29,13.7
2017-08-30,13.8
2017-08-31,13.75
2017-09-01,13.95
2017-09-04,13.55
2017-09-05,13.45
2017-09-06,13.5
2017-09-07,14.1
2017-09-08,13.6
2017-09-11,13.55
2017-09-12,13.9
2017-09-13,13.5
2017-09-14,13.6
2017-09-15,13.5
2017-09-18,13.45
2017-09-19,13.25
2017-09-20,13.85
2017-09-21,13.5
2017-09-22,13.25
2017-09-25,12.6
2017-09-26,13.1
2017-09-27,12.75
2017-09-28,12.65
2017-09-29,12.7
2017-10-03,12.3
2017-10-04,12.9
2017-10-05,12.7
2017-10-06,12.85
2017-10-09,14.1
2017-10-10,14.6
2017-10-11,14.6
2017-10-12,14.15
2017-10-13,14.0
2017-10-16,13.65
2017-10-17,13.6
2017-10-18,13.55
2017-10-19,13.8
2017-10-23,13.45
2017-10-24,13.7
2017-10-25,13.2
2017-10-26,13.35
2017-10-27,13.45
2017-10-30,14.05
2017-10-31,14.1
2017-11-01,14.2
2017-11-02,14.15
2017-11-03,14.35
2017-11-06,13.45
2017-11-07,14.35
2017-11-08,13.85
2017-11-09,14.0
2017-11-10,13.9
2017-11-13,13.2
2017-11-14,12.75
2017-11-15,12.65
2017-11-16,12.95
2017-11-17,14.2
2017-11-20,14.2
2017-11-21,14.15
2017-11-22,13.85
2017-11-23,13.6
2017-11-24,13.85
2017-11-27,13.6
2017-11-28,13.7
2017-11-29,13.4
2017-11-30,13.35
2017-12-01,13.7
2017-12-04,13.5
2017-12-05,12.95
2017-12-06,13.05
2017-12-07,13.5
2017-12-08,14.05
2017-12-11,13.95
2017-12-12,14.15
2017-12-13,13.75
2017-12-14,13.4
2017-12-15,13.4
2017-12-18,13.15
2017-12-19,13.65
2017-12-20,13.55
2017-12-21,15.3
2017-12-22,15.9
2017-12-26,16.45
2017-12-27,17.25
2017-12-28,18.05
2017-12-29,19.05
