Date,NBCC
2017-01-02,253.45
2017-01-03,254.45
2017-01-04,247.1
2017-01-05,249.6
2017-01-06,250.95
2017-01-09,257.75
2017-01-10,268.15
2017-01-11,273.35
2017-01-12,272.15
2017-01-13,274.7
2017-01-16,275.35
2017-01-17,279.3
2017-01-18,275.6
2017-01-19,271.1
2017-01-20,258.2
2017-01-23,261.8
2017-01-24,266.95
2017-01-25,267.1
2017-01-27,269.1
2017-01-30,266.85
2017-01-31,270.75
2017-02-01,274.75
2017-02-02,275.2
2017-02-03,275.7
2017-02-06,278.55
2017-02-07,278.25
2017-02-08,281.65
2017-02-09,280.95
2017-02-10,281.3
2017-02-13,282.25
2017-02-14,286.85
2017-02-15,286.2
2017-02-16,289.25
2017-02-17,175.1
2017-02-20,177.05
2017-02-21,176.05
2017-02-22,174.7
2017-02-23,171.65
2017-02-27,168.05
2017-02-28,168.85
2017-03-01,165.1
2017-03-02,165.9
2017-03-03,168.2
2017-03-06,167.3
2017-03-07,167.0
2017-03-08,164.95
2017-03-09,168.7
2017-03-10,170.9
2017-03-14,178.45
2017-03-15,180.05
2017-03-16,180.1
2017-03-17,179.1
2017-03-20,176.0
2017-03-21,176.8
2017-03-22,174.45
2017-03-23,174.95
2017-03-24,175.1
2017-03-27,174.7
2017-03-28,172.45
2017-03-29,171.55
2017-03-30,172.9
2017-03-31,172.05
2017-04-03,173.3
2017-04-05,171.9
2017-04-06,173.05
2017-04-07,177.1
2017-04-10,180.25
2017-04-11,181.4
2017-04-12,178.15
2017-04-13,178.65
2017-04-17,181.05
2017-04-18,181.1
2017-04-19,182.0
2017-04-20,191.5
2017-04-21,192.0
2017-04-24,195.15
2017-04-25,192.6
2017-04-26,194.4
2017-04-27,199.8
2017-04-28,199.75
2017-05-02,196.2
2017-05-03,200.35
2017-05-04,199.1
2017-05-05,197.15
2017-05-08,199.4
2017-05-09,198.05
2017-05-10,198.1
2017-05-11,196.1
2017-05-12,194.25
2017-05-15,197.6
2017-05-16,198.25
2017-05-17,200.35
2017-05-18,194.2
2017-05-19,193.55
2017-05-22,189.2
2017-05-23,180.95
2017-05-24,180.65
2017-05-25,186.95
2017-05-26,194.7
2017-05-29,194.9
2017-05-30,196.1
2017-05-31,194.95
2017-06-01,193.45
2017-06-02,195.65
2017-06-05,201.15
2017-06-06,202.25
2017-06-07,200.9
2017-06-08,198.4
2017-06-09,198.55
2017-06-12,198.6
2017-06-13,198.85
2017-06-14,198.75
2017-06-15,197.7
2017-06-16,200.7
2017-06-19,205.45
2017-06-20,206.95
2017-06-21,209.8
2017-06-22,206.9
2017-06-23,208.9
2017-06-27,202.15
2017-06-28,203.5
2017-06-29,204.3
2017-06-30,202.5
2017-07-03,207.55
2017-07-04,205.1
2017-07-05,206.1
2017-07-06,206.15
2017-07-07,204.75
2017-07-10,205.25
2017-07-11,208.95
2017-07-12,211.45
2017-07-13,212.45
2017-07-14,210.3
2017-07-17,211.3
2017-07-18,209.6
2017-07-19,210.8
2017-07-20,215.85
2017-07-21,215.6
2017-07-24,215.1
2017-07-25,209.15
2017-07-26,210.7
2017-07-27,208.5
2017-07-28,211.45
2017-07-31,209.5
2017-08-01,211.9
2017-08-02,215.0
2017-08-03,217.1
2017-08-04,216.7
2017-08-07,213.7
2017-08-08,212.5
2017-08-09,207.85
2017-08-10,195.05
2017-08-11,199.65
2017-08-14,206.55
2017-08-16,208.4
2017-08-17,207.3
2017-08-18,208.3
2017-08-21,205.75
2017-08-22,203.45
2017-08-23,205.1
2017-08-24,205.8
2017-08-28,206.9
2017-08-29,204.4
2017-08-30,206.4
2017-08-31,204.55
2017-09-01,208.65
2017-09-04,206.8
2017-09-05,209.0
2017-09-06,208.4
2017-09-07,210.3
2017-09-08,208.8
2017-09-11,208.45
2017-09-12,213.5
2017-09-13,210.15
2017-09-14,213.15
2017-09-15,212.35
2017-09-18,213.55
2017-09-19,215.0
2017-09-20,220.15
2017-09-21,224.05
2017-09-22,216.4
2017-09-25,211.35
2017-09-26,212.4
2017-09-27,207.5
2017-09-28,210.6
2017-09-29,212.6
2017-10-03,213.35
2017-10-04,213.35
2017-10-05,214.95
2017-10-06,216.1
2017-10-09,218.15
2017-10-10,220.05
2017-10-11,221.25
2017-10-12,241.95
2017-10-13,243.35
2017-10-16,239.55
2017-10-17,250.25
2017-10-18,251.3
2017-10-19,253.6
2017-10-23,254.1
2017-10-24,260.1
2017-10-25,246.45
2017-10-26,256.3
2017-10-27,255.45
2017-10-30,265.75
2017-10-31,260.1
2017-11-01,262.85
2017-11-02,262.55
2017-11-03,262.8
2017-11-06,263.95
2017-11-07,285.6
2017-11-08,278.1
2017-11-09,276.85
2017-11-10,274.6
2017-11-13,268.85
2017-11-14,270.25
2017-11-15,265.0
2017-11-16,266.05
2017-11-17,269.1
2017-11-20,265.1
2017-11-21,270.9
2017-11-22,268.1
2017-11-23,266.05
2017-11-24,264.95
2017-11-27,263.9
2017-11-28,262.55
2017-11-29,264.35
2017-11-30,262.85
2017-12-01,260.5
2017-12-04,255.95
2017-12-05,256.65
2017-12-06,253.95
2017-12-07,254.55
2017-12-08,259.45
2017-12-11,254.2
2017-12-12,251.15
2017-12-13,246.05
2017-12-14,245.45
2017-12-15,250.45
2017-12-18,249.45
2017-12-19,252.2
2017-12-20,253.3
2017-12-21,252.2
2017-12-22,254.0
2017-12-26,251.65
2017-12-27,249.55
2017-12-28,247.4
2017-12-29,246.9
