Date,SDBL
2017-01-02,123.6
2017-01-03,125.85
2017-01-04,127.55
2017-01-05,131.4
2017-01-06,127.4
2017-01-09,130.75
2017-01-10,131.35
2017-01-11,133.4
2017-01-12,132.8
2017-01-13,129.35
2017-01-16,129.75
2017-01-17,130.8
2017-01-18,131.1
2017-01-19,131.15
2017-01-20,131.15
2017-01-23,132.3
2017-01-24,132.45
2017-01-25,133.0
2017-01-27,130.0
2017-01-30,129.45
2017-01-31,128.8
2017-02-01,128.35
2017-02-02,130.95
2017-02-03,132.0
2017-02-06,133.2
2017-02-07,130.05
2017-02-08,130.45
2017-02-09,130.35
2017-02-10,129.65
2017-02-13,125.7
2017-02-14,128.2
2017-02-15,124.0
2017-02-16,127.3
2017-02-17,126.75
2017-02-20,127.05
2017-02-21,125.05
2017-02-22,124.85
2017-02-23,123.2
2017-02-27,123.1
2017-02-28,123.0
2017-03-01,124.3
2017-03-02,124.05
2017-03-03,122.1
2017-03-06,122.0
2017-03-07,119.9
2017-03-08,122.0
2017-03-09,121.35
2017-03-10,119.8
2017-03-14,121.35
2017-03-15,121.95
2017-03-16,122.15
2017-03-17,121.65
2017-03-20,120.4
2017-03-21,119.8
2017-03-22,120.25
2017-03-23,144.3
2017-03-24,137.05
2017-03-27,139.45
2017-03-28,136.15
2017-03-29,133.65
2017-03-30,133.2
2017-03-31,130.85
2017-04-03,133.4
2017-04-05,130.65
2017-04-06,130.25
2017-04-07,126.9
2017-04-10,123.15
2017-04-11,119.2
2017-04-12,122.55
2017-04-13,121.35
2017-04-17,120.45
2017-04-18,120.0
2017-04-19,134.2
2017-04-20,128.05
2017-04-21,129.2
2017-04-24,127.45
2017-04-25,126.1
2017-04-26,128.2
2017-04-27,123.15
2017-04-28,123.05
2017-05-02,125.7
2017-05-03,123.3
2017-05-04,122.9
2017-05-05,120.55
2017-05-08,134.8
2017-05-09,143.95
2017-05-10,152.95
2017-05-11,154.95
2017-05-12,155.3
2017-05-15,159.85
2017-05-16,158.65
2017-05-17,160.4
2017-05-18,151.8
2017-05-19,157.7
2017-05-22,157.25
2017-05-23,153.8
2017-05-24,154.35
2017-05-25,155.3
2017-05-26,152.25
2017-05-29,149.4
2017-05-30,149.9
2017-05-31,146.75
2017-06-01,145.2
2017-06-02,148.45
2017-06-05,145.2
2017-06-06,144.35
2017-06-07,142.9
2017-06-08,147.0
2017-06-09,149.85
2017-06-12,145.4
2017-06-13,145.9
2017-06-14,143.8
2017-06-15,146.85
2017-06-16,146.5
2017-06-19,145.95
2017-06-20,145.25
2017-06-21,142.65
2017-06-22,142.05
2017-06-23,138.45
2017-06-27,134.65
2017-06-28,127.1
2017-06-29,133.9
2017-06-30,131.25
2017-07-03,133.0
2017-07-04,130.45
2017-07-05,135.6
2017-07-06,133.15
2017-07-07,135.3
2017-07-10,135.05
2017-07-11,135.85
2017-07-12,137.6
2017-07-13,133.1
2017-07-14,134.0
2017-07-17,134.7
2017-07-18,133.4
2017-07-19,138.25
2017-07-20,136.8
2017-07-21,135.2
2017-07-24,132.65
2017-07-25,132.75
2017-07-26,132.15
2017-07-27,139.85
2017-07-28,140.1
2017-07-31,138.15
2017-08-01,137.45
2017-08-02,139.85
2017-08-03,137.4
2017-08-04,141.95
2017-08-07,142.6
2017-08-08,142.2
2017-08-09,146.7
2017-08-10,134.6
2017-08-11,136.25
2017-08-14,139.75
2017-08-16,141.35
2017-08-17,140.9
2017-08-18,139.35
2017-08-21,139.55
2017-08-22,137.1
2017-08-23,136.45
2017-08-24,140.35
2017-08-28,145.75
2017-08-29,143.95
2017-08-30,146.5
2017-08-31,143.85
2017-09-01,146.45
2017-09-04,147.2
2017-09-05,150.4
2017-09-06,154.85
2017-09-07,156.5
2017-09-08,155.95
2017-09-11,156.1
2017-09-12,158.15
2017-09-13,154.35
2017-09-14,155.0
2017-09-15,153.8
2017-09-18,154.1
2017-09-19,153.05
2017-09-20,152.95
2017-09-21,151.9
2017-09-22,150.1
2017-09-25,141.55
2017-09-26,151.95
2017-09-27,144.15
2017-09-28,144.45
2017-09-29,148.3
2017-10-03,149.1
2017-10-04,153.15
2017-10-05,157.9
2017-10-06,160.65
2017-10-09,155.95
2017-10-10,154.45
2017-10-11,155.3
2017-10-12,164.55
2017-10-13,161.75
2017-10-16,159.0
2017-10-17,161.6
2017-10-18,165.5
2017-10-19,166.25
2017-10-23,168.3
2017-10-24,175.85
2017-10-25,172.6
2017-10-26,178.2
2017-10-27,182.4
2017-10-30,176.85
2017-10-31,174.85
2017-11-01,172.8
2017-11-02,167.2
2017-11-03,164.65
2017-11-06,162.1
2017-11-07,159.4
2017-11-08,162.25
2017-11-09,167.95
2017-11-10,163.0
2017-11-13,161.55
2017-11-14,158.7
2017-11-15,153.45
2017-11-16,159.2
2017-11-17,171.15
2017-11-20,170.7
2017-11-21,170.15
2017-11-22,177.9
2017-11-23,178.55
2017-11-24,182.55
2017-11-27,179.3
2017-11-28,181.45
2017-11-29,179.0
2017-11-30,179.6
2017-12-01,174.6
2017-12-04,173.1
2017-12-05,173.65
2017-12-06,166.25
2017-12-07,176.45
2017-12-08,175.35
2017-12-11,173.05
2017-12-12,172.3
2017-12-13,174.65
2017-12-14,172.25
2017-12-15,175.55
2017-12-18,176.4
2017-12-19,182.6
2017-12-20,194.15
2017-12-21,190.95
2017-12-22,187.7
2017-12-26,188.45
2017-12-27,182.0
2017-12-28,183.3
2017-12-29,181.2
