Date,SETFGOLD
2017-01-02,2561.25
2017-01-03,2561.2
2017-01-04,2594.5
2017-01-05,2603.35
2017-01-06,2607.85
2017-01-09,2620.3
2017-01-10,2640.3
2017-01-11,2659.65
2017-01-12,2681.15
2017-01-13,2655.45
2017-01-16,2685.35
2017-01-17,2695.9
2017-01-18,2685.6
2017-01-19,2673.5
2017-01-20,2693.85
2017-01-23,2683.55
2017-01-24,2675.25
2017-01-25,2663.55
2017-01-27,2622.05
2017-01-30,2653.95
2017-01-31,2655.8
2017-02-01,2672.2
2017-02-02,2665.0
2017-02-03,2660.3
2017-02-06,2678.55
2017-02-07,2696.45
2017-02-08,2701.3
2017-02-09,2715.4
2017-02-10,2676.8
2017-02-13,2687.45
2017-02-14,2685.0
2017-02-15,2680.1
2017-02-16,2690.65
2017-02-17,2713.0
2017-02-20,2694.75
2017-02-21,2679.2
2017-02-22,2698.4
2017-02-23,2684.1
2017-02-27,2729.1
2017-02-28,2724.2
2017-03-01,2707.4
2017-03-02,2709.45
2017-03-03,2680.3
2017-03-06,2688.05
2017-03-07,2676.65
2017-03-08,2640.65
2017-03-09,2638.75
2017-03-10,2615.3
2017-03-14,2607.25
2017-03-15,2592.8
2017-03-16,2618.3
2017-03-17,2621.3
2017-03-20,2617.1
2017-03-21,2614.4
2017-03-22,2650.15
2017-03-23,2646.8
2017-03-24,2645.75
2017-03-27,2657.5
2017-03-28,2646.95
2017-03-29,2638.6
2017-03-30,2638.9
2017-03-31,2621.5
2017-04-03,2629.4
2017-04-05,2654.2
2017-04-06,2652.15
2017-04-07,2648.5
2017-04-10,2632.9
2017-04-11,2634.35
2017-04-12,2683.05
2017-04-13,2698.4
2017-04-17,2709.55
2017-04-18,2697.4
2017-04-19,2685.5
2017-04-20,2690.75
2017-04-21,2687.85
2017-04-24,2666.95
2017-04-25,2670.9
2017-04-26,2650.55
2017-04-27,2645.6
2017-04-28,2663.9
2017-05-02,2631.45
2017-05-03,2627.45
2017-05-04,2593.55
2017-05-05,2605.9
2017-05-08,2596.15
2017-05-09,2576.8
2017-05-10,2577.95
2017-05-11,2569.05
2017-05-12,2561.85
2017-05-15,2568.4
2017-05-16,2578.5
2017-05-17,2596.25
2017-05-18,2642.45
2017-05-19,2629.05
2017-05-22,2630.85
2017-05-23,2649.7
2017-05-24,2628.95
2017-05-25,2622.5
2017-05-26,2647.1
2017-05-29,2635.1
2017-05-30,2646.2
2017-05-31,2658.4
2017-06-01,2644.75
2017-06-02,2635.25
2017-06-05,2671.95
2017-06-06,2685.05
2017-06-07,2693.35
2017-06-08,2684.55
2017-06-09,2649.4
2017-06-12,2664.5
2017-06-13,2645.85
2017-06-14,2646.3
2017-06-15,2649.4
2017-06-16,2626.35
2017-06-19,2629.55
2017-06-20,2615.5
2017-06-21,2637.0
2017-06-22,2639.25
2017-06-23,2631.25
2017-06-27,2625.6
2017-06-28,2615.1
2017-06-29,2599.45
2017-06-30,2596.9
2017-07-03,2589.6
2017-07-04,2604.35
2017-07-05,2591.6
2017-07-06,2581.05
2017-07-07,2562.15
2017-07-10,2548.45
2017-07-11,2546.0
2017-07-12,2569.9
2017-07-13,2558.0
2017-07-14,2554.6
2017-07-17,2572.3
2017-07-18,2587.95
2017-07-19,2583.05
2017-07-20,2600.55
2017-07-21,2603.5
2017-07-24,2618.45
2017-07-25,2599.95
2017-07-26,2599.0
2017-07-27,2611.55
2017-07-28,2591.45
2017-07-31,2594.25
2017-08-01,2599.65
2017-08-02,2606.35
2017-08-03,2618.35
2017-08-04,2637.25
2017-08-07,2613.65
2017-08-08,2614.9
2017-08-09,2613.1
2017-08-10,2631.95
2017-08-11,2657.2
2017-08-14,2643.55
2017-08-16,2620.9
2017-08-17,2650.75
2017-08-18,2662.15
2017-08-21,2642.4
2017-08-22,2625.65
2017-08-23,2641.85
2017-08-24,2637.95
2017-08-28,2670.6
2017-08-29,2722.0
2017-08-30,2713.4
2017-08-31,2705.45
2017-09-01,2728.0
2017-09-04,2755.6
2017-09-05,2747.9
2017-09-06,2781.6
2017-09-07,2761.15
2017-09-08,2790.7
2017-09-11,2759.0
2017-09-12,2739.25
2017-09-13,2761.5
2017-09-14,2734.3
2017-09-15,2741.5
2017-09-18,2723.35
2017-09-19,2736.6
2017-09-20,2730.55
2017-09-21,2710.8
2017-09-22,2715.0
2017-09-25,2719.8
2017-09-26,2755.3
2017-09-27,2746.5
2017-09-28,2713.3
2017-09-29,2710.75
2017-10-03,2704.3
2017-10-04,2696.1
2017-10-05,2691.05
2017-10-06,2693.45
2017-10-09,2722.35
2017-10-10,2722.7
2017-10-11,2727.2
2017-10-12,2729.85
2017-10-13,2717.9
2017-10-16,2740.05
2017-10-17,2724.7
2017-10-18,2699.95
2017-10-19,2717.85
2017-10-23,2693.25
2017-10-24,2695.8
2017-10-25,2688.45
2017-10-26,2673.55
2017-10-27,2671.25
2017-10-30,2667.75
2017-10-31,2679.25
2017-11-01,2679.15
2017-11-02,2665.2
2017-11-03,2669.3
2017-11-06,2657.65
2017-11-07,2684.55
2017-11-08,2687.2
2017-11-09,2696.7
2017-11-10,2701.25
2017-11-13,2699.8
2017-11-14,2692.5
2017-11-15,2697.7
2017-11-16,2678.35
2017-11-17,2689.2
2017-11-20,2710.25
2017-11-21,2691.75
2017-11-22,2688.05
2017-11-23,2690.2
2017-11-24,2692.55
2017-11-27,2695.4
2017-11-28,2694.4
2017-11-29,2688.4
2017-11-30,2674.65
2017-12-01,2665.2
2017-12-04,2660.35
2017-12-05,2655.15
2017-12-06,2637.3
2017-12-07,2622.2
2017-12-08,2598.4
2017-12-11,2596.75
2017-12-12,2586.95
2017-12-13,2593.1
2017-12-14,2605.25
2017-12-15,2608.55
2017-12-18,2600.65
2017-12-19,2607.85
2017-12-20,2610.7
2017-12-21,2624.35
2017-12-22,2614.85
2017-12-26,2636.8
2017-12-27,2659.95
2017-12-28,2682.3
2017-12-29,2662.7
