Date,RICOAUTO
2017-01-02,54.9
2017-01-03,57.55
2017-01-04,57.35
2017-01-05,57.9
2017-01-06,58.55
2017-01-09,59.4
2017-01-10,61.9
2017-01-11,61.65
2017-01-12,60.25
2017-01-13,62.55
2017-01-16,62.25
2017-01-17,61.35
2017-01-18,60.95
2017-01-19,59.5
2017-01-20,58.35
2017-01-23,59.4
2017-01-24,59.45
2017-01-25,60.7
2017-01-27,59.6
2017-01-30,58.4
2017-01-31,57.65
2017-02-01,60.6
2017-02-02,62.4
2017-02-03,58.9
2017-02-06,58.75
2017-02-07,59.1
2017-02-08,58.2
2017-02-09,57.05
2017-02-10,57.2
2017-02-13,56.9
2017-02-14,56.15
2017-02-15,55.1
2017-02-16,56.05
2017-02-17,55.65
2017-02-20,56.25
2017-02-21,56.4
2017-02-22,55.45
2017-02-23,55.6
2017-02-27,56.2
2017-02-28,56.85
2017-03-01,59.05
2017-03-02,59.7
2017-03-03,59.85
2017-03-06,59.05
2017-03-07,57.95
2017-03-08,57.45
2017-03-09,56.85
2017-03-10,57.3
2017-03-14,57.2
2017-03-15,56.75
2017-03-16,57.9
2017-03-17,58.6
2017-03-20,58.25
2017-03-21,57.7
2017-03-22,56.5
2017-03-23,57.9
2017-03-24,56.7
2017-03-27,56.55
2017-03-28,56.1
2017-03-29,54.65
2017-03-30,56.2
2017-03-31,56.65
2017-04-03,57.8
2017-04-05,59.35
2017-04-06,58.45
2017-04-07,58.55
2017-04-10,61.05
2017-04-11,63.65
2017-04-12,62.8
2017-04-13,63.0
2017-04-17,63.3
2017-04-18,62.4
2017-04-19,62.1
2017-04-20,62.4
2017-04-21,61.2
2017-04-24,61.5
2017-04-25,61.15
2017-04-26,59.7
2017-04-27,59.8
2017-04-28,60.45
2017-05-02,61.1
2017-05-03,60.65
2017-05-04,61.45
2017-05-05,59.9
2017-05-08,58.85
2017-05-09,58.75
2017-05-10,59.5
2017-05-11,59.25
2017-05-12,58.35
2017-05-15,59.55
2017-05-16,59.55
2017-05-17,59.6
2017-05-18,58.0
2017-05-19,56.65
2017-05-22,55.4
2017-05-23,53.6
2017-05-24,52.4
2017-05-25,53.9
2017-05-26,54.45
2017-05-29,52.75
2017-05-30,51.1
2017-05-31,51.8
2017-06-01,54.7
2017-06-02,55.7
2017-06-05,56.15
2017-06-06,54.75
2017-06-07,54.9
2017-06-08,54.65
2017-06-09,55.95
2017-06-12,54.0
2017-06-13,54.35
2017-06-14,54.3
2017-06-15,53.9
2017-06-16,54.45
2017-06-19,54.2
2017-06-20,54.55
2017-06-21,53.95
2017-06-22,54.2
2017-06-23,51.45
2017-06-27,50.7
2017-06-28,50.9
2017-06-29,51.7
2017-06-30,54.7
2017-07-03,56.1
2017-07-04,59.55
2017-07-05,65.1
2017-07-06,63.05
2017-07-07,64.9
2017-07-10,64.15
2017-07-11,63.8
2017-07-12,74.5
2017-07-13,78.0
2017-07-14,79.25
2017-07-17,77.05
2017-07-18,74.5
2017-07-19,76.25
2017-07-20,76.05
2017-07-21,77.1
2017-07-24,75.6
2017-07-25,73.65
2017-07-26,78.1
2017-07-27,75.6
2017-07-28,76.2
2017-07-31,78.75
2017-08-01,77.25
2017-08-02,76.85
2017-08-03,75.45
2017-08-04,76.75
2017-08-07,76.75
2017-08-08,73.75
2017-08-09,73.95
2017-08-10,68.95
2017-08-11,67.15
2017-08-14,69.1
2017-08-16,73.45
2017-08-17,75.2
2017-08-18,76.1
2017-08-21,74.15
2017-08-22,71.45
2017-08-23,74.0
2017-08-24,72.8
2017-08-28,72.9
2017-08-29,71.45
2017-08-30,72.05
2017-08-31,73.05
2017-09-01,77.05
2017-09-04,75.6
2017-09-05,80.25
2017-09-06,87.1
2017-09-07,93.1
2017-09-08,91.75
2017-09-11,93.65
2017-09-12,91.55
2017-09-13,99.45
2017-09-14,97.25
2017-09-15,96.65
2017-09-18,97.8
2017-09-19,96.1
2017-09-20,103.5
2017-09-21,102.85
2017-09-22,96.4
2017-09-25,91.55
2017-09-26,93.7
2017-09-27,90.65
2017-09-28,91.55
2017-09-29,92.8
2017-10-03,93.05
2017-10-04,99.15
2017-10-05,96.75
2017-10-06,100.2
2017-10-09,102.85
2017-10-10,101.55
2017-10-11,98.25
2017-10-12,99.1
2017-10-13,97.95
2017-10-16,97.4
2017-10-17,97.05
2017-10-18,100.65
2017-10-19,98.8
2017-10-23,106.8
2017-10-24,106.65
2017-10-25,103.5
2017-10-26,103.55
2017-10-27,102.2
2017-10-30,100.4
2017-10-31,99.2
2017-11-01,98.75
2017-11-02,97.8
2017-11-03,99.8
2017-11-06,98.9
2017-11-07,96.75
2017-11-08,95.3
2017-11-09,95.65
2017-11-10,94.25
2017-11-13,93.4
2017-11-14,93.4
2017-11-15,89.25
2017-11-16,91.9
2017-11-17,91.3
2017-11-20,95.9
2017-11-21,95.05
2017-11-22,93.9
2017-11-23,95.8
2017-11-24,94.6
2017-11-27,93.75
2017-11-28,95.3
2017-11-29,96.15
2017-11-30,96.25
2017-12-01,95.25
2017-12-04,90.15
2017-12-05,87.45
2017-12-06,87.95
2017-12-07,91.45
2017-12-08,91.5
2017-12-11,95.45
2017-12-12,94.85
2017-12-13,94.85
2017-12-14,98.05
2017-12-15,97.95
2017-12-18,96.05
2017-12-19,99.45
2017-12-20,99.4
2017-12-21,101.85
2017-12-22,100.45
2017-12-26,103.95
2017-12-27,100.65
2017-12-28,99.3
2017-12-29,101.4
