Date,FSL
2017-01-02,38.15
2017-01-03,38.15
2017-01-04,39.0
2017-01-05,39.75
2017-01-06,39.0
2017-01-09,38.45
2017-01-10,38.4
2017-01-11,38.2
2017-01-12,38.1
2017-01-13,38.2
2017-01-16,38.15
2017-01-17,37.95
2017-01-18,38.0
2017-01-19,39.6
2017-01-20,39.1
2017-01-23,38.85
2017-01-24,40.65
2017-01-25,40.05
2017-01-27,41.45
2017-01-30,41.35
2017-01-31,39.75
2017-02-01,40.3
2017-02-02,39.65
2017-02-03,39.35
2017-02-06,39.55
2017-02-07,43.05
2017-02-08,45.9
2017-02-09,45.45
2017-02-10,47.55
2017-02-13,48.15
2017-02-14,46.5
2017-02-15,44.1
2017-02-16,43.5
2017-02-17,45.4
2017-02-20,44.75
2017-02-21,44.25
2017-02-22,43.9
2017-02-23,43.7
2017-02-27,43.6
2017-02-28,43.85
2017-03-01,45.7
2017-03-02,44.1
2017-03-03,45.5
2017-03-06,45.25
2017-03-07,45.0
2017-03-08,44.2
2017-03-09,43.7
2017-03-10,42.7
2017-03-14,42.15
2017-03-15,43.55
2017-03-16,42.9
2017-03-17,42.5
2017-03-20,41.05
2017-03-21,41.6
2017-03-22,41.15
2017-03-23,42.15
2017-03-24,40.95
2017-03-27,41.15
2017-03-28,40.45
2017-03-29,41.9
2017-03-30,41.75
2017-03-31,41.7
2017-04-03,42.45
2017-04-05,43.3
2017-04-06,42.35
2017-04-07,41.2
2017-04-10,40.7
2017-04-11,41.3
2017-04-12,40.75
2017-04-13,40.7
2017-04-17,40.5
2017-04-18,40.0
2017-04-19,40.0
2017-04-20,41.95
2017-04-21,43.7
2017-04-24,43.35
2017-04-25,42.65
2017-04-26,43.35
2017-04-27,43.4
2017-04-28,43.3
2017-05-02,42.95
2017-05-03,43.15
2017-05-04,41.7
2017-05-05,39.75
2017-05-08,38.8
2017-05-09,39.35
2017-05-10,39.1
2017-05-11,38.8
2017-05-12,38.3
2017-05-15,37.8
2017-05-16,38.85
2017-05-17,38.05
2017-05-18,36.9
2017-05-19,36.2
2017-05-22,35.55
2017-05-23,33.55
2017-05-24,32.3
2017-05-25,33.5
2017-05-26,34.1
2017-05-29,33.05
2017-05-30,32.7
2017-05-31,33.65
2017-06-01,33.35
2017-06-02,33.1
2017-06-05,32.65
2017-06-06,31.65
2017-06-07,31.15
2017-06-08,31.45
2017-06-09,31.5
2017-06-12,31.75
2017-06-13,31.55
2017-06-14,31.25
2017-06-15,30.55
2017-06-16,33.05
2017-06-19,34.25
2017-06-20,34.4
2017-06-21,33.9
2017-06-22,33.9
2017-06-23,32.7
2017-06-27,31.75
2017-06-28,32.05
2017-06-29,33.4
2017-06-30,34.1
2017-07-03,34.8
2017-07-04,35.05
2017-07-05,35.05
2017-07-06,35.1
2017-07-07,35.05
2017-07-10,35.65
2017-07-11,34.95
2017-07-12,35.3
2017-07-13,34.75
2017-07-14,34.0
2017-07-17,33.55
2017-07-18,32.9
2017-07-19,32.45
2017-07-20,32.9
2017-07-21,32.8
2017-07-24,32.65
2017-07-25,33.25
2017-07-26,33.35
2017-07-27,32.85
2017-07-28,35.4
2017-07-31,36.45
2017-08-01,35.6
2017-08-02,35.2
2017-08-03,33.9
2017-08-04,34.15
2017-08-07,35.6
2017-08-08,34.5
2017-08-09,35.5
2017-08-10,34.05
2017-08-11,33.5
2017-08-14,34.8
2017-08-16,35.15
2017-08-17,34.5
2017-08-18,34.1
2017-08-21,33.75
2017-08-22,33.55
2017-08-23,33.55
2017-08-24,33.6
2017-08-28,37.9
2017-08-29,36.2
2017-08-30,38.15
2017-08-31,38.1
2017-09-01,38.2
2017-09-04,37.8
2017-09-05,37.65
2017-09-06,39.4
2017-09-07,40.7
2017-09-08,40.8
2017-09-11,40.8
2017-09-12,40.4
2017-09-13,39.85
2017-09-14,40.15
2017-09-15,40.4
2017-09-18,41.4
2017-09-19,43.75
2017-09-20,44.65
2017-09-21,44.8
2017-09-22,43.1
2017-09-25,42.55
2017-09-26,42.55
2017-09-27,40.8
2017-09-28,41.75
2017-09-29,41.6
2017-10-03,41.35
2017-10-04,41.1
2017-10-05,41.65
2017-10-06,42.3
2017-10-09,44.35
2017-10-10,44.05
2017-10-11,42.0
2017-10-12,42.5
2017-10-13,41.7
2017-10-16,41.6
2017-10-17,41.0
2017-10-18,40.9
2017-10-19,40.7
2017-10-23,40.95
2017-10-24,41.0
2017-10-25,40.65
2017-10-26,40.8
2017-10-27,40.7
2017-10-30,42.05
2017-10-31,43.85
2017-11-01,41.7
2017-11-02,41.65
2017-11-03,41.15
2017-11-06,39.7
2017-11-07,39.75
2017-11-08,38.85
2017-11-09,38.3
2017-11-10,38.9
2017-11-13,37.95
2017-11-14,37.55
2017-11-15,36.25
2017-11-16,40.05
2017-11-17,40.15
2017-11-20,42.2
2017-11-21,43.4
2017-11-22,42.75
2017-11-23,42.55
2017-11-24,42.65
2017-11-27,44.45
2017-11-28,43.45
2017-11-29,42.35
2017-11-30,42.65
2017-12-01,40.8
2017-12-04,39.95
2017-12-05,40.45
2017-12-06,39.5
2017-12-07,39.3
2017-12-08,39.35
2017-12-11,39.4
2017-12-12,38.45
2017-12-13,39.05
2017-12-14,38.5
2017-12-15,39.25
2017-12-18,39.2
2017-12-19,40.05
2017-12-20,40.3
2017-12-21,40.35
2017-12-22,40.2
2017-12-26,40.05
2017-12-27,40.15
2017-12-28,40.5
2017-12-29,40.85
