Date,BANKBEES
2017-01-02,1815.58
2017-01-03,1818.75
2017-01-04,1811.0
2017-01-05,1827.36
2017-01-06,1853.9
2017-01-09,1856.49
2017-01-10,1862.77
2017-01-11,1899.39
2017-01-12,1912.8
2017-01-13,1915.46
2017-01-16,1932.37
2017-01-17,1929.91
2017-01-18,1939.17
2017-01-19,1932.43
2017-01-20,1906.53
2017-01-23,1905.23
2017-01-24,1925.25
2017-01-25,1963.23
2017-01-27,1992.78
2017-01-30,1980.95
2017-01-31,1970.74
2017-02-01,2026.59
2017-02-02,2032.97
2017-02-03,2038.66
2017-02-06,2056.99
2017-02-07,2054.36
2017-02-08,2041.6
2017-02-09,2035.38
2017-02-10,2042.65
2017-02-13,2049.18
2017-02-14,2045.61
2017-02-15,2034.36
2017-02-16,2043.46
2017-02-17,2073.95
2017-02-20,2087.9
2017-02-21,2105.46
2017-02-22,2106.69
2017-02-23,2105.12
2017-02-27,2085.54
2017-02-28,2083.55
2017-03-01,2104.61
2017-03-02,2078.61
2017-03-03,2072.86
2017-03-06,2085.24
2017-03-07,2085.8
2017-03-08,2085.83
2017-03-09,2093.26
2017-03-10,2093.86
2017-03-14,2129.76
2017-03-15,2134.32
2017-03-16,2145.28
2017-03-17,2136.45
2017-03-20,2133.88
2017-03-21,2129.02
2017-03-22,2100.99
2017-03-23,2115.96
2017-03-24,2136.34
2017-03-27,2127.38
2017-03-28,2146.47
2017-03-29,2160.78
2017-03-30,2172.06
2017-03-31,2168.57
2017-04-03,2174.31
2017-04-05,2185.49
2017-04-06,2182.98
2017-04-07,2166.25
2017-04-10,2173.69
2017-04-11,2192.61
2017-04-12,2186.72
2017-04-13,2190.76
2017-04-17,2185.77
2017-04-18,2193.48
2017-04-19,2183.99
2017-04-20,2174.85
2017-04-21,2174.32
2017-04-24,2208.08
2017-04-25,2229.32
2017-04-26,2247.24
2017-04-27,2252.03
2017-04-28,2257.51
2017-05-02,2260.72
2017-05-03,2249.25
2017-05-04,2293.63
2017-05-05,2282.3
2017-05-08,2300.05
2017-05-09,2290.69
2017-05-10,2301.15
2017-05-11,2297.88
2017-05-12,2286.15
2017-05-15,2301.84
2017-05-16,2312.28
2017-05-17,2311.13
2017-05-18,2291.38
2017-05-19,2299.19
2017-05-22,2288.44
2017-05-23,2279.6
2017-05-24,2273.21
2017-05-25,2336.99
2017-05-26,2367.43
2017-05-29,2347.15
2017-05-30,2359.52
2017-05-31,2368.95
2017-06-01,2356.91
2017-06-02,2363.89
2017-06-05,2374.56
2017-06-06,2369.02
2017-06-07,2381.48
2017-06-08,2383.56
2017-06-09,2396.89
2017-06-12,2378.71
2017-06-13,2377.57
2017-06-14,2373.12
2017-06-15,2364.46
2017-06-16,2373.63
2017-06-19,2407.66
2017-06-20,2402.69
2017-06-21,2400.5
2017-06-22,2412.82
2017-06-23,2380.83
2017-06-27,2347.31
2017-06-28,2354.88
2017-06-29,2355.45
2017-06-30,2349.97
2017-07-03,2357.65
2017-07-04,2359.54
2017-07-05,2367.11
2017-07-06,2380.44
2017-07-07,2379.09
2017-07-10,2395.59
2017-07-11,2398.56
2017-07-12,2403.83
2017-07-13,2425.41
2017-07-14,2423.12
2017-07-17,2433.75
2017-07-18,2435.72
2017-07-19,2452.07
2017-07-20,2458.89
2017-07-21,2458.87
2017-07-24,2476.4
2017-07-25,2490.93
2017-07-26,2501.09
2017-07-27,2529.73
2017-07-28,2511.94
2017-07-31,2544.92
2017-08-01,2554.19
2017-08-02,2542.55
2017-08-03,2506.0
2017-08-04,2522.14
2017-08-07,2530.44
2017-08-08,2497.59
2017-08-09,2481.37
2017-08-10,2461.6
2017-08-11,2429.55
2017-08-14,2450.49
2017-08-16,2478.85
2017-08-17,2467.51
2017-08-18,2451.1
2017-08-21,2436.22
2017-08-22,2441.26
2017-08-23,2469.16
2017-08-24,2466.13
2017-08-28,2477.85
2017-08-29,2451.27
2017-08-30,2469.31
2017-08-31,2468.55
2017-09-01,2477.72
2017-09-04,2462.41
2017-09-05,2472.65
2017-09-06,2463.34
2017-09-07,2465.08
2017-09-08,2472.07
2017-09-11,2503.53
2017-09-12,2512.38
2017-09-13,2517.8
2017-09-14,2528.07
2017-09-15,2521.35
2017-09-18,2539.85
2017-09-19,2537.85
2017-09-20,2536.33
2017-09-21,2515.12
2017-09-22,2478.38
2017-09-25,2457.15
2017-09-26,2461.54
2017-09-27,2427.94
2017-09-28,2429.54
2017-09-29,2448.59
2017-10-03,2447.15
2017-10-04,2451.75
2017-10-05,2447.54
2017-10-06,2462.17
2017-10-09,2461.1
2017-10-10,2467.02
2017-10-11,2441.27
2017-10-12,2467.34
2017-10-13,2504.08
2017-10-16,2502.84
2017-10-17,2497.28
2017-10-18,2467.87
2017-10-19,2441.27
2017-10-23,2442.52
2017-10-24,2453.28
2017-10-25,2538.85
2017-10-26,2537.4
2017-10-27,2521.25
2017-10-30,2542.87
2017-10-31,2545.39
2017-11-01,2581.53
2017-11-02,2579.06
2017-11-03,2599.68
2017-11-06,2595.34
2017-11-07,2564.36
2017-11-08,2554.0
2017-11-09,2564.4
2017-11-10,2578.54
2017-11-13,2577.96
2017-11-14,2567.54
2017-11-15,2564.51
2017-11-16,2578.05
2017-11-17,2616.83
2017-11-20,2616.97
2017-11-21,2615.15
2017-11-22,2611.03
2017-11-23,2609.43
2017-11-24,2619.7
2017-11-27,2627.63
2017-11-28,2622.87
2017-11-29,2616.11
2017-11-30,2573.33
2017-12-01,2556.61
2017-12-04,2554.64
2017-12-05,2555.88
2017-12-06,2528.82
2017-12-07,2547.64
2017-12-08,2564.94
2017-12-11,2573.86
2017-12-12,2550.65
2017-12-13,2535.5
2017-12-14,2551.14
2017-12-15,2591.5
2017-12-18,2593.59
2017-12-19,2605.98
2017-12-20,2600.19
2017-12-21,2596.34
2017-12-22,2601.46
2017-12-26,2602.45
2017-12-27,2590.71
2017-12-28,2584.72
2017-12-29,2596.52
