Date,ONMOBILE
2017-01-02,83.0
2017-01-03,84.95
2017-01-04,88.15
2017-01-05,90.95
2017-01-06,89.2
2017-01-09,89.65
2017-01-10,91.45
2017-01-11,90.35
2017-01-12,89.0
2017-01-13,88.05
2017-01-16,88.55
2017-01-17,86.9
2017-01-18,85.45
2017-01-19,85.55
2017-01-20,85.75
2017-01-23,85.4
2017-01-24,86.2
2017-01-25,85.55
2017-01-27,85.55
2017-01-30,83.7
2017-01-31,80.15
2017-02-01,81.4
2017-02-02,83.2
2017-02-03,82.85
2017-02-06,81.95
2017-02-07,82.75
2017-02-08,83.1
2017-02-09,83.7
2017-02-10,82.95
2017-02-13,80.7
2017-02-14,79.6
2017-02-15,79.05
2017-02-16,80.65
2017-02-17,84.0
2017-02-20,87.0
2017-02-21,86.35
2017-02-22,83.2
2017-02-23,84.1
2017-02-27,79.05
2017-02-28,79.45
2017-03-01,80.1
2017-03-02,77.95
2017-03-03,78.5
2017-03-06,78.6
2017-03-07,78.15
2017-03-08,77.2
2017-03-09,76.9
2017-03-10,75.55
2017-03-14,75.65
2017-03-15,75.65
2017-03-16,78.45
2017-03-17,77.85
2017-03-20,81.15
2017-03-21,79.75
2017-03-22,82.85
2017-03-23,83.3
2017-03-24,83.5
2017-03-27,81.45
2017-03-28,86.5
2017-03-29,87.75
2017-03-30,89.0
2017-03-31,90.35
2017-04-03,91.15
2017-04-05,89.1
2017-04-06,90.25
2017-04-07,87.95
2017-04-10,90.5
2017-04-11,92.6
2017-04-12,90.75
2017-04-13,89.95
2017-04-17,89.95
2017-04-18,89.1
2017-04-19,87.5
2017-04-20,86.95
2017-04-21,85.5
2017-04-24,83.5
2017-04-25,85.4
2017-04-26,83.95
2017-04-27,82.3
2017-04-28,83.55
2017-05-02,85.1
2017-05-03,85.5
2017-05-04,85.55
2017-05-05,82.8
2017-05-08,82.8
2017-05-09,83.6
2017-05-10,82.7
2017-05-11,82.5
2017-05-12,82.15
2017-05-15,82.05
2017-05-16,80.95
2017-05-17,81.85
2017-05-18,80.3
2017-05-19,79.75
2017-05-22,79.2
2017-05-23,75.9
2017-05-24,77.0
2017-05-25,77.45
2017-05-26,77.5
2017-05-29,74.8
2017-05-30,72.95
2017-05-31,72.6
2017-06-01,71.05
2017-06-02,70.95
2017-06-05,72.4
2017-06-06,71.65
2017-06-07,71.5
2017-06-08,68.85
2017-06-09,64.8
2017-06-12,66.8
2017-06-13,66.55
2017-06-14,66.75
2017-06-15,66.15
2017-06-16,65.95
2017-06-19,63.4
2017-06-20,65.85
2017-06-21,71.3
2017-06-22,68.45
2017-06-23,67.2
2017-06-27,65.1
2017-06-28,68.3
2017-06-29,68.75
2017-06-30,67.6
2017-07-03,66.45
2017-07-04,67.8
2017-07-05,68.3
2017-07-06,68.85
2017-07-07,68.3
2017-07-10,69.25
2017-07-11,70.15
2017-07-12,74.3
2017-07-13,74.1
2017-07-14,74.3
2017-07-17,73.25
2017-07-18,70.9
2017-07-19,71.95
2017-07-20,70.35
2017-07-21,69.6
2017-07-24,69.6
2017-07-25,68.6
2017-07-26,67.55
2017-07-27,67.7
2017-07-28,66.5
2017-07-31,64.6
2017-08-01,63.15
2017-08-02,62.8
2017-08-03,62.3
2017-08-04,62.35
2017-08-07,63.55
2017-08-08,61.3
2017-08-09,58.75
2017-08-10,55.1
2017-08-11,54.15
2017-08-14,60.15
2017-08-16,60.8
2017-08-17,59.5
2017-08-18,58.15
2017-08-21,57.6
2017-08-22,55.4
2017-08-23,54.8
2017-08-24,58.55
2017-08-28,58.7
2017-08-29,57.9
2017-08-30,60.25
2017-08-31,59.55
2017-09-01,59.1
2017-09-04,56.9
2017-09-05,57.25
2017-09-06,56.65
2017-09-07,59.8
2017-09-08,58.5
2017-09-11,57.85
2017-09-12,58.7
2017-09-13,57.5
2017-09-14,58.35
2017-09-15,56.6
2017-09-18,57.2
2017-09-19,60.4
2017-09-20,58.5
2017-09-21,58.05
2017-09-22,56.1
2017-09-25,55.5
2017-09-26,55.25
2017-09-27,54.3
2017-09-28,53.55
2017-09-29,54.05
2017-10-03,54.05
2017-10-04,53.4
2017-10-05,53.45
2017-10-06,52.85
2017-10-09,53.25
2017-10-10,56.0
2017-10-11,55.05
2017-10-12,58.25
2017-10-13,58.7
2017-10-16,61.45
2017-10-17,61.45
2017-10-18,59.7
2017-10-19,60.25
2017-10-23,65.4
2017-10-24,65.0
2017-10-25,63.55
2017-10-26,63.65
2017-10-27,65.15
2017-10-30,63.7
2017-10-31,59.5
2017-11-01,59.0
2017-11-02,59.0
2017-11-03,59.4
2017-11-06,59.15
2017-11-07,57.0
2017-11-08,55.8
2017-11-09,55.2
2017-11-10,55.4
2017-11-13,57.15
2017-11-14,56.15
2017-11-15,56.05
2017-11-16,56.4
2017-11-17,56.55
2017-11-20,57.55
2017-11-21,57.85
2017-11-22,57.15
2017-11-23,56.9
2017-11-24,56.6
2017-11-27,56.3
2017-11-28,58.95
2017-11-29,58.7
2017-11-30,56.85
2017-12-01,56.6
2017-12-04,56.15
2017-12-05,55.65
2017-12-06,55.3
2017-12-07,55.2
2017-12-08,55.25
2017-12-11,55.05
2017-12-12,55.45
2017-12-13,53.9
2017-12-14,53.6
2017-12-15,53.5
2017-12-18,53.3
2017-12-19,53.6
2017-12-20,56.85
2017-12-21,59.25
2017-12-22,59.1
2017-12-26,59.5
2017-12-27,57.35
2017-12-28,57.35
2017-12-29,56.75
