Date,MADRASFERT
2017-01-02,14.5
2017-01-03,14.25
2017-01-04,15.2
2017-01-05,15.3
2017-01-06,15.7
2017-01-09,16.0
2017-01-10,15.65
2017-01-11,15.2
2017-01-12,15.0
2017-01-13,15.6
2017-01-16,15.85
2017-01-17,17.5
2017-01-18,17.4
2017-01-19,17.7
2017-01-20,16.75
2017-01-23,16.65
2017-01-24,16.85
2017-01-25,16.4
2017-01-27,16.15
2017-01-30,16.65
2017-01-31,16.35
2017-02-01,16.45
2017-02-02,16.05
2017-02-03,16.8
2017-02-06,16.45
2017-02-07,16.35
2017-02-08,16.45
2017-02-09,16.65
2017-02-10,16.25
2017-02-13,15.3
2017-02-14,15.25
2017-02-15,14.95
2017-02-16,14.8
2017-02-17,14.95
2017-02-20,14.9
2017-02-21,15.0
2017-02-22,16.1
2017-02-23,15.9
2017-02-27,15.35
2017-02-28,15.7
2017-03-01,15.8
2017-03-02,15.25
2017-03-03,15.1
2017-03-06,15.25
2017-03-07,15.1
2017-03-08,14.8
2017-03-09,14.85
2017-03-10,14.85
2017-03-14,15.2
2017-03-15,15.05
2017-03-16,15.25
2017-03-17,15.1
2017-03-20,16.3
2017-03-21,16.3
2017-03-22,15.75
2017-03-23,15.9
2017-03-24,15.85
2017-03-27,15.65
2017-03-28,16.8
2017-03-29,16.35
2017-03-30,16.6
2017-03-31,19.25
2017-04-03,21.0
2017-04-05,23.7
2017-04-06,21.85
2017-04-07,22.45
2017-04-10,24.65
2017-04-11,24.95
2017-04-12,27.35
2017-05-30,24.05
2017-05-31,25.25
2017-06-01,24.65
2017-06-02,24.05
2017-06-05,24.0
2017-06-06,23.3
2017-06-07,25.15
2017-06-08,24.7
2017-06-09,26.45
2017-06-12,24.9
2017-06-13,24.9
2017-06-14,24.9
2017-06-15,24.6
2017-06-16,24.55
2017-06-19,24.05
2017-06-20,23.75
2017-06-21,24.15
2017-06-22,24.0
2017-06-23,23.65
2017-06-27,22.85
2017-06-28,22.85
2017-06-29,22.5
2017-06-30,22.9
2017-07-03,23.75
2017-07-04,23.45
2017-07-05,23.1
2017-07-06,23.35
2017-07-07,23.0
2017-07-10,23.3
2017-07-11,22.95
2017-07-12,22.9
2017-07-13,22.6
2017-07-14,22.75
2017-07-17,23.0
2017-07-18,22.4
2017-07-19,22.45
2017-07-20,22.1
2017-07-21,22.4
2017-07-24,22.3
2017-07-25,22.35
2017-07-26,22.55
2017-07-27,22.25
2017-07-28,22.15
2017-07-31,22.1
2017-08-01,19.95
2017-08-02,21.2
2017-08-03,21.85
2017-08-04,21.8
2017-08-07,21.65
2017-08-08,21.0
2017-08-09,20.3
2017-08-10,19.8
2017-08-11,18.9
2017-08-14,19.55
2017-08-16,20.0
2017-08-17,21.0
2017-08-18,21.1
2017-08-21,20.35
2017-08-22,19.0
2017-08-23,19.5
2017-08-24,20.5
2017-08-28,20.75
2017-08-29,20.85
2017-08-30,21.5
2017-08-31,21.15
2017-09-01,21.5
2017-09-04,21.15
2017-09-05,24.3
2017-09-06,23.1
2017-09-07,22.65
2017-09-08,22.1
2017-09-11,22.05
2017-09-12,22.05
2017-09-13,21.65
2017-09-14,22.05
2017-09-15,21.55
2017-09-18,22.15
2017-09-19,23.4
2017-09-20,23.5
2017-09-21,22.95
2017-09-22,22.15
2017-09-25,22.25
2017-09-26,23.25
2017-09-27,22.7
2017-09-28,22.95
2017-09-29,22.8
2017-10-03,22.65
2017-10-04,23.0
2017-10-05,23.5
2017-10-06,25.1
2017-10-09,24.05
2017-10-10,23.7
2017-10-11,23.1
2017-10-12,23.5
2017-10-13,23.25
2017-10-16,23.15
2017-10-17,24.35
2017-10-18,24.75
2017-10-19,24.3
2017-10-23,23.75
2017-10-24,27.1
2017-10-25,28.4
2017-10-26,30.15
2017-10-27,27.8
2017-10-30,27.9
2017-10-31,28.3
2017-11-01,28.1
2017-11-02,27.4
2017-11-03,27.7
2017-11-06,27.7
2017-11-07,27.55
2017-11-08,26.25
2017-11-09,25.85
2017-11-10,25.65
2017-11-13,25.45
2017-11-14,24.3
2017-11-15,22.95
2017-11-16,27.5
2017-11-17,26.75
2017-11-20,26.9
2017-11-21,25.85
2017-11-22,25.65
2017-11-23,25.6
2017-11-24,26.15
2017-11-27,26.1
2017-11-28,31.3
2017-11-29,37.55
2017-11-30,37.65
2017-12-01,41.0
2017-12-04,44.35
2017-12-05,41.15
2017-12-06,42.9
2017-12-07,41.9
2017-12-08,40.6
2017-12-11,42.65
2017-12-12,41.2
2017-12-13,39.9
2017-12-14,40.6
2017-12-15,40.95
2017-12-18,40.6
2017-12-19,44.65
2017-12-20,47.55
2017-12-21,46.4
2017-12-22,44.95
2017-12-26,45.5
2017-12-27,43.5
2017-12-28,45.0
2017-12-29,44.9
