Date,KWALITY
2017-01-02,126.85
2017-01-03,131.15
2017-01-04,131.35
2017-01-05,130.45
2017-01-06,129.5
2017-01-09,131.15
2017-01-10,134.95
2017-01-11,139.1
2017-01-12,139.25
2017-01-13,141.25
2017-01-16,142.15
2017-01-17,140.25
2017-01-18,140.6
2017-01-19,142.65
2017-01-20,142.85
2017-01-23,140.55
2017-01-24,141.95
2017-01-25,139.9
2017-01-27,138.35
2017-01-30,137.2
2017-01-31,137.45
2017-02-01,138.05
2017-02-02,137.9
2017-02-03,137.75
2017-02-06,139.1
2017-02-07,139.5
2017-02-08,142.7
2017-02-09,150.45
2017-02-10,147.2
2017-02-13,143.95
2017-02-14,146.4
2017-02-15,142.3
2017-02-16,143.35
2017-02-17,142.15
2017-02-20,150.0
2017-02-21,149.7
2017-02-22,146.4
2017-02-23,147.9
2017-02-27,150.05
2017-02-28,157.35
2017-03-01,160.2
2017-03-02,160.25
2017-03-03,160.2
2017-03-06,161.25
2017-03-07,165.3
2017-03-08,160.0
2017-03-09,157.6
2017-03-10,154.65
2017-03-14,158.8
2017-03-15,156.1
2017-03-16,156.6
2017-03-17,159.75
2017-03-20,155.2
2017-03-21,156.0
2017-03-22,156.35
2017-03-23,158.6
2017-03-24,157.25
2017-03-27,156.4
2017-03-28,153.3
2017-03-29,154.8
2017-03-30,155.1
2017-03-31,156.25
2017-04-03,157.75
2017-04-05,156.85
2017-04-06,162.1
2017-04-07,162.9
2017-04-10,162.15
2017-04-11,162.1
2017-04-12,158.2
2017-04-13,158.1
2017-04-17,155.35
2017-04-18,150.2
2017-04-19,161.7
2017-04-20,161.9
2017-04-21,162.7
2017-04-24,160.85
2017-04-25,160.65
2017-04-26,155.9
2017-04-27,151.35
2017-04-28,151.15
2017-05-02,151.65
2017-05-03,150.2
2017-05-04,150.25
2017-05-05,150.05
2017-05-08,149.3
2017-05-09,147.2
2017-05-10,147.1
2017-05-11,145.95
2017-05-12,145.8
2017-05-15,147.85
2017-05-16,147.3
2017-05-17,147.7
2017-05-18,142.9
2017-05-19,143.35
2017-05-22,144.75
2017-05-23,140.8
2017-05-24,134.55
2017-05-25,135.4
2017-05-26,139.3
2017-05-29,135.9
2017-05-30,135.05
2017-05-31,144.05
2017-06-01,140.55
2017-06-02,139.2
2017-06-05,140.4
2017-06-06,138.3
2017-06-07,139.25
2017-06-08,139.15
2017-06-09,138.05
2017-06-12,141.5
2017-06-13,140.05
2017-06-14,143.55
2017-06-15,147.8
2017-06-16,152.95
2017-06-19,154.9
2017-06-20,156.85
2017-06-21,156.7
2017-06-22,151.95
2017-06-23,150.95
2017-06-27,151.45
2017-06-28,150.15
2017-06-29,149.5
2017-06-30,147.65
2017-07-03,154.1
2017-07-04,155.6
2017-07-05,157.45
2017-07-06,154.95
2017-07-07,151.1
2017-07-10,150.85
2017-07-11,148.7
2017-07-12,150.15
2017-07-13,151.65
2017-07-14,151.85
2017-07-17,148.65
2017-07-18,147.2
2017-07-19,146.75
2017-07-20,146.65
2017-07-21,144.6
2017-07-24,146.65
2017-07-25,145.95
2017-07-26,149.35
2017-07-27,151.75
2017-07-28,149.15
2017-07-31,145.75
2017-08-01,144.0
2017-08-02,137.75
2017-08-03,133.35
2017-08-04,134.15
2017-08-07,139.25
2017-08-08,136.15
2017-08-09,139.3
2017-08-10,135.25
2017-08-11,139.85
2017-08-14,136.75
2017-08-16,136.6
2017-08-17,136.15
2017-08-18,135.6
2017-08-21,141.5
2017-08-22,139.3
2017-08-23,143.15
2017-08-24,147.5
2017-08-28,153.0
2017-08-29,152.35
2017-08-30,150.0
2017-08-31,148.85
2017-09-01,143.25
2017-09-04,114.6
2017-09-05,120.75
2017-09-06,122.5
2017-09-07,121.0
2017-09-08,119.25
2017-09-11,118.55
2017-09-12,112.15
2017-09-13,114.15
2017-09-14,120.45
2017-09-15,116.7
2017-09-18,117.3
2017-09-19,116.95
2017-09-20,114.9
2017-09-21,114.5
2017-09-22,113.55
2017-09-25,105.1
2017-09-26,104.4
2017-09-27,97.85
2017-09-28,97.3
2017-09-29,98.15
2017-10-03,97.75
2017-10-04,97.3
2017-10-05,96.9
2017-10-06,102.9
2017-10-09,102.45
2017-10-10,102.1
2017-10-11,100.55
2017-10-12,101.5
2017-10-13,101.75
2017-10-16,100.5
2017-10-17,100.2
2017-10-18,100.05
2017-10-19,103.1
2017-10-23,101.85
2017-10-24,100.8
2017-10-25,97.35
2017-10-26,97.65
2017-10-27,97.5
2017-10-30,97.85
2017-10-31,100.65
2017-11-01,99.8
2017-11-02,97.95
2017-11-03,97.3
2017-11-06,99.0
2017-11-07,98.45
2017-11-08,97.45
2017-11-09,97.7
2017-11-10,97.4
2017-11-13,98.85
2017-11-14,101.55
2017-11-15,101.5
2017-11-16,101.45
2017-11-17,100.9
2017-11-20,106.85
2017-11-21,105.65
2017-11-22,107.8
2017-11-23,108.4
2017-11-24,110.0
2017-11-27,108.5
2017-11-28,105.8
2017-11-29,105.5
2017-11-30,103.3
2017-12-01,100.6
2017-12-04,99.65
2017-12-05,101.05
2017-12-06,102.7
2017-12-07,103.15
2017-12-08,101.6
2017-12-11,110.95
2017-12-12,106.25
2017-12-13,105.0
2017-12-14,104.75
2017-12-15,105.25
2017-12-18,103.0
2017-12-19,105.55
2017-12-20,105.45
2017-12-21,106.7
2017-12-22,105.65
2017-12-26,111.05
2017-12-27,112.95
2017-12-28,113.0
2017-12-29,112.55
