Date,ICICINIFTY
2017-01-02,83.44
2017-01-03,83.26
2017-01-04,83.42
2017-01-05,84.17
2017-01-06,84.09
2017-01-09,83.86
2017-01-10,84.24
2017-01-11,85.26
2017-01-12,85.58
2017-01-13,85.51
2017-01-16,85.77
2017-01-17,85.47
2017-01-18,85.63
2017-01-19,85.95
2017-01-20,85.15
2017-01-23,85.39
2017-01-24,86.1
2017-01-25,87.18
2017-01-27,87.97
2017-01-30,87.82
2017-01-31,87.13
2017-02-01,88.59
2017-02-02,88.71
2017-02-03,88.84
2017-02-06,89.59
2017-02-07,89.24
2017-02-08,89.25
2017-02-09,89.41
2017-02-10,89.51
2017-02-13,89.83
2017-02-14,89.64
2017-02-15,88.77
2017-02-16,89.29
2017-02-17,89.72
2017-02-20,90.17
2017-02-21,90.65
2017-02-22,90.83
2017-02-23,90.8
2017-02-27,90.59
2017-02-28,90.35
2017-03-01,90.93
2017-03-02,90.66
2017-03-03,90.57
2017-03-06,91.28
2017-03-07,91.04
2017-03-08,90.85
2017-03-09,90.86
2017-03-10,90.75
2017-03-14,92.2
2017-03-15,92.29
2017-03-16,92.84
2017-03-17,92.84
2017-03-20,92.68
2017-03-21,92.96
2017-03-22,91.88
2017-03-23,92.39
2017-03-24,92.75
2017-03-27,92.2
2017-03-28,92.61
2017-03-29,93.02
2017-03-30,93.32
2017-03-31,93.51
2017-04-03,94.34
2017-04-05,94.38
2017-04-06,94.34
2017-04-07,93.74
2017-04-10,93.6
2017-04-11,94.16
2017-04-12,93.61
2017-04-13,93.27
2017-04-17,93.23
2017-04-18,92.84
2017-04-19,92.92
2017-04-20,93.3
2017-04-21,92.79
2017-04-24,94.05
2017-04-25,94.71
2017-04-26,95.14
2017-04-27,95.06
2017-04-28,94.53
2017-05-02,95.0
2017-05-03,94.93
2017-05-04,95.25
2017-05-05,94.47
2017-05-08,94.83
2017-05-09,94.99
2017-05-10,95.71
2017-05-11,95.78
2017-05-12,95.57
2017-05-15,96.17
2017-05-16,96.71
2017-05-17,96.88
2017-05-18,95.94
2017-05-19,95.93
2017-05-22,96.09
2017-05-23,95.52
2017-05-24,95.48
2017-05-25,96.68
2017-05-26,97.58
2017-05-29,97.98
2017-05-30,97.91
2017-05-31,97.83
2017-06-01,97.8
2017-06-02,98.18
2017-06-05,98.61
2017-06-06,98.51
2017-06-07,98.62
2017-06-08,98.35
2017-06-09,98.71
2017-06-12,98.23
2017-06-13,98.0
2017-06-14,98.35
2017-06-15,97.93
2017-06-16,98.14
2017-06-19,98.6
2017-06-20,98.78
2017-06-21,98.56
2017-06-22,98.35
2017-06-23,97.93
2017-06-27,97.3
2017-06-28,97.19
2017-06-29,97.13
2017-06-30,97.41
2017-07-03,98.44
2017-07-04,98.19
2017-07-05,98.4
2017-07-06,98.7
2017-07-07,98.69
2017-07-10,99.75
2017-07-11,99.88
2017-07-12,100.05
2017-07-13,100.82
2017-07-14,100.97
2017-07-17,101.32
2017-07-18,100.86
2017-07-19,101.66
2017-07-20,101.45
2017-07-21,101.6
2017-07-24,101.94
2017-07-25,102.14
2017-07-26,102.48
2017-07-27,102.57
2017-07-28,102.63
2017-07-31,103.21
2017-08-01,103.43
2017-08-02,103.11
2017-08-03,102.61
2017-08-04,103.05
2017-08-07,103.0
2017-08-08,102.24
2017-08-09,101.63
2017-08-10,100.91
2017-08-11,99.72
2017-08-14,100.67
2017-08-16,101.68
2017-08-17,101.33
2017-08-18,101.19
2017-08-21,100.22
2017-08-22,100.46
2017-08-23,101.16
2017-08-24,101.03
2017-08-28,101.65
2017-08-29,100.47
2017-08-30,101.18
2017-08-31,101.39
2017-09-01,102.19
2017-09-04,101.57
2017-09-05,101.98
2017-09-06,101.7
2017-09-07,101.59
2017-09-08,101.64
2017-09-11,102.41
2017-09-12,103.31
2017-09-13,103.21
2017-09-14,103.25
2017-09-15,103.41
2017-09-18,104.34
2017-09-19,103.94
2017-09-20,103.96
2017-09-21,103.61
2017-09-22,102.14
2017-09-25,101.59
2017-09-26,101.61
2017-09-27,100.78
2017-09-28,101.62
2017-09-29,100.92
2017-10-03,101.45
2017-10-04,101.86
2017-10-05,101.81
2017-10-06,102.55
2017-10-09,102.54
2017-10-10,102.92
2017-10-11,102.38
2017-10-12,103.47
2017-10-13,104.06
2017-10-16,104.89
2017-10-17,104.96
2017-10-18,104.87
2017-10-19,104.29
2017-10-23,104.57
2017-10-24,104.63
2017-10-25,105.36
2017-10-26,105.89
2017-10-27,105.64
2017-10-30,106.5
2017-10-31,106.4
2017-11-01,107.34
2017-11-02,107.12
2017-11-03,107.39
2017-11-06,107.55
2017-11-07,106.51
2017-11-08,105.9
2017-11-09,105.6
2017-11-10,105.78
2017-11-13,105.22
2017-11-14,104.53
2017-11-15,103.85
2017-11-16,105.22
2017-11-17,105.57
2017-11-20,105.97
2017-11-21,105.89
2017-11-22,106.0
2017-11-23,106.02
2017-11-24,106.57
2017-11-27,106.61
2017-11-28,106.28
2017-11-29,106.24
2017-11-30,104.91
2017-12-01,104.14
2017-12-04,104.2
2017-12-05,104.4
2017-12-06,103.38
2017-12-07,104.43
2017-12-08,105.19
2017-12-11,105.82
2017-12-12,105.07
2017-12-13,104.56
2017-12-14,105.33
2017-12-15,105.9
2017-12-18,106.41
2017-12-19,107.19
2017-12-20,107.4
2017-12-21,107.16
2017-12-22,107.68
2017-12-26,107.95
2017-12-27,107.75
2017-12-28,107.59
2017-12-29,107.87
