Date,SHILPAMED
2017-01-02,689.8
2017-01-03,705.95
2017-01-04,702.8
2017-01-05,706.2
2017-01-06,698.1
2017-01-09,698.65
2017-01-10,703.05
2017-01-11,704.95
2017-01-12,698.7
2017-01-13,697.05
2017-01-16,701.15
2017-01-17,713.55
2017-01-18,701.05
2017-01-19,728.05
2017-01-20,711.2
2017-01-23,717.95
2017-01-24,712.35
2017-01-25,708.85
2017-01-27,710.8
2017-01-30,710.2
2017-01-31,704.85
2017-02-01,692.85
2017-02-02,681.9
2017-02-03,679.8
2017-02-06,696.25
2017-02-07,714.65
2017-02-08,722.6
2017-02-09,713.8
2017-02-10,723.15
2017-02-13,726.6
2017-02-14,663.45
2017-02-15,651.25
2017-02-16,634.75
2017-02-17,637.6
2017-02-20,637.4
2017-02-21,647.2
2017-02-22,659.0
2017-02-23,647.95
2017-02-27,641.15
2017-02-28,640.0
2017-03-01,641.0
2017-03-02,640.6
2017-03-03,637.8
2017-03-06,641.6
2017-03-07,638.3
2017-03-08,632.9
2017-03-09,636.7
2017-03-10,641.55
2017-03-14,638.4
2017-03-15,643.9
2017-03-16,642.9
2017-03-17,641.35
2017-03-20,646.85
2017-03-21,637.75
2017-03-22,636.2
2017-03-23,635.7
2017-03-24,633.6
2017-03-27,636.25
2017-03-28,623.2
2017-03-29,615.7
2017-03-30,610.3
2017-03-31,637.45
2017-04-03,665.05
2017-04-05,682.45
2017-04-06,674.05
2017-04-07,673.65
2017-04-10,663.8
2017-04-11,679.1
2017-04-12,718.2
2017-04-13,708.6
2017-04-17,714.6
2017-04-18,702.35
2017-04-19,700.8
2017-04-20,698.45
2017-04-21,722.2
2017-04-24,708.85
2017-04-25,704.85
2017-04-26,696.4
2017-04-27,697.8
2017-04-28,717.0
2017-05-02,705.45
2017-05-03,699.8
2017-05-04,698.5
2017-05-05,699.0
2017-05-08,696.9
2017-05-09,693.7
2017-05-10,695.35
2017-05-11,694.6
2017-05-12,690.8
2017-05-15,697.2
2017-05-16,700.05
2017-05-17,699.65
2017-05-18,689.55
2017-05-19,706.15
2017-05-22,707.55
2017-05-23,696.0
2017-05-24,690.9
2017-05-25,688.3
2017-05-26,684.25
2017-05-29,652.2
2017-05-30,643.8
2017-05-31,647.9
2017-06-01,648.15
2017-06-02,648.1
2017-06-05,641.05
2017-06-06,645.1
2017-06-07,648.9
2017-06-08,666.1
2017-06-09,668.25
2017-06-12,659.3
2017-06-13,656.8
2017-06-14,651.05
2017-06-15,650.5
2017-06-16,651.0
2017-06-19,654.35
2017-06-20,647.45
2017-06-21,645.0
2017-06-22,645.0
2017-06-23,628.9
2017-06-27,630.25
2017-06-28,625.5
2017-06-29,625.75
2017-06-30,652.35
2017-07-03,653.65
2017-07-04,641.25
2017-07-05,641.5
2017-07-06,653.6
2017-07-07,661.3
2017-07-10,679.0
2017-07-11,686.8
2017-07-12,690.25
2017-07-13,703.6
2017-07-14,692.05
2017-07-17,690.0
2017-07-18,689.0
2017-07-19,688.9
2017-07-20,680.8
2017-07-21,685.8
2017-07-24,679.6
2017-07-25,679.5
2017-07-26,656.5
2017-07-27,650.5
2017-07-28,645.15
2017-07-31,660.35
2017-08-01,663.75
2017-08-02,652.95
2017-08-03,650.2
2017-08-04,646.45
2017-08-07,640.3
2017-08-08,633.75
2017-08-09,617.15
2017-08-10,551.2
2017-08-11,569.25
2017-08-14,580.2
2017-08-16,576.65
2017-08-17,571.5
2017-08-18,560.85
2017-08-21,552.3
2017-08-22,552.15
2017-08-23,555.5
2017-08-24,568.5
2017-08-28,603.7
2017-08-29,589.45
2017-08-30,605.95
2017-08-31,600.8
2017-09-01,601.85
2017-09-04,595.15
2017-09-05,610.6
2017-09-06,599.8
2017-09-07,603.5
2017-09-08,616.05
2017-09-11,602.05
2017-09-12,596.1
2017-09-13,588.5
2017-09-14,563.75
2017-09-15,590.45
2017-09-18,584.25
2017-09-19,581.55
2017-09-20,579.2
2017-09-21,582.7
2017-09-22,583.55
2017-09-25,570.5
2017-09-26,566.0
2017-09-27,559.25
2017-09-28,555.6
2017-09-29,587.3
2017-10-03,578.8
2017-10-04,588.5
2017-10-05,581.7
2017-10-06,626.0
2017-10-09,649.35
2017-10-10,645.35
2017-10-11,658.8
2017-10-12,694.35
2017-10-13,690.2
2017-10-16,664.75
2017-10-17,656.85
2017-10-18,667.5
2017-10-19,663.75
2017-10-23,659.5
2017-10-24,649.7
2017-10-25,666.7
2017-10-26,665.65
2017-10-27,658.5
2017-10-30,673.6
2017-10-31,677.1
2017-11-01,672.5
2017-11-02,673.65
2017-11-03,665.85
2017-11-06,669.25
2017-11-07,656.05
2017-11-08,649.85
2017-11-09,651.1
2017-11-10,667.25
2017-11-13,656.6
2017-11-14,639.3
2017-11-15,621.9
2017-11-16,617.5
2017-11-17,620.1
2017-11-20,617.35
2017-11-21,643.75
2017-11-22,640.5
2017-11-23,667.0
2017-11-24,655.3
2017-11-27,653.95
2017-11-28,659.65
2017-11-29,646.9
2017-11-30,643.2
2017-12-01,648.25
2017-12-04,636.7
2017-12-05,638.0
2017-12-06,609.0
2017-12-07,618.35
2017-12-08,624.25
2017-12-11,623.95
2017-12-12,638.35
2017-12-13,628.95
2017-12-14,623.5
2017-12-15,630.65
2017-12-18,623.5
2017-12-19,620.05
2017-12-20,619.95
2017-12-21,613.85
2017-12-22,603.1
2017-12-26,605.55
2017-12-27,600.75
2017-12-28,610.45
2017-12-29,619.1
