Date,UTTAMSTL
2017-01-02,27.95
2017-01-03,28.05
2017-01-04,27.95
2017-01-05,29.1
2017-01-06,30.05
2017-01-09,29.65
2017-01-10,30.35
2017-01-11,31.65
2017-01-12,30.5
2017-01-13,30.15
2017-01-16,30.6
2017-01-17,31.25
2017-01-18,30.45
2017-01-19,33.5
2017-01-20,31.9
2017-01-23,33.1
2017-01-24,32.5
2017-01-25,34.0
2017-01-27,32.9
2017-01-30,32.15
2017-01-31,32.05
2017-02-01,32.5
2017-02-02,32.05
2017-02-03,32.85
2017-02-06,32.55
2017-02-07,32.25
2017-02-08,32.6
2017-02-09,32.65
2017-02-10,32.1
2017-02-13,31.75
2017-02-14,31.7
2017-02-15,30.4
2017-02-16,30.6
2017-02-17,30.5
2017-02-20,31.35
2017-02-21,32.0
2017-02-22,31.15
2017-02-23,30.7
2017-02-27,30.0
2017-02-28,30.2
2017-03-01,31.75
2017-03-02,31.15
2017-03-03,30.7
2017-03-06,30.65
2017-03-07,30.5
2017-03-08,30.2
2017-03-09,30.35
2017-03-10,29.95
2017-03-14,30.3
2017-03-15,30.9
2017-03-16,31.0
2017-03-17,30.6
2017-03-20,30.45
2017-03-21,30.1
2017-03-22,30.05
2017-03-23,31.05
2017-03-24,32.1
2017-03-27,32.1
2017-03-28,31.7
2017-03-29,30.5
2017-03-30,30.85
2017-03-31,30.95
2017-04-03,31.3
2017-04-05,31.7
2017-04-06,32.35
2017-04-07,31.25
2017-04-10,32.65
2017-04-11,31.6
2017-04-12,31.2
2017-04-13,30.2
2017-04-17,30.0
2017-04-18,30.55
2017-04-19,30.15
2017-04-20,30.9
2017-04-21,30.5
2017-04-24,30.7
2017-04-25,30.65
2017-04-26,30.55
2017-04-27,30.9
2017-04-28,30.7
2017-05-02,35.7
2017-05-03,33.95
2017-05-04,34.55
2017-05-05,32.75
2017-05-08,34.25
2017-05-09,34.45
2017-05-10,34.2
2017-05-11,33.95
2017-05-12,33.4
2017-05-15,35.05
2017-05-16,34.5
2017-05-17,35.0
2017-05-18,33.2
2017-05-19,32.35
2017-05-22,31.65
2017-05-23,30.4
2017-05-24,29.8
2017-05-25,30.5
2017-05-26,31.3
2017-05-29,30.65
2017-05-30,30.7
2017-05-31,32.4
2017-06-01,32.45
2017-06-02,31.65
2017-06-05,31.55
2017-06-06,31.15
2017-06-07,30.85
2017-06-08,31.8
2017-06-09,31.05
2017-06-12,31.2
2017-06-13,31.2
2017-06-14,30.25
2017-06-15,30.15
2017-06-16,30.35
2017-06-19,29.8
2017-06-20,30.4
2017-06-21,30.85
2017-06-22,30.65
2017-06-23,29.9
2017-06-27,29.15
2017-06-28,29.25
2017-06-29,29.4
2017-06-30,29.4
2017-07-03,29.55
2017-07-04,29.4
2017-07-05,29.55
2017-07-06,29.7
2017-07-07,30.05
2017-07-10,30.45
2017-07-11,29.75
2017-07-12,29.75
2017-07-13,29.75
2017-07-14,29.5
2017-07-17,29.45
2017-07-18,29.25
2017-07-19,29.8
2017-07-20,29.55
2017-07-21,30.05
2017-07-24,30.85
2017-07-25,30.3
2017-07-26,31.4
2017-07-27,29.65
2017-07-28,29.6
2017-07-31,29.5
2017-08-01,29.65
2017-08-02,29.5
2017-08-03,29.15
2017-08-04,28.35
2017-08-07,28.2
2017-08-08,28.4
2017-08-09,27.2
2017-08-10,25.95
2017-08-11,24.0
2017-08-14,25.1
2017-08-16,26.4
2017-08-17,27.15
2017-08-18,26.6
2017-08-21,26.35
2017-08-22,25.9
2017-08-23,26.05
2017-08-24,26.15
2017-08-28,26.85
2017-08-29,24.5
2017-08-30,25.45
2017-08-31,26.35
2017-09-01,26.05
2017-09-04,25.65
2017-09-05,25.95
2017-09-06,26.1
2017-09-07,26.3
2017-09-08,25.8
2017-09-11,25.6
2017-09-12,25.5
2017-09-13,25.5
2017-09-14,25.8
2017-09-15,25.25
2017-09-18,25.7
2017-09-19,25.6
2017-09-20,25.4
2017-09-21,25.25
2017-09-22,24.7
2017-09-25,24.3
2017-09-26,24.45
2017-09-27,22.95
2017-09-28,23.1
2017-09-29,23.1
2017-10-03,22.9
2017-10-04,23.25
2017-10-05,22.95
2017-10-06,23.5
2017-10-09,23.95
2017-10-10,25.7
2017-10-11,29.15
2017-10-12,27.35
2017-10-13,28.25
2017-10-16,27.85
2017-10-17,27.8
2017-10-18,27.15
2017-10-19,26.85
2017-10-23,29.55
2017-10-24,28.65
2017-10-25,28.2
2017-10-26,29.05
2017-10-27,29.1
2017-10-30,29.4
2017-10-31,29.45
2017-11-01,29.3
2017-11-02,29.15
2017-11-03,29.85
2017-11-06,29.95
2017-11-07,29.0
2017-11-08,27.85
2017-11-09,27.5
2017-11-10,26.95
2017-11-13,25.5
2017-11-14,25.3
2017-11-15,24.85
2017-11-16,25.0
2017-11-17,25.3
2017-11-20,25.1
2017-11-21,25.0
2017-11-22,24.55
2017-11-23,24.5
2017-11-24,23.9
2017-11-27,24.7
2017-11-28,23.95
2017-11-29,24.6
2017-11-30,24.1
2017-12-01,24.85
2017-12-04,24.4
2017-12-05,24.05
2017-12-06,23.8
2017-12-07,23.55
2017-12-08,23.95
2017-12-11,23.7
2017-12-12,22.9
2017-12-13,22.65
2017-12-14,22.4
2017-12-15,22.75
2017-12-18,23.05
2017-12-19,22.3
2017-12-20,22.3
2017-12-21,22.2
2017-12-22,21.95
2017-12-26,21.85
2017-12-27,21.85
2017-12-28,21.75
2017-12-29,21.7
