Date,ADFFOODS
2017-01-02,143.75
2017-01-03,149.5
2017-01-04,149.2
2017-01-05,150.45
2017-01-06,156.3
2017-01-09,153.9
2017-01-10,152.3
2017-01-11,152.15
2017-01-12,148.5
2017-01-13,147.35
2017-01-16,146.25
2017-01-17,146.5
2017-01-18,152.15
2017-01-19,150.3
2017-01-20,148.0
2017-01-23,150.5
2017-01-24,150.1
2017-01-25,151.85
2017-01-27,157.25
2017-01-30,154.9
2017-01-31,150.45
2017-02-01,151.85
2017-02-02,153.75
2017-02-03,150.9
2017-02-06,152.9
2017-02-07,153.6
2017-02-08,157.65
2017-02-09,161.95
2017-02-10,160.9
2017-02-13,155.55
2017-02-14,152.8
2017-02-15,147.5
2017-02-16,149.8
2017-02-17,150.0
2017-02-20,151.2
2017-02-21,150.35
2017-02-22,147.95
2017-02-23,147.15
2017-02-27,145.75
2017-02-28,144.45
2017-03-01,149.4
2017-03-02,149.05
2017-03-03,152.4
2017-03-06,168.1
2017-03-07,163.85
2017-03-08,164.55
2017-03-09,164.15
2017-03-10,166.85
2017-03-14,167.75
2017-03-15,167.3
2017-03-16,165.75
2017-03-17,164.25
2017-03-20,168.05
2017-03-21,165.8
2017-03-22,165.5
2017-03-23,165.6
2017-03-24,166.3
2017-03-27,166.95
2017-03-28,173.95
2017-03-29,171.1
2017-03-30,174.65
2017-03-31,173.35
2017-04-03,175.95
2017-04-05,175.45
2017-04-06,174.85
2017-04-07,171.25
2017-04-10,172.3
2017-04-11,178.35
2017-04-12,204.05
2017-04-13,200.05
2017-04-17,200.5
2017-04-18,192.4
2017-04-19,201.5
2017-04-20,199.8
2017-04-21,208.65
2017-04-24,219.45
2017-04-25,217.55
2017-04-26,214.3
2017-04-27,219.5
2017-04-28,217.5
2017-05-02,219.5
2017-05-03,231.95
2017-05-04,238.95
2017-05-05,236.2
2017-05-08,254.7
2017-05-09,257.2
2017-05-10,258.7
2017-05-11,299.5
2017-05-12,300.4
2017-05-15,305.7
2017-05-16,299.25
2017-05-17,293.45
2017-05-18,293.5
2017-05-19,288.85
2017-05-22,289.55
2017-05-23,273.5
2017-05-24,268.4
2017-05-25,273.9
2017-05-26,280.65
2017-05-29,265.2
2017-05-30,273.15
2017-05-31,273.9
2017-06-01,271.25
2017-06-02,302.8
2017-06-05,307.7
2017-06-06,305.35
2017-06-07,304.3
2017-06-08,295.6
2017-06-09,301.0
2017-06-12,302.15
2017-06-13,294.1
2017-06-14,273.6
2017-06-15,276.65
2017-06-16,274.75
2017-06-19,274.95
2017-06-20,274.75
2017-06-21,268.05
2017-06-22,263.65
2017-06-23,258.35
2017-06-27,246.85
2017-06-28,247.95
2017-06-29,252.35
2017-06-30,247.9
2017-07-03,257.1
2017-07-04,262.4
2017-07-05,267.05
2017-07-06,260.95
2017-07-07,256.6
2017-07-10,260.85
2017-07-11,257.1
2017-07-12,258.1
2017-07-13,254.75
2017-07-14,250.55
2017-07-17,249.35
2017-07-18,245.8
2017-07-19,247.3
2017-07-20,247.8
2017-07-21,243.6
2017-07-24,240.7
2017-07-25,237.4
2017-07-26,233.25
2017-07-27,233.0
2017-07-28,226.5
2017-07-31,243.6
2017-08-01,240.7
2017-08-02,234.75
2017-08-03,229.05
2017-08-04,230.75
2017-08-07,229.85
2017-08-08,221.55
2017-08-09,218.55
2017-08-10,204.75
2017-08-11,216.95
2017-08-14,212.2
2017-08-16,236.6
2017-08-17,238.15
2017-08-18,244.5
2017-08-21,238.35
2017-08-22,233.45
2017-08-23,233.15
2017-08-24,227.95
2017-08-28,227.55
2017-08-29,228.95
2017-08-30,239.65
2017-08-31,235.65
2017-09-01,239.2
2017-09-04,234.3
2017-09-05,232.55
2017-09-06,232.85
2017-09-07,231.9
2017-09-08,229.1
2017-09-11,229.35
2017-09-12,224.55
2017-09-13,222.25
2017-09-14,224.3
2017-09-15,220.75
2017-09-18,223.9
2017-09-19,250.9
2017-09-20,260.65
2017-09-21,261.65
2017-09-22,247.7
2017-09-25,243.5
2017-09-26,247.0
2017-09-27,237.0
2017-09-28,242.75
2017-09-29,236.9
2017-10-03,239.3
2017-10-04,240.7
2017-10-05,241.85
2017-10-06,243.0
2017-10-09,241.45
2017-10-10,241.85
2017-10-11,238.45
2017-10-12,244.7
2017-10-13,243.95
2017-10-16,241.8
2017-10-17,240.4
2017-10-18,240.45
2017-10-19,240.15
2017-10-23,239.05
2017-10-24,240.95
2017-10-25,236.35
2017-10-26,241.0
2017-10-27,233.4
2017-10-30,236.9
2017-10-31,239.25
2017-11-01,240.8
2017-11-02,237.95
2017-11-03,237.7
2017-11-06,235.3
2017-11-07,230.9
2017-11-08,226.8
2017-11-09,228.0
2017-11-10,232.25
2017-11-13,241.2
2017-11-14,242.45
2017-11-15,235.9
2017-11-16,261.75
2017-11-17,257.85
2017-11-20,270.05
2017-11-21,283.9
2017-11-22,275.15
2017-11-23,277.4
2017-11-24,287.65
2017-11-27,286.3
2017-11-28,290.25
2017-11-29,333.55
2017-11-30,318.0
2017-12-01,327.4
2017-12-04,317.8
2017-12-05,311.45
2017-12-06,305.55
2017-12-07,317.05
2017-12-08,313.0
2017-12-11,312.25
2017-12-12,309.7
2017-12-13,301.5
2017-12-14,298.05
2017-12-15,308.9
2017-12-18,322.7
2017-12-19,325.55
2017-12-20,329.85
2017-12-21,326.65
2017-12-22,325.6
2017-12-26,329.1
2017-12-27,323.2
2017-12-28,316.5
2017-12-29,313.6
