Date,GLOBUSSPR
2017-01-02,88.3
2017-01-03,88.55
2017-01-04,92.65
2017-01-05,92.9
2017-01-06,91.6
2017-01-09,89.25
2017-01-10,89.5
2017-01-11,90.8
2017-01-12,89.2
2017-01-13,89.5
2017-01-16,90.45
2017-01-17,92.25
2017-01-18,92.3
2017-01-19,89.55
2017-01-20,87.15
2017-01-23,87.75
2017-01-24,87.0
2017-01-25,87.3
2017-01-27,89.4
2017-01-30,85.6
2017-01-31,83.4
2017-02-01,85.05
2017-02-02,84.05
2017-02-03,85.2
2017-02-06,86.5
2017-02-07,86.15
2017-02-08,84.75
2017-02-09,82.7
2017-02-10,82.0
2017-02-13,81.65
2017-02-14,79.2
2017-02-15,77.15
2017-02-16,79.4
2017-02-17,79.0
2017-02-20,79.05
2017-02-21,79.7
2017-02-22,80.3
2017-02-23,79.5
2017-02-27,79.6
2017-02-28,79.25
2017-03-01,79.65
2017-03-02,80.45
2017-03-03,79.8
2017-03-06,79.85
2017-03-07,79.8
2017-03-08,79.15
2017-03-09,79.1
2017-03-10,78.85
2017-03-14,77.7
2017-03-15,79.05
2017-03-16,78.55
2017-03-17,78.5
2017-03-20,78.3
2017-03-21,77.3
2017-03-22,76.9
2017-03-23,77.95
2017-03-24,78.75
2017-03-27,77.05
2017-03-28,76.85
2017-03-29,77.05
2017-03-30,76.9
2017-03-31,76.4
2017-04-03,74.4
2017-04-05,73.05
2017-04-06,72.8
2017-04-07,72.35
2017-04-10,68.5
2017-04-11,66.05
2017-04-12,67.75
2017-04-13,69.65
2017-04-17,72.75
2017-04-18,71.95
2017-04-19,70.65
2017-04-20,71.25
2017-04-21,74.0
2017-04-24,71.75
2017-04-25,72.95
2017-04-26,71.6
2017-04-27,70.7
2017-04-28,69.95
2017-05-02,68.65
2017-05-03,68.45
2017-05-04,67.5
2017-05-05,65.9
2017-05-08,65.6
2017-05-09,67.5
2017-05-10,67.3
2017-05-11,70.65
2017-05-12,70.7
2017-05-15,68.75
2017-05-16,67.15
2017-05-17,67.3
2017-05-18,66.25
2017-05-19,66.45
2017-05-22,66.0
2017-05-23,63.95
2017-05-24,63.15
2017-05-25,63.0
2017-05-26,63.7
2017-05-29,62.5
2017-05-30,63.8
2017-05-31,64.55
2017-06-01,71.95
2017-06-02,71.9
2017-06-05,70.55
2017-06-06,67.85
2017-06-07,66.7
2017-06-08,71.4
2017-06-09,72.2
2017-06-12,69.3
2017-06-13,69.05
2017-06-14,67.5
2017-06-15,68.8
2017-06-16,68.0
2017-06-19,68.2
2017-06-20,68.4
2017-06-21,67.75
2017-06-22,69.75
2017-06-23,68.3
2017-06-27,69.15
2017-06-28,68.75
2017-06-29,68.8
2017-06-30,69.25
2017-07-03,69.85
2017-07-04,73.2
2017-07-05,74.85
2017-07-06,73.35
2017-07-07,73.7
2017-07-10,74.0
2017-07-11,74.95
2017-07-12,78.15
2017-07-13,76.6
2017-07-14,75.0
2017-07-17,75.95
2017-07-18,74.9
2017-07-19,73.9
2017-07-20,73.6
2017-07-21,72.95
2017-07-24,71.9
2017-07-25,71.9
2017-07-26,72.65
2017-07-27,70.55
2017-07-28,71.5
2017-07-31,71.1
2017-08-01,70.8
2017-08-02,72.7
2017-08-03,71.25
2017-08-04,70.7
2017-08-07,69.3
2017-08-08,69.0
2017-08-09,68.05
2017-08-10,66.65
2017-08-11,64.8
2017-08-14,66.55
2017-08-16,68.9
2017-08-17,69.4
2017-08-18,67.2
2017-08-21,64.6
2017-08-22,65.95
2017-08-23,65.45
2017-08-24,73.05
2017-08-28,69.95
2017-08-29,69.4
2017-08-30,71.95
2017-08-31,70.6
2017-09-01,73.5
2017-09-04,71.3
2017-09-05,74.35
2017-09-06,72.7
2017-09-07,73.5
2017-09-08,77.8
2017-09-11,76.3
2017-09-12,76.15
2017-09-13,74.5
2017-09-14,73.85
2017-09-15,73.15
2017-09-18,76.0
2017-09-19,76.0
2017-09-20,75.7
2017-09-21,79.35
2017-09-22,75.15
2017-09-25,72.8
2017-09-26,77.6
2017-09-27,73.2
2017-09-28,75.3
2017-09-29,78.75
2017-10-03,79.4
2017-10-04,78.1
2017-10-05,79.7
2017-10-06,79.3
2017-10-09,79.65
2017-10-10,80.85
2017-10-11,81.7
2017-10-12,82.2
2017-10-13,81.95
2017-10-16,85.35
2017-10-17,85.45
2017-10-18,84.15
2017-10-19,83.55
2017-10-23,86.2
2017-10-24,84.55
2017-10-25,88.35
2017-10-26,87.35
2017-10-27,101.65
2017-10-30,103.5
2017-10-31,103.1
2017-11-01,101.4
2017-11-02,98.15
2017-11-03,101.6
2017-11-06,101.6
2017-11-07,99.05
2017-11-08,104.15
2017-11-09,124.9
2017-11-10,116.1
2017-11-13,127.8
2017-11-14,128.25
2017-11-15,124.2
2017-11-16,134.05
2017-11-17,134.45
2017-11-20,142.25
2017-11-21,136.95
2017-11-22,136.35
