Date,ORIENTBANK
2017-01-02,106.8
2017-01-03,107.75
2017-01-04,106.75
2017-01-05,109.95
2017-01-06,110.2
2017-01-09,110.95
2017-01-10,111.35
2017-01-11,115.55
2017-01-12,114.7
2017-01-13,115.1
2017-01-16,115.5
2017-01-17,115.55
2017-01-18,115.9
2017-01-19,116.55
2017-01-20,112.2
2017-01-23,113.3
2017-01-24,114.0
2017-01-25,116.05
2017-01-27,118.9
2017-01-30,118.6
2017-01-31,116.05
2017-02-01,120.2
2017-02-02,124.05
2017-02-03,130.8
2017-02-06,125.55
2017-02-07,129.55
2017-02-08,128.25
2017-02-09,125.6
2017-02-10,126.15
2017-02-13,121.7
2017-02-14,123.75
2017-02-15,119.9
2017-02-16,120.35
2017-02-17,120.95
2017-02-20,123.6
2017-02-21,125.5
2017-02-22,124.3
2017-02-23,124.6
2017-02-27,122.2
2017-02-28,127.2
2017-03-01,126.9
2017-03-02,122.3
2017-03-03,123.35
2017-03-06,125.0
2017-03-07,123.8
2017-03-08,123.15
2017-03-09,122.0
2017-03-10,121.3
2017-03-14,122.85
2017-03-15,125.15
2017-03-16,129.7
2017-03-17,128.6
2017-03-20,133.9
2017-03-21,135.1
2017-03-22,134.4
2017-03-23,136.35
2017-03-24,145.3
2017-03-27,142.15
2017-03-28,139.8
2017-03-29,142.1
2017-03-30,143.4
2017-03-31,140.85
2017-04-03,142.5
2017-04-05,145.3
2017-04-06,146.3
2017-04-07,142.95
2017-04-10,151.25
2017-04-11,155.65
2017-04-12,151.95
2017-04-13,152.7
2017-04-17,152.35
2017-04-18,151.75
2017-04-19,150.75
2017-04-20,153.65
2017-04-21,153.4
2017-04-24,156.5
2017-04-25,155.5
2017-04-26,159.8
2017-04-27,162.75
2017-04-28,170.1
2017-05-02,171.95
2017-05-03,175.4
2017-05-04,181.75
2017-05-05,174.6
2017-05-08,176.7
2017-05-09,173.0
2017-05-10,173.15
2017-05-11,175.1
2017-05-12,162.9
2017-05-15,160.0
2017-05-16,161.9
2017-05-17,163.1
2017-05-18,159.9
2017-05-19,157.7
2017-05-22,152.35
2017-05-23,150.6
2017-05-24,143.75
2017-05-25,153.1
2017-05-26,152.7
2017-05-29,148.75
2017-05-30,150.7
2017-05-31,149.5
2017-06-01,151.35
2017-06-02,155.15
2017-06-05,154.2
2017-06-06,151.3
2017-06-07,157.1
2017-06-08,151.45
2017-06-09,152.15
2017-06-12,146.2
2017-06-13,149.25
2017-06-14,149.85
2017-06-15,151.15
2017-06-16,149.45
2017-06-19,149.75
2017-06-20,148.4
2017-06-21,148.7
2017-06-22,147.15
2017-06-23,143.65
2017-06-27,139.0
2017-06-28,141.8
2017-06-29,138.45
2017-06-30,141.3
2017-07-03,142.75
2017-07-04,139.95
2017-07-05,142.0
2017-07-06,145.2
2017-07-07,142.35
2017-07-10,150.85
2017-07-11,146.4
2017-07-12,149.9
2017-07-13,149.45
2017-07-14,149.2
2017-07-17,149.4
2017-07-18,149.05
2017-07-19,149.7
2017-07-20,148.9
2017-07-21,149.75
2017-07-24,152.55
2017-07-25,156.8
2017-07-26,151.6
2017-07-27,146.85
2017-07-28,146.45
2017-07-31,148.05
2017-08-01,145.5
2017-08-02,143.95
2017-08-03,138.1
2017-08-04,138.95
2017-08-07,139.85
2017-08-08,136.45
2017-08-09,136.05
2017-08-10,126.95
2017-08-11,118.0
2017-08-14,118.6
2017-08-16,124.0
2017-08-17,125.4
2017-08-18,123.1
2017-08-21,120.0
2017-08-22,119.65
2017-08-23,123.5
2017-08-24,124.35
2017-08-28,125.7
2017-08-29,124.45
2017-08-30,126.1
2017-08-31,126.65
2017-09-01,127.75
2017-09-04,125.2
2017-09-05,127.3
2017-09-06,126.45
2017-09-07,126.75
2017-09-08,124.4
2017-09-11,125.2
2017-09-12,126.65
2017-09-13,130.95
2017-09-14,133.45
2017-09-15,133.5
2017-09-18,134.1
2017-09-19,134.5
2017-09-20,136.25
2017-09-21,134.2
2017-09-22,128.3
2017-09-25,125.4
2017-09-26,125.55
2017-09-27,121.4
2017-09-28,119.65
2017-09-29,119.15
2017-10-03,120.55
2017-10-04,120.95
2017-10-05,121.9
2017-10-06,123.5
2017-10-09,120.15
2017-10-10,120.0
2017-10-11,114.95
2017-10-12,114.15
2017-10-13,114.95
2017-10-16,115.1
2017-10-17,115.3
2017-10-18,114.0
2017-10-19,113.3
2017-10-23,113.75
2017-10-24,119.1
2017-10-25,151.2
2017-10-26,146.15
2017-10-27,135.7
2017-10-30,143.45
2017-10-31,140.8
2017-11-01,142.45
2017-11-02,138.8
2017-11-03,141.25
2017-11-06,143.65
2017-11-07,135.25
2017-11-08,127.5
2017-11-09,128.55
2017-11-10,129.55
2017-11-13,127.0
2017-11-14,125.4
2017-11-15,123.95
2017-11-16,130.1
2017-11-17,128.35
2017-11-20,129.7
2017-11-21,127.8
2017-11-22,130.15
2017-11-23,129.3
2017-11-24,131.5
2017-11-27,131.6
2017-11-28,130.9
2017-11-29,129.55
2017-11-30,126.55
2017-12-01,124.4
2017-12-04,122.75
2017-12-05,124.0
2017-12-06,121.15
2017-12-07,122.5
2017-12-08,122.1
2017-12-11,121.6
2017-12-12,121.05
2017-12-13,118.45
2017-12-14,118.75
2017-12-15,120.7
2017-12-18,122.5
2017-12-19,123.9
2017-12-20,122.75
2017-12-21,124.5
2017-12-22,125.35
2017-12-26,124.15
2017-12-27,123.6
2017-12-28,121.25
2017-12-29,120.7
