Date,PTC
2017-01-02,73.8
2017-01-03,74.0
2017-01-04,73.9
2017-01-05,78.3
2017-01-06,77.6
2017-01-09,78.05
2017-01-10,80.55
2017-01-11,81.0
2017-01-12,83.1
2017-01-13,83.35
2017-01-16,83.55
2017-01-17,84.7
2017-01-18,83.05
2017-01-19,83.45
2017-01-20,81.5
2017-01-23,82.5
2017-01-24,84.7
2017-01-25,84.0
2017-01-27,88.45
2017-01-30,86.5
2017-01-31,84.1
2017-02-01,85.7
2017-02-02,85.55
2017-02-03,85.7
2017-02-06,87.75
2017-02-07,86.85
2017-02-08,87.55
2017-02-09,88.2
2017-02-10,91.2
2017-02-13,86.05
2017-02-14,84.2
2017-02-15,84.1
2017-02-16,85.4
2017-02-17,86.3
2017-02-20,87.7
2017-02-21,91.85
2017-02-22,90.25
2017-02-23,89.45
2017-02-27,88.05
2017-02-28,88.35
2017-03-01,87.75
2017-03-02,85.95
2017-03-03,85.4
2017-03-06,87.8
2017-03-07,88.25
2017-03-08,87.1
2017-03-09,86.9
2017-03-10,85.9
2017-03-14,85.7
2017-03-15,86.55
2017-03-16,88.3
2017-03-17,87.75
2017-03-20,87.95
2017-03-21,87.25
2017-03-22,86.95
2017-03-23,87.25
2017-03-24,87.8
2017-03-27,87.35
2017-03-28,87.3
2017-03-29,89.5
2017-03-30,91.9
2017-03-31,93.4
2017-04-03,93.25
2017-04-05,94.15
2017-04-06,94.6
2017-04-07,95.1
2017-04-10,95.35
2017-04-11,98.1
2017-04-12,97.35
2017-04-13,98.05
2017-04-17,97.25
2017-04-18,95.65
2017-04-19,95.7
2017-04-20,96.0
2017-04-21,96.8
2017-04-24,96.2
2017-04-25,97.45
2017-04-26,94.55
2017-04-27,93.7
2017-04-28,95.3
2017-05-02,97.0
2017-05-03,103.4
2017-05-04,102.25
2017-05-05,99.6
2017-05-08,101.9
2017-05-09,103.1
2017-05-10,103.2
2017-05-11,101.7
2017-05-12,101.25
2017-05-15,101.2
2017-05-16,102.65
2017-05-17,103.1
2017-05-18,98.95
2017-05-19,98.85
2017-05-22,96.0
2017-05-23,92.0
2017-05-24,91.05
2017-05-25,91.4
2017-05-26,93.6
2017-05-29,92.8
2017-05-30,92.45
2017-05-31,94.1
2017-06-01,93.2
2017-06-02,94.4
2017-06-05,96.3
2017-06-06,95.6
2017-06-07,97.3
2017-06-08,96.75
2017-06-09,98.05
2017-06-12,96.8
2017-06-13,95.8
2017-06-14,96.25
2017-06-15,94.0
2017-06-16,95.25
2017-06-19,95.8
2017-06-20,95.5
2017-06-21,98.3
2017-06-22,96.3
2017-06-23,94.45
2017-06-27,92.5
2017-06-28,92.1
2017-06-29,94.7
2017-06-30,96.55
2017-07-03,96.65
2017-07-04,95.9
2017-07-05,100.6
2017-07-06,99.8
2017-07-07,100.5
2017-07-10,101.75
2017-07-11,100.5
2017-07-12,110.85
2017-07-13,112.6
2017-07-14,115.2
2017-07-17,117.7
2017-07-18,117.9
2017-07-19,119.0
2017-07-20,118.1
2017-07-21,117.85
2017-07-24,115.5
2017-07-25,116.85
2017-07-26,116.85
2017-07-27,113.9
2017-07-28,114.45
2017-07-31,120.5
2017-08-01,119.25
2017-08-02,118.75
2017-08-03,116.95
2017-08-04,117.7
2017-08-07,123.35
2017-08-08,118.65
2017-08-09,117.1
2017-08-10,108.75
2017-08-11,108.6
2017-08-14,113.25
2017-08-16,115.9
2017-08-17,116.95
2017-08-18,113.95
2017-08-21,111.0
2017-08-22,110.2
2017-08-23,113.45
2017-08-24,114.8
2017-08-28,115.4
2017-08-29,114.25
2017-08-30,115.9
2017-08-31,119.6
2017-09-01,118.4
2017-09-04,116.3
2017-09-05,118.6
2017-09-06,119.1
2017-09-07,117.95
2017-09-08,116.45
2017-09-11,124.95
2017-09-12,126.05
2017-09-13,120.75
2017-09-14,124.4
2017-09-15,121.95
2017-09-18,125.9
2017-09-19,124.7
2017-09-20,125.6
2017-09-21,128.2
2017-09-22,121.7
2017-09-25,123.1
2017-09-26,121.95
2017-09-27,117.75
2017-09-28,121.9
2017-09-29,122.85
2017-10-03,123.45
2017-10-04,123.1
2017-10-05,123.4
2017-10-06,124.8
2017-10-09,121.75
2017-10-10,121.05
2017-10-11,118.85
2017-10-12,119.7
2017-10-13,121.45
2017-10-16,119.6
2017-10-17,119.75
2017-10-18,121.0
2017-10-19,119.45
2017-10-23,119.0
2017-10-24,119.25
2017-10-25,118.9
2017-10-26,119.05
2017-10-27,124.15
2017-10-30,125.2
2017-10-31,123.1
2017-11-01,124.35
2017-11-02,127.0
2017-11-03,125.25
2017-11-06,125.45
2017-11-07,121.25
2017-11-08,118.0
2017-11-09,119.95
2017-11-10,119.75
2017-11-13,116.0
2017-11-14,115.75
2017-11-15,113.45
2017-11-16,115.45
2017-11-17,116.25
2017-11-20,120.2
2017-11-21,119.05
2017-11-22,120.35
2017-11-23,119.9
2017-11-24,121.3
2017-11-27,120.55
2017-11-28,120.05
2017-11-29,118.3
2017-11-30,116.2
2017-12-01,114.9
2017-12-04,113.05
2017-12-05,115.1
2017-12-06,111.75
2017-12-07,111.95
2017-12-08,114.55
2017-12-11,114.65
2017-12-12,114.05
2017-12-13,111.4
2017-12-14,110.05
2017-12-15,110.95
2017-12-18,111.75
2017-12-19,113.6
2017-12-20,114.55
2017-12-21,115.25
2017-12-22,117.2
2017-12-26,117.25
2017-12-27,116.55
2017-12-28,115.55
2017-12-29,118.7
