Date,HINDCOPPER
2017-01-02,63.5
2017-01-03,62.35
2017-01-04,62.0
2017-01-05,63.45
2017-01-06,62.25
2017-01-09,64.55
2017-01-10,67.85
2017-01-11,67.4
2017-01-12,69.65
2017-01-13,68.2
2017-01-16,67.3
2017-01-17,65.2
2017-01-18,65.05
2017-01-19,67.3
2017-01-20,64.6
2017-01-23,66.1
2017-01-24,66.15
2017-01-25,70.05
2017-01-27,68.7
2017-01-30,67.6
2017-01-31,66.35
2017-02-01,68.0
2017-02-02,69.15
2017-02-03,67.45
2017-02-06,67.55
2017-02-07,66.9
2017-02-08,67.9
2017-02-09,67.55
2017-02-10,69.8
2017-02-13,69.95
2017-02-14,70.0
2017-02-15,67.1
2017-02-16,68.85
2017-02-17,67.7
2017-02-20,69.05
2017-02-21,71.0
2017-02-22,69.6
2017-02-23,68.2
2017-02-27,68.15
2017-02-28,67.85
2017-03-01,70.45
2017-03-02,69.55
2017-03-03,68.9
2017-03-06,69.55
2017-03-07,68.7
2017-03-08,67.25
2017-03-09,66.65
2017-03-10,65.15
2017-03-14,65.45
2017-03-15,66.95
2017-03-16,68.9
2017-03-17,67.5
2017-03-20,67.3
2017-03-21,67.1
2017-03-22,66.05
2017-03-23,67.35
2017-03-24,66.75
2017-03-27,65.75
2017-03-28,65.4
2017-03-29,65.2
2017-03-30,65.45
2017-03-31,66.1
2017-04-03,66.85
2017-04-05,69.1
2017-04-06,69.1
2017-04-07,67.45
2017-04-10,67.65
2017-04-11,68.1
2017-04-12,66.4
2017-04-13,66.0
2017-04-17,66.1
2017-04-18,64.8
2017-04-19,64.85
2017-04-20,65.5
2017-04-21,66.4
2017-04-24,66.5
2017-04-25,66.4
2017-04-26,65.2
2017-04-27,65.2
2017-04-28,65.6
2017-05-02,65.7
2017-05-03,65.9
2017-05-04,65.2
2017-05-05,63.6
2017-05-08,63.95
2017-05-09,63.9
2017-05-10,63.9
2017-05-11,63.7
2017-05-12,63.3
2017-05-15,66.75
2017-05-16,66.35
2017-05-17,66.7
2017-05-18,68.6
2017-05-19,68.1
2017-05-22,65.95
2017-05-23,64.05
2017-05-24,62.15
2017-05-25,62.95
2017-05-26,64.65
2017-05-29,62.9
2017-05-30,62.85
2017-05-31,63.4
2017-06-01,62.9
2017-06-02,63.25
2017-06-05,62.75
2017-06-06,62.25
2017-06-07,62.4
2017-06-08,65.25
2017-06-09,64.05
2017-06-12,64.25
2017-06-13,63.8
2017-06-14,64.2
2017-06-15,65.75
2017-06-16,64.7
2017-06-19,65.1
2017-06-20,64.75
2017-06-21,64.3
2017-06-22,64.95
2017-06-23,63.7
2017-06-27,62.65
2017-06-28,62.85
2017-06-29,64.2
2017-06-30,64.0
2017-07-03,64.7
2017-07-04,64.95
2017-07-05,65.9
2017-07-06,66.05
2017-07-07,65.15
2017-07-10,65.5
2017-07-11,65.15
2017-07-12,65.3
2017-07-13,64.85
2017-07-14,64.3
2017-07-17,64.85
2017-07-18,65.0
2017-07-19,65.45
2017-07-20,65.15
2017-07-21,65.5
2017-07-24,65.1
2017-07-25,66.15
2017-07-26,70.15
2017-07-27,71.1
2017-07-28,69.75
2017-07-31,69.65
2017-08-01,70.55
2017-08-02,65.05
2017-08-03,62.35
2017-08-04,62.25
2017-08-07,61.95
2017-08-08,63.8
2017-08-09,62.45
2017-08-10,60.9
2017-08-11,59.9
2017-08-14,62.0
2017-08-16,63.0
2017-08-17,62.95
2017-08-18,62.4
2017-08-21,61.55
2017-08-22,61.1
2017-08-23,62.05
2017-08-24,61.95
2017-08-28,62.2
2017-08-29,61.25
2017-08-30,62.15
2017-08-31,62.5
2017-09-01,63.55
2017-09-04,62.7
2017-09-05,64.3
2017-09-06,64.5
2017-09-07,64.7
2017-09-08,63.9
2017-09-11,64.55
2017-09-12,64.8
2017-09-13,63.7
2017-09-14,62.4
2017-09-15,62.15
2017-09-18,62.6
2017-09-19,62.7
2017-09-20,63.0
2017-09-21,62.4
2017-09-22,60.3
2017-09-25,58.6
2017-09-26,58.45
2017-09-27,56.8
2017-09-28,57.95
2017-09-29,58.3
2017-10-03,58.25
2017-10-04,58.5
2017-10-05,60.8
2017-10-06,63.7
2017-10-09,64.05
2017-10-10,64.15
2017-10-11,62.15
2017-10-12,63.2
2017-10-13,62.75
2017-10-16,62.85
2017-10-17,63.5
2017-10-18,63.05
2017-10-19,63.45
2017-10-23,65.1
2017-10-24,64.7
2017-10-25,67.7
2017-10-26,69.85
2017-10-27,69.75
2017-10-30,69.9
2017-10-31,69.45
2017-11-01,75.65
2017-11-02,82.5
2017-11-03,86.75
2017-11-06,103.65
2017-11-07,99.4
2017-11-08,95.1
2017-11-09,100.4
2017-11-10,99.5
2017-11-13,98.9
2017-11-14,97.05
2017-11-15,88.85
2017-11-16,97.2
2017-11-17,96.95
2017-11-20,97.75
2017-11-21,98.4
2017-11-22,98.65
2017-11-23,97.65
2017-11-24,97.05
2017-11-27,99.45
2017-11-28,99.55
2017-11-29,97.65
2017-11-30,94.9
2017-12-01,92.8
2017-12-04,91.0
2017-12-05,92.45
2017-12-06,88.2
2017-12-07,90.15
2017-12-08,91.3
2017-12-11,90.95
2017-12-12,89.25
2017-12-13,92.8
2017-12-14,91.1
2017-12-15,91.35
2017-12-18,91.6
2017-12-19,91.5
2017-12-20,91.5
2017-12-21,92.0
2017-12-22,93.7
2017-12-26,92.9
2017-12-27,96.15
2017-12-28,102.55
2017-12-29,101.0
