Date,BHARATRAS
2017-01-02,1793.55
2017-01-03,1855.1
2017-01-04,1839.5
2017-01-05,1842.15
2017-01-06,1820.9
2017-01-09,1827.2
2017-01-10,1810.7
2017-01-11,1885.0
2017-01-12,1913.55
2017-01-13,1883.35
2017-01-16,1877.35
2017-01-17,1884.65
2017-01-18,1898.45
2017-01-19,1892.2
2017-01-20,1899.65
2017-01-23,2279.55
2017-01-24,2381.85
2017-01-25,2298.85
2017-01-27,2221.55
2017-01-30,2218.8
2017-01-31,2165.4
2017-02-01,2254.05
2017-02-02,2272.4
2017-02-03,2259.9
2017-02-06,2228.55
2017-02-07,2269.6
2017-02-08,2261.45
2017-02-09,2266.4
2017-02-10,2259.95
2017-02-13,2259.9
2017-02-14,2331.75
2017-02-15,2357.95
2017-02-16,2332.75
2017-02-17,2351.25
2017-02-20,2324.45
2017-02-21,2341.35
2017-02-22,2359.1
2017-02-23,2393.2
2017-02-27,2744.15
2017-02-28,2691.1
2017-03-01,2747.75
2017-03-02,2622.8
2017-03-03,2658.7
2017-03-06,2669.35
2017-03-07,2661.2
2017-03-08,2598.5
2017-03-09,2579.25
2017-03-10,2518.65
2017-03-14,2558.75
2017-03-15,2696.45
2017-03-16,2685.4
2017-03-17,2713.7
2017-03-20,2689.4
2017-03-21,2688.95
2017-03-22,2647.35
2017-03-23,2743.75
2017-03-24,2762.75
2017-03-27,2906.4
2017-03-28,2883.5
2017-03-29,2836.85
2017-03-30,2942.85
2017-03-31,2917.0
2017-04-03,3017.8
2017-04-05,3065.55
2017-04-06,3050.6
2017-04-07,3017.2
2017-04-10,2961.0
2017-04-11,2989.3
2017-04-12,2962.35
2017-04-13,2944.4
2017-04-17,2955.3
2017-04-18,3014.7
2017-04-19,3016.55
2017-04-20,3075.8
2017-04-21,3029.05
2017-04-24,3014.9
2017-04-25,3015.65
2017-04-26,2958.5
2017-04-27,2920.1
2017-04-28,2989.95
2017-05-02,2976.15
2017-05-03,2966.4
2017-05-04,2953.75
2017-05-05,2895.4
2017-05-08,2866.75
2017-05-09,2828.8
2017-05-10,2838.45
2017-05-11,2808.9
2017-05-12,2836.25
2017-05-15,2830.6
2017-05-16,2811.45
2017-05-17,2833.9
2017-05-18,2800.5
2017-05-19,2776.7
2017-05-22,2709.55
2017-05-23,2678.85
2017-05-24,2662.85
2017-05-25,2664.45
2017-05-26,2685.75
2017-05-29,2745.05
2017-05-30,2680.6
2017-05-31,2858.6
2017-06-01,3003.75
2017-06-02,3034.35
2017-06-05,3000.4
2017-06-06,2943.8
2017-06-07,2943.05
2017-06-08,2927.35
2017-06-09,2935.35
2017-06-12,2986.3
2017-06-13,2994.3
2017-06-14,2961.7
2017-06-15,2915.9
2017-06-16,2879.3
2017-06-19,2883.65
2017-06-20,2910.55
2017-06-21,2928.2
2017-06-22,2969.65
2017-06-23,3005.35
2017-06-27,2923.8
2017-06-28,2984.75
2017-06-29,2941.35
2017-06-30,2930.8
2017-07-03,2958.4
2017-07-04,2920.35
2017-07-05,2887.55
2017-07-06,2920.4
2017-07-07,2910.0
2017-07-10,2927.8
2017-07-11,2942.5
2017-07-12,3001.4
2017-07-13,3584.9
2017-07-14,3290.2
2017-07-17,3320.55
2017-07-18,3218.6
2017-07-19,3453.0
2017-07-20,3336.9
2017-07-21,3405.5
2017-07-24,3350.9
2017-07-25,3315.55
2017-07-26,3301.7
2017-07-27,3220.8
2017-07-28,3220.8
2017-07-31,3228.35
2017-08-01,3193.75
2017-08-02,3220.95
2017-08-03,3178.0
2017-08-04,3141.25
2017-08-07,3097.7
2017-08-08,3109.5
2017-08-09,3078.75
2017-08-10,3023.65
2017-08-11,3025.85
2017-08-14,3082.9
2017-08-16,3096.35
2017-08-17,3027.4
2017-08-18,3005.4
2017-08-21,2995.15
2017-08-22,2956.6
2017-08-23,2909.45
2017-08-24,3059.15
2017-08-28,3062.4
2017-08-29,2974.85
2017-08-30,2984.95
2017-08-31,2939.35
2017-09-01,2952.85
2017-09-04,2939.05
2017-09-05,2964.6
2017-09-06,2984.85
2017-09-07,3000.5
2017-09-08,2929.2
2017-09-11,2942.0
2017-09-12,2971.9
2017-09-13,2958.65
2017-09-14,2945.45
2017-09-15,2923.4
2017-09-18,2892.5
2017-09-19,2877.65
2017-09-20,2894.35
2017-09-21,2842.6
2017-09-22,2816.35
2017-09-25,2734.8
2017-09-26,2755.25
2017-09-27,2720.5
2017-09-28,2682.85
2017-09-29,2747.6
2017-10-03,2875.85
2017-10-04,2892.6
2017-10-05,2879.8
2017-10-06,2901.8
2017-10-09,2920.5
2017-10-10,2905.6
2017-10-11,2868.25
2017-10-12,2888.7
2017-10-13,2841.1
2017-10-16,2925.95
2017-10-17,3183.25
2017-10-18,3179.35
2017-10-19,3210.0
2017-10-23,3158.05
2017-10-24,2981.95
2017-10-25,2941.8
2017-10-26,2875.15
2017-10-27,2807.1
2017-10-30,2881.65
2017-10-31,2894.95
2017-11-01,2859.15
2017-11-02,2863.75
2017-11-03,2866.6
2017-11-06,2844.3
2017-11-07,2785.65
2017-11-08,2839.5
2017-11-09,2832.15
2017-11-10,2810.25
2017-11-13,2931.85
2017-11-14,2925.7
2017-11-15,3109.35
2017-11-16,3172.2
2017-11-17,3145.35
2017-11-20,3080.35
2017-11-21,3122.65
2017-11-22,3151.15
2017-11-23,3144.65
2017-11-24,3421.7
2017-11-27,3493.0
2017-11-28,3482.9
2017-11-29,3766.9
2017-11-30,3777.65
2017-12-01,3844.8
2017-12-04,3714.45
2017-12-05,3662.45
2017-12-06,3742.5
2017-12-07,3732.75
2017-12-08,3712.6
2017-12-11,3732.7
2017-12-12,3635.8
2017-12-13,3630.8
2017-12-14,3611.25
2017-12-15,3627.4
2017-12-18,3717.45
2017-12-19,3847.3
2017-12-20,3938.35
2017-12-21,3888.9
2017-12-22,3936.15
2017-12-26,4017.15
2017-12-27,4257.85
2017-12-28,4244.7
2017-12-29,4185.25
