Date,UCALFUEL
2017-01-02,166.55
2017-01-03,172.9
2017-01-04,178.3
2017-01-05,179.4
2017-01-06,174.9
2017-01-09,174.2
2017-01-10,187.15
2017-01-11,187.6
2017-01-12,182.9
2017-01-13,186.75
2017-01-16,191.15
2017-01-17,191.35
2017-01-18,188.2
2017-01-19,187.3
2017-01-20,184.2
2017-01-23,186.6
2017-01-24,187.0
2017-01-25,188.9
2017-01-27,188.9
2017-01-30,190.7
2017-01-31,184.55
2017-02-01,188.0
2017-02-02,190.15
2017-02-03,187.5
2017-02-06,191.4
2017-02-07,188.55
2017-02-08,188.95
2017-02-09,187.85
2017-02-10,193.65
2017-02-13,187.95
2017-02-14,189.75
2017-02-15,182.95
2017-02-16,181.2
2017-02-17,183.3
2017-02-20,183.25
2017-02-21,180.85
2017-02-22,178.7
2017-02-23,181.4
2017-02-27,182.15
2017-02-28,182.55
2017-03-01,183.1
2017-03-02,180.2
2017-03-03,178.05
2017-03-06,181.45
2017-03-07,178.95
2017-03-08,176.95
2017-03-09,176.75
2017-03-10,175.25
2017-03-14,175.7
2017-03-15,176.15
2017-03-16,178.6
2017-03-17,178.6
2017-03-20,191.25
2017-03-21,189.4
2017-03-22,183.85
2017-03-23,184.15
2017-03-24,182.95
2017-03-27,182.1
2017-03-28,182.25
2017-03-29,218.7
2017-03-30,228.0
2017-03-31,217.15
2017-04-03,212.15
2017-04-05,214.25
2017-04-06,213.95
2017-04-07,221.3
2017-04-10,218.7
2017-04-11,216.85
2017-04-12,215.5
2017-04-13,214.05
2017-04-17,213.6
2017-04-18,208.75
2017-04-19,206.5
2017-04-20,215.4
2017-04-21,225.4
2017-04-24,221.2
2017-04-25,223.9
2017-04-26,219.55
2017-04-27,218.5
2017-04-28,215.0
2017-05-02,213.8
2017-05-03,212.35
2017-05-04,214.5
2017-05-05,207.15
2017-05-08,209.25
2017-05-09,209.75
2017-05-10,211.5
2017-05-11,214.15
2017-05-12,209.1
2017-05-15,219.1
2017-05-16,217.75
2017-05-17,221.1
2017-05-18,216.5
2017-05-19,218.25
2017-05-22,215.5
2017-05-23,212.85
2017-05-24,203.35
2017-05-25,208.9
2017-05-26,212.15
2017-05-29,205.55
2017-05-30,209.8
2017-05-31,209.75
2017-06-01,207.1
2017-06-02,208.65
2017-06-05,208.8
2017-06-06,207.6
2017-06-07,207.9
2017-06-08,208.4
2017-06-09,220.05
2017-06-12,214.2
2017-06-13,216.7
2017-06-14,216.4
2017-06-15,217.0
2017-06-16,221.05
2017-06-19,214.7
2017-06-20,214.95
2017-06-21,210.8
2017-06-22,209.35
2017-06-23,206.35
2017-06-27,199.15
2017-06-28,203.4
2017-06-29,206.05
2017-06-30,204.4
2017-07-03,206.4
2017-07-04,207.55
2017-07-05,207.1
2017-07-06,213.5
2017-07-07,213.65
2017-07-10,212.15
2017-07-11,209.1
2017-07-12,214.85
2017-07-13,214.8
2017-07-14,210.25
2017-07-17,209.5
2017-07-18,209.25
2017-07-19,210.0
2017-07-20,217.35
2017-07-21,223.2
2017-07-24,215.4
2017-07-25,212.65
2017-07-26,214.65
2017-07-27,210.55
2017-07-28,209.0
2017-07-31,209.85
2017-08-01,208.0
2017-08-02,212.45
2017-08-03,208.05
2017-08-04,208.4
2017-08-07,208.5
2017-08-08,202.2
2017-08-09,200.4
2017-08-10,192.25
2017-08-11,184.4
2017-08-14,188.0
2017-08-16,194.75
2017-08-17,195.4
2017-08-18,190.3
2017-08-21,189.55
2017-08-22,189.35
2017-08-23,188.9
2017-08-24,190.25
2017-08-28,190.6
2017-08-29,187.65
2017-08-30,194.4
2017-08-31,203.2
2017-09-01,201.8
2017-09-04,203.95
2017-09-05,214.25
2017-09-06,215.6
2017-09-07,217.3
2017-09-08,216.55
2017-09-11,217.75
2017-09-12,205.5
2017-09-13,209.1
2017-09-14,207.55
2017-09-15,205.3
2017-09-18,209.55
2017-09-19,209.35
2017-09-20,204.2
2017-09-21,198.45
2017-09-22,194.0
2017-09-25,186.35
2017-09-26,185.7
2017-09-27,180.85
2017-09-28,181.35
2017-09-29,183.35
2017-10-03,183.95
2017-10-04,182.1
2017-10-05,185.45
2017-10-06,203.4
2017-10-09,198.5
2017-10-10,208.35
2017-10-11,198.4
2017-10-12,198.75
2017-10-13,198.5
2017-10-16,195.25
2017-10-17,194.85
2017-10-18,194.05
2017-10-19,192.8
2017-10-23,195.95
2017-10-24,203.25
2017-10-25,197.3
2017-10-26,197.7
2017-10-27,198.3
2017-10-30,200.45
2017-10-31,198.05
2017-11-01,201.5
2017-11-02,202.65
2017-11-03,199.45
2017-11-06,197.7
2017-11-07,194.8
2017-11-08,189.05
2017-11-09,190.75
2017-11-10,189.4
2017-11-13,189.95
2017-11-14,188.3
2017-11-15,185.75
2017-11-16,189.7
2017-11-17,187.7
2017-11-20,188.05
2017-11-21,196.25
2017-11-22,193.4
2017-11-23,192.75
2017-11-24,192.15
2017-11-27,192.7
2017-11-28,194.3
2017-11-29,192.85
2017-11-30,193.3
2017-12-01,192.95
2017-12-04,192.85
2017-12-05,193.05
2017-12-06,193.2
2017-12-07,193.95
2017-12-08,195.75
2017-12-11,234.9
2017-12-12,250.25
2017-12-13,244.35
2017-12-14,244.95
2017-12-15,246.05
2017-12-18,274.5
2017-12-19,290.4
2017-12-20,300.25
2017-12-21,306.05
2017-12-22,315.2
2017-12-26,320.2
2017-12-27,309.45
2017-12-28,312.45
2017-12-29,307.95
